"排名","代號","名稱","成交","漲跌價","漲跌幅","EPS平均","EPS合計","股利平均","股利合計","平均分配率","2012分配率","2013分配率","2014分配率","2015分配率","2016分配率","2017分配率","2018分配率","2019分配率","2020分配率","2021分配率","2022分配率","2023分配率"
"1308",="00712","復華富時不動產","10.06","+0.08","+0.8","","","0.88","6.15","","","","","","","","","","","","",""
"1309",="5438","東友","20.35","+0.15","+0.74","0.91","10.96","0.74","8.91","219","857","49.5","96.8","77.5","74.1","75.5","76.5","73.4","100","1000","80.4","63"
"1310",="8921","沈氏","15.05","0","0","0.76","9.08","0.66","7.96","96.6","74.1","69.5","74.7","83.3","89.4","95.2","95.9","113","120","99.5","146","98.8"
"1311",="3545","敦泰","71","-0.3","-0.42","2.16","25.91","2.19","26.31","40.5","80.6","78.9","76.4","6.5","110","90.3","-183","-5.31","102","81.4","52.4","-5.36"
"1312",="1103","嘉泥","21.25","0","0","0.8","9.58","0.6","7.15","157","192","0","50.8","1001","29.4","500","36","91.7","49.6","50.9","63.7","-179"
"1313",="1309","台達化","19.5","+0.1","+0.52","1.19","14.32","0.64","7.7","28.9","80.5","0","0","0","0","0","0","63.5","50.4","53.8","51.1","48.1"
"1314",="1312","國喬","18.45","+0.25","+1.37","2.46","29.53","0.7","8.4","25.8","56.9","50.8","46.5","96.8","49.4","37.7","27.5","0","0","2.21","30.9","-89.3"
"1315",="1325","恆大","22.8","+0.3","+1.33","2.81","33.66","1.61","19.35","83.9","53.7","60.6","90.3","77.6","70","69","68.6","71.4","69.8","51.8","61.3","263"
"1316",="1416","廣豐","10.95","+0.05","+0.46","0.93","11.1","0.98","11.81","59","0","31.8","1215","17.9","-1000","64","106","88.9","0","-27","114","98"
"1317",="1475","業旺","53.4","-0.4","-0.74","-0.77","-9.25","0.04","0.5","0.35","0","0","0","0","0","0","0","0","0","0","0","4.23"
"1318",="1591","駿吉-KY","36.35","-0.55","-1.49","1.54","16.89","0.81","9.7","19.1","","57","74.3","79.5","0","50","0","50.8","-223","17.9","65.1","38.8"
"1319",="1603","華電","36.05","-0.85","-2.3","1.45","17.43","0.38","4.5","23.4","0","0","0","0","25.5","26.6","56.5","61","34.2","24.4","28.1","24.2"
"1320",="1735","日勝化","16.6","+0.05","+0.3","0.64","7.67","0.48","5.78","79.8","90.3","73","72.5","80","80","67.6","79.4","150","54.6","67.6","0","143"
"1321",="1813","寶利徠","20.4","+0.3","+1.49","1.25","14.96","1.18","14.22","261","65.9","59.4","93.9","47.8","94.3","92.6","2000","146","95.2","","-179","357"
"1322",="1906","寶隆","16","+0.15","+0.95","1.65","19.8","0.43","5.15","44","0","0","0","0","28.3","22.9","36.1","12.1","92.2","32.2","22.2","282"
"1323",="2038","海光","19.1","+0.3","+1.6","0.18","2.13","0.37","4.38","33.2","75.9","86.4","0","0","0","76.9","0","0","0","57.5","59.1","43.1"
"1324",="2316","楠梓電","27.95","+0.35","+1.27","2.62","31.45","0.96","11.5","40.5","0","17.1","92","130","29.9","0","0","74.6","19.6","70.1","34","17.8"
"1325",="2413","環科","34.45","+0.05","+0.15","-0.11","-1.28","0.08","1","5.17","0","0","0","0","37.9","0","0","0","0","0","0","24.2"
"1326",="2501","國建","15.9","0","0","1.48","17.71","0.99","11.9","69.8","53.5","101","98","56.2","0","72.8","96","67.5","84.7","78.1","82.2","48.1"
"1327",="2511","太子","11.85","+0.15","+1.28","1.46","17.56","0.81","9.7","67.9","68.2","26.4","46.2","53","79.7","101","82.3","84.4","84.7","81.6","52.6","54.9"
"1328",="2528","皇普","26.65","0","0","0.08","0.98","0.12","1.47","33","0","0","20.3","42.6","0","0","0","0","0","0","30.8","302"
"1329",="2536","宏普","26.35","-0.1","-0.38","2.2","26.34","1.36","16.26","24.4","61.2","57.8","34.7","57.8","59","65.4","63.8","74.6","65.6","65.2","0","-312"
"1330",="2538","基泰","12.05","+0.05","+0.42","1.02","12.25","0.95","11.42","71","77.4","72.5","76.6","39.1","32.3","-435","667","600","-73.5","-156","-161","114"
"1331",="2605","新興","19","+0.3","+1.6","1.26","15.06","0.85","10.15","136","48.4","43.7","57","66.2","60.2","66","66.7","455","333","208","83.3","147"
"1332",="2704","國賓","52.7","+0.9","+1.74","1.03","12.4","0.4","4.8","34.9","42.7","54.1","51.5","62.5","61.4","60.3","33.1","36.4","0","0","0","16.8"
"1333",="2820","華票","14.65","+0.05","+0.34","1.23","14.78","0.82","9.88","70.5","47.5","92","67.3","69.9","69.2","68.9","70.3","79.8","77.4","73.7","65.2","64.9"
"1334",="3050","鈺德","15.45","+0.05","+0.32","0.38","4.61","0.35","4.2","46.7","0","0","0","0","95.2","52.6","69.8","64.2","66.7","75","66.7","70.4"
"1335",="3232","昱捷","26.75","-0.25","-0.93","0.42","5.06","0.35","4.2","67.5","0","0","44.4","54.7","286","0","15.2","36.4","100","85.7","59.5","128"
"1336",="3266","昇陽","14.2","+0.05","+0.35","0.84","10.1","0.27","3.3","34.7","53.3","0","0","24.9","0","0","0","167","83.3","0","0","87.7"
"1337",="3276","宇環","13.8","0","0","0.29","3.5","0.17","2","20.3","0","0","0","21.3","34.5","56.2","40.8","0","0","0","33.9","57.5"
"1338",="3306","鼎天","43.6","+3.95","+9.96","0.82","9.79","0.92","11.1","136","97.7","99.4","89.1","85.4","90.1","238","-55.6","500","69.3","143","76.2","200"
"1339",="3363","上詮","61.8","+3.2","+5.46","1.25","15.01","0.93","11.14","37.2","62.5","66.5","95","-310","0","22","123","60.5","70.8","91.7","69.3","94.3"
"1340",="3372","典範","14.3","-0.25","-1.72","-0.4","-4.8","0.12","1.5","12","0","0","0","0","0","0","0","0","0","0","41.8","102"
"1341",="3373","熱映","21.35","0","0","2.23","26.73","1.58","18.95","102","103","87.5","70.2","68.6","86.4","59.5","96.8","152","303","58.8","57.7","75.8"
"1342",="3450","聯鈞","41.2","+0.4","+0.98","5.25","62.98","3.72","44.7","69","76.3","66.1","73.6","66.5","68.2","78.9","70.7","73.3","61","84.8","70.6","37.9"
"1343",="3518","柏騰","41.7","+3.75","+9.88","-1.71","-20.53","0.63","7.55","41.3","204","-20.8","89.3","-68.3","-52.7","-10","0","0","0","0","192","161"
"1344",="3550","聯穎","16.25","+0.1","+0.62","0.64","7.72","0.84","10.1","32.6","-32.9","-160","93.5","82.6","104","119","103","73","86.2","53.2","62.5","-192"
"1345",="3673","TPK-KY","41.25","-0.25","-0.6","1.9","20.91","4.59","55.04","27.6","","45.4","22.7","56.1","0","0","45.2","0","0","39.4","57","37.3"
"1346",="4161","聿新科","38.4","+0.9","+2.4","0.34","4.12","0.57","6.89","78.9","93.8","0","67.4","156","90","637","-75.4","94.3","-194","-36.4","63.8","50"
"1347",="4413","飛寶企業","15.85","-0.1","-0.63","0.24","2.83","0.04","0.5","2.42","0","0","0","0","0","0","0","0","0","0","0","29.1"
"1348",="4430","耀億","22.95","+0.1","+0.44","1.97","23.62","1.09","13.13","72.8","68.1","53.6","62.9","51.7","53.3","65.8","286","58.4","21.5","-208","66.7","294"
"1349",="4542","科嶠","26.9","+0.05","+0.19","1.88","20.73","1.57","17.29","159","","63.3","60.7","71.2","-154","0","76.3","66.7","74.5","149","90.1","1250"
"1350",="4711","永純","16.45","+0.2","+1.23","0.76","9.15","0.83","10","84.8","98","92.9","154","130","97.2","79.1","124","128","109","87.9","78.7","-161"
"1351",="4729","熒茂","17.5","+0.7","+4.17","-1.19","-14.25","0.04","0.5","5.95","0","0","0","0","0","0","0","0","0","0","0","71.4"
"1352",="4764","雙鍵","48.05","+1.85","+4","3.45","24.16","2.13","14.92","116","","","","","","47.6","51.7","57.7","203","68.8","93.2","290"
"1353",="4912","聯德控股-KY","84","+4.1","+5.13","6.86","75.49","3.82","45.82","72.1","","69.1","75","66.9","116","234","33.1","38.5","36.2","70.7","33.7","20"
"1354",="4989","榮科","26.65","+0.4","+1.52","0.02","0.26","0.73","8.07","2.91","0","0","0","0","","0","74.8","85.1","273","34.5","41.4","-477"
"1355",="4994","傳奇","48.7","-0.5","-1.02","2.81","33.72","2.56","30.76","63","79.7","87.9","82.4","88.1","92.6","0","0","0","22.3","76.7","122","104"
"1356",="5206","坤悅","19.95","0","0","1.28","15.36","0.49","5.93","23.5","0","0","0","0","18.2","52.6","58.8","46.4","49.4","41.8","88.9","-74.6"
"1357",="5452","佶優","21.45","+0.35","+1.66","0.52","6.21","0.36","4.34","82.7","87.1","42.9","70.3","41.7","133","75","0","250","91.7","71.4","50","79.4"
"1358",="6108","競國","17.65","+0.05","+0.28","1.66","19.91","1.18","14.1","61.7","42.1","66.2","90.9","53.1","0","63.3","78.9","72","72.1","-96.2","70","227"
"1359",="6114","久威","26.2","+0.45","+1.75","3.04","36.46","1.08","12.9","42","0","0","0","0","46.8","42.7","62.5","20.9","28.9","132","152","18.9"
"1360",="6133","金橋","16.8","0","0","0.04","0.44","0.21","2.54","95.7","0","0","229","84.9","111","200","119","208","132","0","0","64.1"
"1361",="6179","亞通","37.5","+3.35","+9.81","0.59","7.09","1.22","14.59","56.2","0","0","0","17.4","86.7","86.2","93.9","134","149","79.6","83.4","-55.6"
"1362",="6593","台灣銘板","85.1","+6.8","+8.68","1.14","7.96","0.9","6.3","51.1","","","","","","36.6","55.3","65.2","-82","-217","83.3","417"
"1363",="6596","寬宏藝術","53.4","+1.7","+3.29","2.28","15.95","2.86","20","240","","","","","","126","110","242","56","150","0","1000"
"1364",="6674","鋐寶科技","29","+0.45","+1.58","1.08","6.46","1.25","7.5","215","","","","","","","59.3","59.6","875","143","204","-53.2"
"1365",="6743","安普新","64.4","+0.5","+0.78","1.4","5.61","1.47","5.88","32.2","","","","","","","","","91","89.4","-152","100"
"1366",="6806","森崴能源","110.5","-1","-0.9","2.29","9.17","0.88","3.5","32.9","","","","","","","","","0","35","52.9","43.9"
"1367",="8054","安國","35.4","-0.1","-0.28","1.34","16.12","1.3","15.64","64.7","79.1","66.5","90.5","104","122","114","93.5","90.9","-38.3","-83.3","50.8","87.7"
"1368",="8071","能率網通","16.35","-0.45","-2.68","0.86","10.34","0.6","7.17","84.2","87.2","108","64.9","143","95.2","167","16.1","38.2","37","71.4","108","74.6"
"1369",="8374","羅昇","30.95","-0.05","-0.16","0.76","9.18","0.62","7.49","22.8","52.7","-176","125","0","0","30.3","24.5","39.1","-38.5","76.9","68.2","71.4"
"1370",="9958","世紀鋼","144","-0.5","-0.35","1.56","18.77","0.88","10.53","64.4","0","36.9","66.7","85.7","39.2","76.9","93.8","176","28.1","83","54.7","31.4"
"1371",="1598","岱宇","38.45","+0.5","+1.32","2.44","29.27","1.65","19.84","41.7","28.1","167","0","62.2","47.9","59.3","-30.9","58.3","53.9","63.9","72.3","-82"
"1372",="1101","台泥","37","+0.2","+0.54","2.71","32.55","2.23","26.74","83.3","81.5","90.3","84.6","85","85.3","84.3","123","91.7","67.7","78","60.6","67.5"
"1373",="3701","大眾控","64.5","-0.9","-1.38","-0.24","-2.86","0.04","0.49","1.85","0","0","0","0","0","0","0","0","0","0","0","22.2"
"1374",="6233","旺玖","26.5","+0.25","+0.95","-0.44","-5.24","0.04","0.48","8.07","0","0","0","0","0","0","0","0","0","0","0","96.8"
"1375",="4939","亞電","17.2","+0.15","+0.88","0.8","9.61","0.72","8.67","66.1","90.1","84.7","92.1","77.7","0","0","41.3","43.9","69.4","77.6","79.5","137"
"1376",="5601","台聯櫃","37.85","-1.45","-3.69","0.37","4.4","0.35","4.23","102","90.4","98.1","100","68.6","200","93.8","96.8","103","87.5","86.2","92.9","109"
"1377",="2239","英利-KY","71.5","-0.5","-0.69","7.26","58.05","3.03","24.21","43.5","","","","","57.6","29.8","40","45.5","45.8","45.5","44.3","39.6"
"1378",="2610","華航","25.05","-1.65","-6.18","0.25","2.97","0.18","2.18","25.6","0","0","0","0","43.3","0","54.5","63.5","0","0","49.8","95.9"
"1379",="00717","富邦美國特別股","14.71","-0.02","-0.14","","","0.68","4.09","","","","","","","","","","","","",""
"1380",="00905","FT臺灣Smart","10.25","+0.1","+0.99","","","0.45","0.45","","","","","","","","","","","","",""
"1381",="1470","大統新創","19.6","+0.1","+0.51","0.44","5.25","0.47","5.62","123","40.8","0","88.2","77.9","84.5","100","102","70.2","216","132","234","324"
"1382",="2028","威致","24","+0.1","+0.42","0.62","7.43","0.32","3.8","7.94","0","0","0","0","0","0","0","0","0","0","47.9","47.4"
"1383",="2374","佳能","19.7","+0.05","+0.25","0.74","8.88","1","12.04","54.4","73.5","75.2","194","0","87.7","64.8","104","-30.5","-21.3","-30.1","41.3","93.8"
"1384",="5201","凱衛","31.95","0","0","1.05","12.62","0.83","10","66.6","0","11.5","73.5","91.7","87.3","0","143","104","22.4","90.3","96.2","80.4"
"1385",="6244","茂迪","32.55","+0.25","+0.77","-3.48","-41.79","0.11","1.35","23.3","0","0","86.2","0","0","0","0","0","0","64.5","66.7","61.6"
"1386",="6552","易華電","36.05","+0.05","+0.14","2.24","20.12","1.03","9.3","126","","","","0","9.32","49.7","750","90.9","38.2","95.5","51.2","51.1"
"1387",="4807","日成-KY","18.6","+0.15","+0.81","2.92","23.33","2.2","17.59","52.4","","","","","83.5","51.7","85.5","74","0","21.6","50","52.9"
"1388","00779B","凱基美債25+","33","+0.12","+0.36","","","0.8","3.97","","","","","","","","","","","","",""
"1389","00734B","台新JPM新興債","15.79","-0.01","-0.06","","","0.66","3.98","","","","","","","","","","","","",""
"1390",="9946","三發地產","13.85","+0.15","+1.09","2.11","25.32","1.03","12.41","188","0","95.7","37.4","193","33.1","32.7","89.4","81.3","31.3","1467","100","99.3"
"1391",="00908","富邦入息REITs+","12.54","+0.08","+0.64","","","0.33","0.65","","","","","","","","","","","","",""
"1392","2897A","王道銀甲特","10.45","0","0","","","0.35","1.74","","","","","","","","","","","","",""
"1393",="2530","華建","23.9","+0.4","+1.7","0.31","3.78","0.32","3.86","23.1","50","-228","0","0","61.8","51","0","300","-40","0","0","81.6"
"1394",="1336","台翰","25","+0.55","+2.25","0.26","3.17","0.44","5.28","-25.8","-750","0","78.9","0","0","0","41.7","61.7","138","60.5","40","20"
"1395",="2845","遠東銀","11.6","+0.05","+0.43","1.07","12.85","0.67","8.07","63.6","70","63.2","53.8","71.5","46.2","62.5","78.9","66.2","68.8","70.8","70","40.9"
"1396",="1217","愛之味","12.45","-0.05","-0.4","0.12","1.4","0.07","0.85","25.9","0","0","0","0","167","0","0","0","0","0","73.2","71.4"
"1397",="1444","力麗","10.85","-0.05","-0.46","0.39","4.68","0.38","4.5","-353","90.9","56.8","70.6","217","116","0","-5000","90.9","0","0","44.1","78.4"
"1398",="1463","強盛","14.55","0","0","1.03","12.41","0.91","10.93","76.8","0","0","90.9","84.4","137","83.5","85.7","86.4","85.7","90.9","81.6","95.2"
"1399",="1474","弘裕","12.5","-0.05","-0.4","0.6","7.18","0.36","4.3","47.3","60","-17.2","55.6","68.2","71.4","63.8","71.4","34.5","0","48.2","45","66.7"
"1400",="1608","華榮","21.15","-0.25","-1.17","0.61","7.36","0.45","5.39","-5.6","0","60","73.8","0","0","0","70.2","0","35.3","92.1","45.9","-444"
"1401",="2009","第一銅","31.9","+1","+3.24","0.15","1.77","0.26","3.1","107","0","0","653","108","0","0","0","0","0","364","84.7","72.7"
"1402",="2109","華豐","14.6","-0.05","-0.34","0.29","3.49","0.33","3.98","45.7","0","0","25.5","50.8","125","154","0","0","0","23.8","97.1","72.8"
"1403",="2486","一詮","48.95","-0.6","-1.21","-0.18","-2.15","0.24","2.9","31.2","0","117","70.6","73.5","0","0","0","0","0","0","27.9","85.1"
"1404",="2849","安泰銀","15.45","+0.15","+0.98","1.36","16.32","0.65","7.79","54.9","45.8","24.3","38.2","31.4","30.6","95.2","48.4","79.4","64.6","65.8","61.3","74.1"
"1405",="3228","金麗科","135.5","-3.5","-2.52","-0.22","-2.58","0.03","0.4","6.29","0","0","0","0","0","0","0","0","0","0","0","75.5"
"1406",="4510","高鋒","18.4","-0.1","-0.54","0.63","7.54","0.55","6.6","72.9","104","227","66.7","68.2","71.4","101","90.2","58.6","0","0","0","87"
"1407",="5864","致和證","25.85","+0.65","+2.58","0.64","7.62","0.5","6","32.3","0","23.1","0","0","0","68.1","84.7","59.7","96.5","60.6","43","-47.6"
"1408",="8440","綠電","39.75","+0.6","+1.53","0.91","10.01","0.64","7.01","70.6","","84.5","42.9","88.2","83.3","88.2","72","98","81.6","50","43.8","44.4"
"1409","01001T","土銀富邦R1","14.8","0","0","","","0.45","5.45","","","","","","","","","","","","",""
"1410","01002T","土銀國泰R1","17.85","+0.02","+0.11","","","0.44","5.26","","","","","","","","","","","","",""
"1411",="2466","冠西電","38.15","+0.4","+1.06","-0.23","-2.81","0.09","1.09","76.8","0","0","0","0","0","0","0","0","0","748","114","59.1"
"1412",="2855","統一證","18.9","+0.65","+3.56","1.27","15.19","0.88","10.57","69.9","68.2","58.9","71.8","67.5","71.3","66.1","63.8","80.4","69.8","73.6","68.7","78"
"1413",="6005","群益證","14.65","+0.4","+2.81","0.91","10.98","0.63","7.55","69.3","71.4","31.9","72.6","70.6","74.2","69.8","67.7","65.6","72.1","67.1","68.2","100"
"1414","00711B","復華彭博新興債","16.23","0","0","","","0.66","4.62","","","","","","","","","","","","",""
"1415",="2897","王道銀行","10.1","+0.1","+1","0.6","7.17","0.29","3.53","148","51.3","1215","42.6","54","69.4","65.2","66.7","0","89.1","48.8","47.6","21.1"
"1416","00695B","富邦美債7-10","34.74","-0.02","-0.06","","","0.91","5.45","","","","","","","","","","","","",""
"1417",="4916","事欣科","40.35","+0.25","+0.62","2.76","33.15","2.94","35.34","127","44.2","225","79.7","938","-128","99.5","93.3","80.8","49.8","-28.1","38.8","31.1"
"1418",="00714","群益道瓊美國地產","19.29","+0.02","+0.1","","","0.71","4.24","","","","","","","","","","","","",""
"1419",="00921","兆豐龍頭等權重","17.32","+0.09","+0.52","","","0.37","0.37","","","","","","","","","","","","",""
"1420",="1417","嘉裕","13.5","-0.1","-0.74","-0.13","-1.51","0.19","2.22","63.7","0","112","500","0","0","0","0","0","39.1","-16.1","62.5","66.1"
"1421","00859B","群益0-1年美債","39.72","-0.3","-0.75","","","0.37","1.85","","","","","","","","","","","","",""
"1422",="00771","元大US高息特別股","16.09","-0.03","-0.19","","","0.56","2.78","","","","","","","","","","","","",""
"1423",="1789","神隆","30.25","+1.4","+4.85","0.85","10.15","0.76","9.08","96.4","83.3","88.9","85.1","87","80.5","80.5","90.6","87.5","100","139","155","80"
"1424",="2630","亞航","48","0","0","0.76","9.11","0.85","10.24","197","87.5","94.7","80.6","68.2","0","83.8","110","769","270","167","189","450"
"1425",="00907","永豐優息存股","14.66","+0.11","+0.76","","","0.32","0.64","","","","","","","","","","","","",""
"1426","00831B","新光美債1-3","37.6","-0.3","-0.79","","","0.52","2.58","","","","","","","","","","","","",""
"1427",="00881","國泰台灣5G+","17.83","+0.24","+1.36","","","0.58","1.74","","","","","","","","","","","","",""
"1428",="1440","南紡","15.75","0","0","0.6","7.14","0.38","4.6","90","57.1","67.5","78.9","93.1","60","91.4","80","61.5","333","61.4","45.2","50"
"1429",="1711","永光","20.45","+0.05","+0.25","0.9","10.85","0.66","7.95","71.2","93.5","68.7","80.6","86.2","92.6","58.1","74.6","68.5","45.5","76.9","58.1","51.5"
"1430",="2014","中鴻","23.85","+0.5","+2.14","0.39","4.68","0.3","3.55","8.2","0","0","0","0","0","0","0","4.74","0","81.1","63.3","-50.7"
"1431",="2024","志聯","17.1","-0.3","-1.72","0.63","7.55","0.45","5.4","68","13.8","0","0","63.5","88.2","58.3","76.2","77.9","194","89.3","81.6","72.9"
