"排名","代號","名稱","成交","漲跌價","漲跌幅","EPS平均","EPS合計","股利平均","股利合計","平均分配率","2012分配率","2013分配率","2014分配率","2015分配率","2016分配率","2017分配率","2018分配率","2019分配率","2020分配率","2021分配率","2022分配率","2023分配率"
"1120",="4160","創源","37.25","+0.25","+0.68","-0.11","-1.34","0.28","3.31","41","40.7","0","0","0","0","0","90","89.5","90.6","0","90.9","90.1"
"1121",="1326","台化","65","+0.9","+1.4","4.93","59.11","3.58","43","72.3","68.8","73.7","58.8","66.7","74.2","74.7","75","74.2","77.7","74.9","73.2","75.4"
"1122",="2885","元大金","23.75","+0.45","+1.93","1.5","17.97","0.82","9.8","56.7","13.6","87.6","115","54.3","35.4","38.6","40.6","56.6","60","60.3","62.7","55.2"
"1123",="2887","台新金","19.05","+0.2","+1.06","1.19","14.23","0.95","11.45","84.1","88.8","84.6","82.5","125","86.8","83.8","85.7","65.7","67","86.3","67.5","85.3"
"1124",="00728","第一金工業30","25.13","+0.25","+1","","","1.34","6.68","","","","","","","","","","","","",""
"1125","00788B","元大10年IG電能債","31.89","+0.09","+0.28","","","1.22","6.1","","","","","","","","","","","","",""
"1126","00786B","元大10年IG銀行債","33.19","+0.01","+0.03","","","1.29","6.45","","","","","","","","","","","","",""
"1127","00787B","元大10年IG醫療債","34.73","-0.01","-0.03","","","1.28","6.42","","","","","","","","","","","","",""
"1128","00842B","台新美元銀行債","32.31","-0.04","-0.12","","","1.15","5.76","","","","","","","","","","","","",""
"1129",="1517","利奇","17.25","+0.05","+0.29","0.93","11.13","0.48","5.8","85.5","60.9","59.4","32.9","49.5","82","333","-111","61","337","46.1","40","35.3"
"1130",="1907","永豐餘","36.15","+0.8","+2.26","1.26","15.1","0.68","8.1","62.7","66.1","20.1","108","113","100","0","61.9","69","50.7","47.8","47.9","68.7"
"1131",="2882","國泰金","44.1","+0.5","+1.15","4.14","49.71","1.94","23.28","53.4","90.9","90.8","61","50.9","43.7","52.8","55.9","38","42","46.2","33.8","34.9"
"1132",="4532","瑞智","23.6","-0.5","-2.07","1.89","22.68","1.39","16.73","71.3","73.9","81.8","89.1","87","86","81.3","83.6","54.5","38.5","49.6","64.8","65.2"
"1133",="4707","磐亞","13.05","+0.1","+0.77","0.73","8.77","0.58","6.9","63.5","0","0","0","0","63.8","93.5","161","87","69.3","122","85.7","78.9"
"1134",="6154","順發","16.8","+0.05","+0.3","1.28","15.37","1.11","13.3","94.1","80","72.4","86.2","87.1","94.3","84","90.1","137","150","98.2","68.2","81.1"
"1135",="6234","高僑","34.9","+0.55","+1.6","0.7","8.35","0.86","10.35","188","1000","-7.31","-12.4","86.5","96.6","714","88.2","65.2","60","54.5","60.5","49.2"
"1136",="6708","天擎","48.15","+0.6","+1.26","0.82","4.08","0.73","3.65","112","","","","","","","","94.7","87.5","249","58.1","68.7"
"1137",="9935","慶豐富","19.95","+0.25","+1.27","0.43","5.19","0.27","3.22","23.6","0","0","0","0","0","0","0","23.1","40","41","111","68.7"
"1138","00756B","群益投等新興公債","33.24","+0.21","+0.64","","","1.46","7.28","","","","","","","","","","","","",""
"1139","00751B","元大AAA至A公司債","34.74","+0.05","+0.14","","","1.37","6.83","","","","","","","","","","","","",""
"1140","00773B","中信優先金融債","35.69","+0.06","+0.17","","","1.29","6.45","","","","","","","","","","","","",""
"1141",="0055","元大MSCI金融","23.45","+0.21","+0.9","","","0.55","6.02","","","","","","","","","","","","",""
"1142","00799B","國泰A級醫療債","33.22","-0.05","-0.15","","","1.13","5.63","","","","","","","","","","","","",""
"1143","00724B","群益投資級金融債","33.5","0","0","","","1.33","7.96","","","","","","","","","","","","",""
"1144","00860B","群益1-5Y投資級債","37.04","-0.19","-0.51","","","0.66","3.29","","","","","","","","","","","","",""
"1145",="1233","天仁","37.4","0","0","1.81","21.73","1.73","20.8","106","88.8","88.8","90.2","82.7","86.6","85.6","116","98.4","92.5","127","167","149"
"1146",="1465","偉全","14.15","+0.1","+0.71","0.78","9.31","0.9","10.75","46.5","88","101","207","90.5","90","90.3","160","-250","46.9","-125","-32.3","91.4"
"1147",="2329","華泰","30.45","+1.45","+5","0.5","5.96","0.17","2","11.6","0","0","0","0","0","0","0","0","25.9","0","41.2","72.6"
"1148",="2355","敬鵬","35","+2.1","+6.38","2.93","35.12","1.67","20","92.2","55","54.1","59.2","49.4","52.3","51.1","59.5","122","60.2","417","58.8","68"
"1149",="3031","佰鴻","18.5","+0.3","+1.65","0.57","6.87","0.63","7.56","75.6","111","0","219","109","-100","88.9","75.9","89.7","64.3","108","69","73.3"
"1150",="4106","雃博","31.7","+0.45","+1.44","1.62","19.45","0.8","9.6","50","62.7","22.3","43.8","46.7","49.5","54.4","56.3","52.4","51.7","52.9","54.5","53.1"
"1151",="9105","泰金寶-DR","3.81","-0.01","-0.26","","","0.3","3.55","","","","","","","","","","","","",""
"1152","00781B","國泰A級科技債","33.21","+0.09","+0.27","","","1.2","6.02","","","","","","","","","","","","",""
"1153","00755B","群益投資級公用債","34.14","0","0","","","1.27","6.35","","","","","","","","","","","","",""
"1154","00848B","中信新興亞洲債","34.19","+0.06","+0.18","","","1.25","4.99","","","","","","","","","","","","",""
"1155","00772B","中信高評級公司債","35.61","+0.06","+0.17","","","1.26","6.31","","","","","","","","","","","","",""
"1156","00856B","永豐1-3年美公債","37.16","-0.27","-0.72","","","0.66","2.66","","","","","","","","","","","","",""
"1157","00780B","國泰A級金融債","35.44","-0.12","-0.34","","","0.91","4.54","","","","","","","","","","","","",""
"1158",="1108","幸福","16.55","0","0","0.49","5.92","0.4","4.75","49.4","0","0","102","63.8","73.3","76.9","0","0","21.2","95.2","81.3","78.9"
"1159",="1109","信大","17.3","-0.05","-0.29","1.28","15.3","0.69","8.23","116","206","186","185","29.9","500","23.8","7.58","33.6","39","51","59.7","68.4"
"1160",="1219","福壽","19.75","-0.2","-1","0.67","7.99","0.51","6.16","-130","52.9","-172","167","82.8","80.6","81.6","68.2","-333","63.6","52.4","53.7","-1752"
"1161",="1307","三芳","22.85","+0.3","+1.33","1.74","20.83","1.32","15.8","83.3","76.5","85.9","77.6","73.4","70.2","70.3","74.9","65.8","74.1","90.9","172","67.8"
"1162",="1410","南染","37.4","-0.15","-0.4","1.23","14.73","1.14","13.65","93.2","84.9","91.9","83.3","99.2","79.3","89","109","90.3","106","94.7","101","88.9"
"1163",="1437","勤益控","28","+0.2","+0.72","1.11","13.31","0.46","5.5","22.6","0","0","0","0","0","22.8","62.5","40.7","25.4","39.8","40","40"
"1164",="1452","宏益","16.85","+0.05","+0.3","1.4","16.78","1.11","13.3","80.9","74.6","73.9","77.7","76.3","64.3","80","85.9","95.2","90.2","94.6","75.5","82.5"
"1165",="1531","高林股","14.6","+0.1","+0.69","0.92","11","0.78","9.4","74.2","73.8","116","68","76.2","75.9","102","94.1","73.5","126","-67.2","74.5","78.4"
"1166",="1701","中化","24.95","+0.4","+1.63","1.26","15.15","0.68","8.2","54.4","48.5","46","61.7","51.3","50.4","57.1","57.1","64.5","62","53.2","51.7","49.7"
"1167",="1727","中華化","31.8","-0.35","-1.09","0.86","10.32","0.68","8.21","66.3","90.4","89.9","91.7","95.2","55.6","68.2","71.4","66.7","66.7","0","28","72.1"
"1168",="2017","官田鋼","16.7","-0.15","-0.89","0.19","2.26","0.35","4.2","101","59.5","0","0","0","0","61.4","90","78.4","0","750","60.6","116"
"1169",="2302","麗正","18.9","-0.2","-1.05","0.13","1.62","0.21","2.48","43.2","0","0","66.2","88","80.2","0","0","0","","47","118","75.5"
"1170",="2331","精英","30.85","-0.4","-1.28","0.74","8.9","1.31","15.77","71.9","686","164","87.2","239","96.6","0","250","0","0","-786","0","126"
"1171",="2409","友達","19.1","+0.05","+0.26","-0.23","-2.72","0.47","5.66","29.6","0","0","33.3","27.3","68.6","69.1","44.6","47.2","0","83.3","15.5","-33.5"
"1172",="2425","承啟","43.7","-0.5","-1.13","1.35","16.16","0.58","6.97","30.4","0","69","49.9","14.5","18","17.9","0","62.8","28.3","33.1","47.2","24.1"
"1173",="2477","美隆電","20.55","+0.2","+0.98","1.69","20.3","1.1","13.21","58.8","0","89.6","65.5","-132","90.2","0","81.2","100","75.5","158","18.1","160"
"1174",="2801","彰銀","18.65","+0.2","+1.08","1.17","14.05","0.8","9.62","68.7","67.2","68.6","70.2","65.2","68.8","68.1","66.4","65.1","69","67.6","71.4","76.9"
"1175",="2890","永豐金","17.75","+0.15","+0.85","1.08","13.01","0.84","10.02","79.3","107","88.9","86.6","85.1","87.1","89","85.4","75.7","63.1","64.2","62.5","57.1"
"1176",="3092","鴻碩","37.4","+0.3","+0.81","1.98","23.8","1.63","19.58","48.5","62.5","-102","0","47.9","48.5","66.2","87.5","90.3","81.9","87.1","0","113"
"1177",="3360","尚立","13.65","0","0","0.5","5.99","0.75","8.95","81.7","100","87.7","0","71.1","138","90.9","-105","69","93.9","99","85.9","250"
"1178",="3564","其陽","59.7","+2.1","+3.65","1.67","20.08","1.1","13.25","42.3","0","58.7","47.9","49.3","48.5","58.5","0","0","67.4","66.7","80","30.8"
"1179",="3581","博磊","23.9","+0.15","+0.63","1.19","14.27","0.77","9.2","63.8","0","0","101","53.9","110","98","66.7","98.6","66.7","60","47.4","63.5"
"1180",="3594","磐儀","58.5","+3.5","+6.36","1.07","12.88","0.57","6.83","63","59.5","87.1","62.5","54.2","61.7","91.5","20.2","73.2","40.8","121","31.6","53"
"1181",="4102","永日","29.35","0","0","-0.09","-1.06","0.28","3.4","43.6","93.3","315","0","-19.1","0","0","0","0","0","13.7","71.4","48.5"
"1182",="4133","亞諾法","33.75","0","0","0.95","11.43","0.85","10.19","98.1","99.5","90.2","90.2","93.3","104","76.9","82.5","78.9","200","100","97.9","64.5"
"1183",="5014","建錩","14.8","+0.35","+2.42","0.62","7.45","0.36","4.3","-20.1","-103","-311","-32.6","48.9","0","40.4","39.5","0","0","0","38.2","39.2"
"1184",="5230","雷笛克光學","24.1","0","0","2.02","24.25","1.63","19.54","-43.9","84.5","80.9","91.6","70.4","61.5","62.3","64.5","65.1","79.8","-1000","62.5","-250"
"1185",="5543","桓鼎-KY","48.55","-0.45","-0.92","0.41","3.28","0.97","8.75","74.5","","","","","65.1","225","-35.1","82","127","120","61.3","-49.1"
"1186",="6156","松上","20.55","0","0","0.81","9.73","0.36","4.32","21.8","0","0","0","0","18.7","43.5","46.8","24","19.1","37.9","40","31.7"
"1187",="3715","定穎投控","33.8","+2.45","+7.81","1.97","1.97","0.8","0.8","40.6","","","","","","","","","","","","40.6"
"1188",="2618","長榮航","37.05","-1.9","-4.88","0.69","8.3","0.37","4.44","28.7","0","0","0","0","47.3","58.1","50.7","53","30.1","0","45.2","59.6"
"1189","00754B","群益AAA-AA公司債","37.16","+0.13","+0.35","","","1.18","5.89","","","","","","","","","","","","",""
"1190","00723B","群益投資級科技債","33.95","+0.05","+0.15","","","1.19","7.11","","","","","","","","","","","","",""
"1191","2836A","高雄銀甲特","21.75","-0.05","-0.23","","","0.76","1.53","","","","","","","","","","","","",""
"1192","00793B","群益AAA-A醫療債","33.3","+0.1","+0.3","","","1.33","6.64","","","","","","","","","","","","",""
"1193",="6148","驊宏資","38.25","-0.75","-1.92","0.3","3.64","0.36","4.33","49.3","0","0","0","87.5","0","0","0","130","30.4","169","71.3","104"
"1194",="5211","蒙恬","25.45","+0.05","+0.2","0.86","10.27","0.74","8.85","69.5","96","87.5","127","91.3","93.7","79.2","61.5","0","71.4","0","47.3","79.8"
"1195",="8171","天宇","44","+0.5","+1.15","-0.31","-3.7","0.18","2.2","9.52","75","0","0","0","0","0","0","0","5.2","0","0","34.1"
"1196","00778B","凱基金融債20+","35.11","-0.07","-0.2","","","1.27","6.34","","","","","","","","","","","","",""
"1197","00862B","中信投資級公司債","31.94","-0.01","-0.03","","","1.11","4.42","","","","","","","","","","","","",""
"1198","00870B","元大15年EM主權債","30.1","+0.1","+0.33","","","1.1","4.38","","","","","","","","","","","","",""
"1199",="00692","富邦公司治理","33.34","+0.34","+1.03","","","1.19","8.33","","","","","","","","","","","","",""
"1200",="2945","三商家購","41.6","-0.05","-0.12","2.27","11.35","2.13","10.66","92.2","","","","","","","","111","90.7","89.8","80.8","89"
"1201","00863B","中信全球電信債","32.47","+0.01","+0.03","","","1.12","4.47","","","","","","","","","","","","",""
"1202","00696B","富邦美債20年","33.21","+0.11","+0.33","","","1.01","6.04","","","","","","","","","","","","",""
"1203",="2812","台中銀","15.55","+0.1","+0.65","1.12","13.48","0.73","8.77","64.8","54.4","68.1","63.2","67.1","58.8","66.1","63.6","67.8","69","67","68.2","64.3"
"1204",="2852","第一保","16.5","0","0","1.56","18.78","0.68","8.16","41.1","14.3","70.8","47","27.5","0","40.9","39.2","30.1","49.7","68.6","65.8","38.7"
"1205","00792B","群益A級公司債","33.57","+0.01","+0.03","","","1.15","5.76","","","","","","","","","","","","",""
"1206","00775B","新光投等債15+","33.8","+0.01","+0.03","","","0.91","4.56","","","","","","","","","","","","",""
"1207","00867B","新光A-BBB電信債","31.87","-0.01","-0.03","","","1.07","4.29","","","","","","","","","","","","",""
"1208",="5272","笙科","27.65","+0.75","+2.79","1.36","16.28","1.36","16.37","70.5","76.6","86.8","112","118","90","101","91.5","0","0","0","89.7","80.2"
"1209","00834B","第一金金融債10+","33.75","+0.01","+0.03","","","1.15","5.74","","","","","","","","","","","","",""
"1210",="00882","中信中國高股息","11.57","-0.04","-0.34","","","0.86","2.59","","","","","","","","","","","","",""
"1211",="1304","台聚","22.3","0","0","1.65","19.84","0.91","10.9","56.7","71.2","61.3","75.9","64.5","58.8","60.9","47.2","60","42","44.4","45.5","48.3"
"1212",="1316","上曜","11.75","-0.15","-1.26","-0.3","-3.59","0.4","4.85","38.9","0","0","0","0","0","0","71.4","219","0","0","0","176"
"1213",="1521","大億","37.9","+0.2","+0.53","4.1","49.16","3.44","41.3","80.3","93.7","93.4","92","88.1","84.7","79.8","79.4","90.7","84.6","61.9","55.6","59.8"
"1214",="1584","精剛","37.05","+0.7","+1.93","-0.33","-4.01","0.12","1.4","11.9","36.9","0","0","0","0","0","0","0","0","0","43.5","62.5"
"1215",="2497","怡利電","72.1","-1.5","-2.04","1.08","12.95","0.69","8.3","64.8","0","36","66.4","66.5","84.3","500","0","0","0","0","0","24.3"
"1216",="2702","華園","24.35","-0.1","-0.41","1.91","22.97","0.84","10.02","54.1","94.7","93.5","90.9","92.9","86.7","88.7","0","48.1","0","0","27.2","25.9"
"1217",="3021","鴻名","21.4","+0.1","+0.47","1.09","13.04","0.46","5.51","41.9","0","0","44.4","93.6","0","66.7","65.2","57.7","28.3","68","42.6","36.5"
"1218",="3164","景岳","24.7","0","0","-0.18","-2.21","0.53","6.31","61.1","137","95.9","0","0","0","0","0","84.3","125","101","84","106"
"1219",="3268","海德威","22.85","-0.1","-0.44","0.54","6.53","0.23","2.8","14.5","0","0","0","9.78","0","0","0","0","0","55.6","63.2","45.8"
"1220",="4401","東隆興","25","-0.05","-0.2","3.09","37.05","2.35","28.2","79.2","62.3","91.9","69.5","95.9","79.1","82.4","70.8","78.7","68.6","143","56.8","51.1"
"1221",="4561","健椿","26.75","-0.05","-0.19","1.56","12.5","0.88","7.03","59.4","","","","","79.5","78.7","74.1","52.1","56.8","61.6","36.1","36.3"
"1222",="6167","久正","17","-0.05","-0.29","0.65","7.85","0.07","0.89","6.95","0","0","0","0","0","0","0","0","0","0","38","45.5"
"1223",="6209","今國光","29.15","+0.15","+0.52","-0.01","-0.1","0.43","5.1","240","51.3","61.8","130","0","0","2500","0","0","0","0","-54.9","189"
"1224",="6276","安鈦克","50.5","+0.65","+1.3","0.08","0.91","0.73","8.73","88.7","0","569","85.8","65.9","0","0","0","0","73.9","84.7","91.7","93.3"
"1225",="6741","91APP*-KY","128.5","+1.5","+1.18","2.07","8.29","0.3","1.19","10.9","","","","","","","","","0","0","19","24.7"
"1226",="6877","鏵友益","40.95","-0.25","-0.61","2.44","4.88","2.04","4.09","84","","","","","","","","","","","83.7","84.3"
"1227",="8089","康全電訊","20.8","0","0","1.31","15.73","0.96","11.47","108","0","0","0","63.5","0","812","49","47","51.3","50.3","-216","438"
"1228",="8404","百和興業-KY","22.9","+0.3","+1.33","1.77","19.5","1.09","13.12","63","","51","75.8","71","57.3","51","78.3","91.7","52.6","61.3","63.1","39.8"
"1229","00884B","中信低碳新興債","30.91","+0.08","+0.26","","","0.94","2.83","","","","","","","","","","","","",""
"1230",="1784","訊聯","67.8","+4","+6.27","0.52","6.22","0.41","4.95","58.3","0","83.8","95.9","78.9","88.1","0","0","43.2","0","27.9","155","126"
"1231",="6235","華孚","165","-7","-4.07","0.86","10.38","0.37","4.38","18.2","0","0","0","0","0","24.3","59.6","49.3","0","15.5","31.2","38.2"
"1232","00849B","中信EM主權債0-5","35.81","-0.24","-0.67","","","0.99","3.94","","","","","","","","","","","","",""
"1233","00845B","富邦新興投等債","31.69","0","0","","","0.97","4.86","","","","","","","","","","","","",""
"1234","00721B","元大中國債3-5","44.83","0","0","","","1.18","7.07","","","","","","","","","","","","",""
"1235",="3390","旭軟","17.25","0","0","1.43","17.18","1.54","18.52","143","80.8","77","86.9","76.3","85.1","-500","1667","90.2","-79.4","-10.9","79.2","60.2"
"1236","00883B","中信ESG投資級債","31.45","-0.03","-0.1","","","0.93","2.8","","","","","","","","","","","","",""
"1237",="3652","精聯","32.3","-0.25","-0.77","0.63","7.54","0.53","6.41","90.8","155","0","106","111","95.9","93.3","80.5","269","40","42.5","40.3","54.9"
"1238",="00912","中信臺灣智慧50","15.69","+0.19","+1.23","","","0.44","0.87","","","","","","","","","","","","",""
"1239",="2633","台灣高鐵","30.25","0","0","1.33","16.01","0.57","6.81","52.7","0","0","0","0","9.04","81.1","78.9","58.9","85.2","101","118","100"
"1240",="6578","達邦蛋白","18.25","+0.1","+0.55","0.68","5.42","0.85","6.77","94.4","","","","","63.4","49.8","45.5","85.1","69.4","500","0","-57.8"
"1241",="00701","國泰股利精選30","26.15","+0.43","+1.67","","","0.97","5.84","","","","","","","","","","","","",""
"1242","00853B","統一美債10年Aa-A","29.05","+0.05","+0.17","","","0.83","4.16","","","","","","","","","","","","",""
"1243","00697B","元大美債7-10","35.58","0","0","","","0.7","4.19","","","","","","","","","","","","",""
"1244","00719B","元大美債1-3","30.75","-0.14","-0.45","","","0.44","2.2","","","","","","","","","","","","",""
"1245",="2415","錩新","28.25","-0.5","-1.74","1.39","16.69","1","12.04","609","63.7","62","88.9","49.5","97.6","38","60.6","119","80.6","75.8","76.9","6500"
"1246",="2904","匯僑","19.75","0","0","2.12","25.48","1.88","22.56","86.7","89.5","88.9","127","90.1","89.3","88.8","86.3","88.1","84.2","86.6","77.7","43.3"
"1247",="4173","久裕","23.65","+0.95","+4.19","0.91","10.04","0.72","7.95","92.8","","96.6","71","103","52.8","89.3","250","91.9","43.9","77.8","67.6","77.4"
"1248",="5450","南良","19.15","-0.05","-0.26","0.06","0.74","0.1","1.25","8.51","0","0","0","0","0","0","","0","0","0","48.8","44.8"
"1249",="6129","普誠","30.95","+0.2","+0.65","-0.03","-0.3","0.11","1.35","35.8","263","96.7","0","0","0","0","0","0","0","0","0","69.9"
"1250","00777B","凱基AAA至A公司債","35.11","-0.04","-0.11","","","1.08","5.38","","","","","","","","","","","","",""
"1251","00840B","凱基IG精選15+","31.96","0","0","","","0.87","4.34","","","","","","","","","","","","",""
"1252",="00888","永豐台灣ESG","14.43","+0.14","+0.98","","","0.5","1.5","","","","","","","","","","","","",""
"1253",="006201","元大富櫃50","19.44","+0.36","+1.89","","","0.36","4","","","","","","","","","","","","",""
"1254","00857B","永豐20年美公債","27.2","+0.08","+0.29","","","0.83","3.32","","","","","","","","","","","","",""
"1255","00841B","凱基AAA-AA公司債","31.98","+0.05","+0.16","","","0.84","4.18","","","","","","","","","","","","",""
"1256",="8410","森田","51.1","+0.2","+0.39","2.67","32.08","1.47","17.61","40.4","49.1","61.6","49.3","35.1","-167","63.3","59.8","62.1","63.6","54.9","52.6","100"
"1257","00846B","富邦歐洲銀行債","33.31","-0.11","-0.33","","","0.91","4.55","","","","","","","","","","","","",""
"1258","00679B","元大美債20年","31.29","+0.11","+0.35","","","0.87","6.11","","","","","","","","","","","","",""
"1259",="1529","樂事綠能","40.8","+1.8","+4.62","0.07","0.8","0.22","2.7","40","0","0","0","0","0","0","0","28.2","94.2","76.9","87.4","194"
"1260",="1540","喬福","18.5","+0.1","+0.54","1.05","12.61","0.98","11.8","1.92","87.7","82","87.8","60","137","200","111","94.3","74.1","-208","-750","47.2"
"1261",="1618","合機","24.55","+0.75","+3.15","0.52","6.2","0.35","4.15","-36.9","66.7","41.9","0","-333","77.8","136","85.7","-750","107","30","48.1","46.5"
"1262",="1736","喬山","76.3","-1","-1.29","2.93","35.12","1.57","18.82","83.6","51.7","36.1","165","17.8","54.2","48.7","69.8","50.4","32.9","50","385","42.3"
"1263",="1776","展宇","17.05","+0.1","+0.59","1.29","15.44","1.24","14.93","83.1","78.6","56.9","105","87","75.6","99.4","111","-163","98.3","154","73.2","222"
"1264",="1808","潤隆","82.3","-0.2","-0.24","3.76","45.11","3.55","42.57","123","84.4","32.8","85.7","108","116","115","149","98.6","188","250","82.2","171"
"1265",="2010","春源","17.95","+0.15","+0.84","0.83","9.97","0.67","8.06","86.7","87.9","82.8","167","69.4","49","68.6","83.3","144","81.1","75.9","69.1","63.2"
"1266",="2401","凌陽","29.65","+0.65","+2.24","0.06","0.74","0.54","6.48","456","0","0","0","83.3","89","250","97.2","3600","1000","95.5","99.5","162"
"1267",="2462","良得電","30","+0.2","+0.67","1.49","17.89","1.11","13.3","111","84","74.3","85.8","74.3","59.9","50","0","625","75.3","92","72.3","40.5"
"1268",="2468","華經","31.35","+0.45","+1.46","0.59","7.11","0.43","5.2","75.5","83.3","98.5","68.2","83.3","61","76.9","75.5","82","75.8","72.7","62.5","65.9"
"1269",="2495","普安","24.4","+0.55","+2.31","0.6","7.14","0.55","6.61","68.4","88.5","85.1","88.2","89.9","86.5","84.1","95.2","93","83","-125","75.5","76.9"
"1270",="2838","聯邦銀","16.55","+0.3","+1.85","1.08","12.99","0.71","8.52","72.1","40","64.5","79.2","68.3","33.3","44.6","66.7","49.6","93.2","48.4","173","104"
"1271",="2906","高林","18.35","+0.15","+0.82","0.52","6.29","0.56","6.75","133","76.7","143","152","92.8","100","87","222","235","100","200","93","96.8"
"1272",="2923","鼎固-KY","26.45","+0.95","+3.73","1.38","15.14","0.64","7.68","109","","26.8","11.2","13.2","18","26.1","450","76.6","47.2","176","179","176"
"1273",="3052","夆典","13.2","+0.55","+4.35","1.17","13.98","0.68","8.16","29.9","76.2","-323","28.6","85.2","71.4","136","70","0","58.1","50.3","48.5","57.1"
"1274",="3311","閎暉","34.25","-0.25","-0.72","0.16","1.98","1.06","12.7","30.6","70.1","74.1","74.8","-17.3","74.7","0","0","0","0","0","50","40.8"
"1275",="3322","建舜電","21","+0.3","+1.45","0","-0.05","0.16","1.94","22.1","0","0","0","185","0","0","0","6.67","0","0","32.3","41.4"
"1276",="3516","亞帝歐","18.1","-0.1","-0.55","-1.06","-12.68","0.08","1","11.2","0","0","0","0","0","0","0","0","0","57.1","23.3","54.5"
"1277",="4706","大恭","18.85","+0.2","+1.07","1.25","15.01","0.93","11.2","76.9","76.9","93.2","78.7","103","66.7","61.6","67.5","77.5","58.3","65.6","79.6","93.8"
"1278",="5276","達輝-KY","16.65","-0.05","-0.3","0.9","8.08","0.88","7.92","84.2","","","","103","95.7","102","270","87.1","0","0","18.9","81.1"
"1279",="6160","欣技","29.8","-0.05","-0.17","0.58","7.02","0.72","8.58","80","83.6","84.7","78.9","179","167","84","0","88","0","0","67.3","128"
"1280",="6603","富強鑫","16.5","-0.05","-0.3","0.65","7.79","0.51","6.1","249","73.8","121","90.9","86","2000","77.5","60.6","72.3","99.3","125","34.5","144"
"1281",="6616","特昇-KY","14.3","0","0","1.37","9.6","1.09","7.6","1222","","","","","","0","69.4","53.4","86.8","119","0","8226"
"1282",="8034","榮群","17.8","-0.05","-0.28","0.29","3.46","0.15","1.8","15.9","0","0","0","0","0","0","0","0","20.8","0","78.1","92.3"
"1283",="3645","達邁","47.2","-0.7","-1.46","1.84","22.12","1.14","13.69","62.2","58.8","66.7","58.8","73.9","73.5","68.2","63.8","62.5","61","54.3","51.4","53.1"
"1284","00836B","永豐10年A公司債","30.85","+0.08","+0.26","","","1.22","6.08","","","","","","","","","","","","",""
"1285",="00702","國泰標普低波高息","21.16","-0.02","-0.09","","","0.56","3.35","","","","","","","","","","","","",""
"1286",="2880","華南金","22.05","+0.2","+0.92","1.2","14.45","1.01","12.09","83.7","82","96.3","90.1","87.9","88","89.6","87.2","85.8","85.5","79","86.2","46.5"
"1287",="1609","大亞","37.6","-0.45","-1.18","0.64","7.64","0.35","4.24","42.6","49.7","82.1","81.1","0","0","0","42.2","84.3","35.2","48.3","41.3","46.5"
"1288",="1218","泰山","24.6","+0.05","+0.2","1.56","18.7","0.46","5.57","35.2","82","0","0","0","0","0","43","81.6","75","80","56.2","4.97"
"1289",="3290","東浦","25.3","+0.3","+1.2","0.85","10.16","0.61","7.37","78.5","22.1","0","63.3","86.2","103","85.7","81.1","59.9","294","32.8","64.9","48.6"
"1290",="2884","玉山金","26.3","+0.3","+1.15","1.45","17.37","1.21","14.5","82.7","85.4","89.2","76.3","83.5","87.7","82.1","82.2","89.9","91.8","85.4","87.3","51.7"
"1291","00847B","中信美國市政債","27.7","-0.03","-0.11","","","0.91","4.56","","","","","","","","","","","","",""
"1292",="3605","宏致","29.65","+0.4","+1.37","2.39","28.66","1.02","12.19","42","63.3","61.7","44.5","32.9","32.8","38.2","65.6","36.5","29.4","31","36.1","32.7"
"1293",="6164","華興","12","+0.3","+2.56","0.43","5.21","0.43","5.19","75.9","135","99.2","75.2","76.6","119","74.6","108","133","0","0","0","88.7"
"1294",="6418","詠昇","17","0","0","0.87","9.58","0.8","8.8","97.2","","137","100","86.5","66.7","75.8","64.7","71","278","118","0","72.4"
"1295",="6109","亞元","15.2","+0.05","+0.33","0.28","3.35","0.35","4.15","70.8","0","0","0","66.1","75.9","89.3","71.4","500","0","0","0","46.9"
"1296","00795B","中信美國公債20年","31.83","+0.13","+0.41","","","0.96","4.78","","","","","","","","","","","","",""
"1297",="00901","永豐智能車供應鏈","15.13","+0.21","+1.41","","","0.54","0.54","","","","","","","","","","","","",""
"1298","00764B","群益25年美債","32.62","+0.12","+0.37","","","0.88","4.38","","","","","","","","","","","","",""
"1299",="00878","國泰永續高股息","21.01","+0.48","+2.34","","","0.69","2.75","","","","","","","","","","","","",""
"1300",="00915","凱基優選高股息30","19.36","+0.22","+1.15","","","0.54","0.54","","","","","","","","","","","","",""
"1301",="00919","群益台灣精選高息","20.2","+0.3","+1.51","","","0.54","0.54","","","","","","","","","","","","",""
"1302","00694B","富邦美債1-3","38.88","-0.23","-0.59","","","0.62","3.75","","","","","","","","","","","","",""
"1303",="2008","高興昌","19.8","-0.15","-0.75","0.53","6.32","0.04","0.53","7.83","0","0","0","0","0","0","0","0","0","0","0","94"
"1304",="2515","中工","11.25","+0.05","+0.45","0.39","4.65","0.24","2.84","79.6","109","60.1","82.9","50.7","59.1","114","110","82.1","100","58.2","30.5","97.4"
"1305","00710B","復華彭博非投等債","18.06","-0.04","-0.22","","","0.8","5.63","","","","","","","","","","","","",""
"1306","00844B","新光15年IG金融債","32.05","+0.07","+0.22","","","0.93","4.67","","","","","","","","","","","","",""
"1307",="4556","旭然","29.35","-0.45","-1.51","0.81","7.29","0.6","5.44","82.5","","","","53.8","84.2","100","90","71","69.8","90","117","66.7"
