"排名","代號","名稱","成交","漲跌價","漲跌幅","平均EPS(元)","20Q3EPS(元)","20Q4EPS(元)","21Q1EPS(元)","21Q2EPS(元)","21Q3EPS(元)","21Q4EPS(元)","22Q1EPS(元)","22Q2EPS(元)","22Q3EPS(元)","22Q4EPS(元)","23Q1EPS(元)","23Q2EPS(元)"
"348",="8424","惠普","67.3","0","0","1.2","1.02","1.29","1.12","1.3","1.07","1.12","1.22","1.45","1.32","1.22","1.09","1.13"
"349",="2449","京元電子","64.9","-0.1","-0.15","1.12","0.79","0.57","0.94","0.71","1.24","1.34","1.49","1.65","1.22","1.23","0.97","1.26"
"350",="1537","廣隆","143","+0.5","+0.35","2.31","2.95","2.84","2.77","2.46","0.66","1.69","3.16","3.24","3.09","1.29","1.48","2.06"
"351",="6415","矽力*-KY","297.5","+1","+0.34","8.95","8.44","11.79","10.69","16.39","19.76","14.82","4.18","5.54","3.88","2.38","0.57",""
"352",="3596","智易","139.5","+1.5","+1.09","2.35","2.81","2.58","2.2","1.85","2.35","2.24","1.8","1.97","2.62","2.86","2.25","2.61"
"353",="3537","堡達","36.9","+0.1","+0.27","0.94","0.57","0.7","1.18","0.61","0.91","1.27","1.57","1.11","1.22","0.51","0.94","0.65"
"354",="8114","振樺電","102.5","+1","+0.99","1.8","0.51","0.57","0.52","1.17","2.12","2.41","3.02","3.11","4.28","0.85","1.2","1.8"
"355",="3694","海華","34.75","+0.8","+2.36","0.52","0.95","0.38","0.04","0.37","0.81","0.83","0.03","0.08","1.28","0.54","0.2","0.73"
"356",="6186","新潤","48.85","+0.15","+0.31","0.64","0.19","1.75","1.88","1.57","-0.12","-0.09","-0.24","-0.32","-0.16","2.93","0.23","0.1"
"357",="4148","全宇生技-KY","48.6","-0.2","-0.41","0.96","0.54","0.55","0.42","0.66","0.77","1.25","1.07","1.47","2.48","0.73","0.63",""
"358",="2352","佳世達","45.35","+0.7","+1.57","0.92","1.04","0.9","1.07","1.94","0.71","0.51","0.27","0.5","3.24","0.19","0.16","0.52"
"359",="8390","金益鼎","49.65","-0.15","-0.3","0.99","1.08","0.44","1.13","0.91","0.67","0.76","1.04","1.07","0.19","0.37","1.25","3.02"
"360",="3406","玉晶光","373","+13","+3.61","5.92","9.44","8.96","2.5","1.06","8.71","8.25","2.9","3.32","15.35","7.5","2.11","0.99"
"361",="6754","匯僑設計","47.9","-0.1","-0.21","0.99","1.1","1.08","0.59","0.84","0.21","1.88","0.89","0.58","1.7","2.06","0.57","0.41"
"362",="6122","擎邦","46.05","-0.2","-0.43","0.37","-0.14","0.09","0.02","0.06","0.21","0.5","0.35","0.43","0.45","0.59","0.8","1.05"
"363",="2497","怡利電","63.9","+1.8","+2.9","0.39","-0.02","0.08","0.09","0","0.07","0.74","0.56","0.68","0.99","0.67","0.4","0.37"
"364",="6230","尼得科超眾","155","+5","+3.33","1.72","2.74","2.65","1.92","0.65","1.06","0.41","-0.32","1.83","2.7","2.89","1.14","3.01"
"365",="6417","韋僑","123.5","+6.5","+5.56","0.92","0.61","0.59","0.61","0.73","0.83","0.95","0.54","0.95","1.65","1.36","0.95","1.31"
"366",="1590","亞德客-KY","903","-4","-0.44","8.06","8.16","8.37","7.66","9.46","8.47","8.39","8.39","8.01","6.96","6.71","8.11",""
"367",="6278","台表科","89.9","+0.7","+0.78","2.9","2.65","2.53","1.37","3","3.83","4.5","4.18","2.87","3.62","3.14","0.97","2.16"
"368",="5902","德記","36.2","0","0","0.44","0.33","0.44","0.34","0.45","0.41","0.38","0.55","0.55","0.49","0.36","0.53","0.48"
"369",="6546","正基","88.4","+3.1","+3.63","1.62","1.5","1.31","1.09","1.63","2.01","2.04","2.42","2.8","2.54","0.29","0.67","1.2"
"370",="2008","高興昌","19.75","0","0","0.25","0.35","-0.07","-0.06","0.07","0.26","-0.07","0.01","0.16","0.26","0.13","0.3","1.69"
"371",="2423","固緯","33.75","+0.5","+1.5","0.56","0.43","0.37","0.46","0.28","0.63","0.63","0.64","0.59","0.82","0.72","0.56","0.61"
"372",="3684","榮昌","50.9","+3.9","+8.3","0.87","0.37","0.5","0.47","0.65","1.16","1.24","0.89","1.49","1.88","0.74","0.5","0.55"
"373",="2313","華通","43.75","+0.25","+0.57","1.18","1.21","1.09","0.78","0.52","1.31","1.7","1.58","1.21","2.11","1.81","0.3","0.5"
"374",="4987","科誠","59.8","0","0","1.32","1.57","1.12","1.04","1.35","1.39","1.14","1.84","1.37","1.67","1.37","1.06","0.93"
"375",="7556","意德士","102.5","-1","-0.97","1.26","0.83","1.18","0.94","1.1","1.27","1.34","1.31","1.52","1.6","1.31","1.4","1.3"
"376",="8930","青鋼","28.65","+0.45","+1.6","0.42","0.17","0.19","0.27","0.17","0.34","0.23","0.47","0.59","0.66","0.41","0.64","0.85"
"377",="6180","橘子","67.1","+2.1","+3.23","1.46","1.31","0.37","1.76","0.96","2.46","1.13","2.97","1.41","2.81","0.1","1.92","0.38"
"378",="8279","生展","166.5","+0.5","+0.3","2.48","2.2","1.52","1.53","2.25","2.54","2.45","2.41","3.53","3.37","2.54","2.69","2.76"
"379",="6762","達亞","267","-5","-1.84","1.79","3.29","2.51","2.2","1.37","1.36","1.19","1.18","1.31","2.7","1.61","1.41","1.34"
"380",="2114","鑫永銓","99.8","+0.1","+0.1","2.19","1.22","3.48","1.62","14.56","-4.65","2.21","1.5","0.58","1.42","1.53","1.21","1.58"
"381",="4527","方土霖","34.35","+0.05","+0.15","0.58","0.32","0.98","0.36","0.46","0.44","0.73","0.24","0.44","0.66","1.34","0.42","0.62"
"382",="5309","系統電","36","+1.25","+3.6","0.29","-0.04","-0.1","0.06","0.04","0.22","0.29","0.48","0.55","0.69","0.45","0.45","0.36"
"383",="5284","jpp-KY","138","+4","+2.99","1.09","0.3","0.61","1.25","0.78","0.83","0.14","1.12","1.21","1.72","1.49","2.52",""
"384",="2387","精元","45.15","+0.5","+1.12","1.69","2.58","2.14","1","1.88","1.39","1.04","1.35","1.21","3.2","1.72","0.15","2.63"
"385",="8916","光隆","51.1","0","0","1.12","0.85","0.08","0.98","1","0.07","1.69","1.11","2.01","2.64","0.78","0.53","1.75"
"386",="6143","振曜","71.4","+0.2","+0.28","0.86","0.55","1.02","1.01","0.48","0.53","1.31","0.73","0.7","1.61","1.16","0.31","0.89"
"387",="4439","冠星-KY","135","+0.5","+0.37","3.27","6.15","2.44","4.03","2.45","3.16","1.08","4.29","3.36","3.32","1.48","4.21",""
"388",="3679","新至陞","90.6","-0.5","-0.55","2.74","3.88","3.3","3.49","1.2","2.26","2.76","2.28","2.96","5.52","0.56","0.28","4.35"
"389",="3209","全科","33.05","-0.1","-0.3","0.97","0.88","0.56","0.86","1.12","1.13","1","1.22","1.62","1.4","0.77","0.56","0.48"
"390",="8931","大汽電","47.65","+1.45","+3.14","0.53","0.53","0.37","0.31","0.59","0.48","0.01","0.09","0.4","1.38","1.14","0.78","0.33"
"391",="4580","捷流閥業","91.7","-0.2","-0.22","1.98","2.22","1.1","1.75","2.22","2.33","1.74","2.27","2.49","2.26","1.13","1.9","2.33"
"392",="4107","邦特","110.5","0","0","1.68","1.75","2.17","1.74","1.31","1.29","1.88","1.76","1.79","1.93","1.64","1.42","1.48"
"393",="3661","世芯-KY","1970","+65","+3.41","5.73","3.8","3.86","5.68","5.62","5.17","5.06","6.32","6.02","6.23","7.2","8.09",""
"394",="5516","雙喜","28.75","+0.1","+0.35","0.75","0.38","1.95","0.43","0.68","0.33","1.55","0.42","0.57","0.94","0.99","0.71","0.1"
"395",="2608","嘉里大榮","36.4","-0.25","-0.68","0.82","0.96","0.89","0.65","0.69","0.74","0.9","0.62","0.7","0.65","0.68","0.56","1.8"
"396",="5299","杰力","109.5","+1.5","+1.39","3.5","2.34","2.67","3.14","4.75","5.49","4.32","5.53","4.97","4.13","1.27","1.24","2.11"
"397",="8917","欣泰","65","0","0","0.59","0.65","0.4","0.68","0.71","0.57","0.37","0.66","0.64","0.6","0.42","0.68","0.71"
"398",="2211","長榮鋼","66.2","+0.3","+0.46","1.38","0.95","0.62","0.65","0.62","1.19","0.69","0.82","2.91","1.28","1.21","1.17","4.47"
"399",="6277","宏正","82","+0.8","+0.99","1.37","1.37","1.03","1.43","1.1","1.2","1.6","1.14","1.36","1.71","1.91","1.59","0.94"
"400",="5353","台林","37.8","+0.9","+2.44","0.38","0.18","0.11","0.22","0.24","0.32","0.23","0.28","0.5","0.56","0.47","0.63","0.82"
"401",="4754","國碳科","48.95","+0.65","+1.35","0.64","0.92","0.6","0.24","0.63","1.12","0.53","0.62","0.57","0.66","0.34","0.59","0.83"
"402",="6138","茂達","130","+4","+3.17","2.72","1.75","2.02","2.29","2.81","3.9","3.91","4.27","5.04","3.01","1.01","1","1.68"
"403",="2645","長榮航太","114","+2.5","+2.24","1.14","","1.85","","1.24","0.62","0.63","0.86","1.45","1.76","0.41","0.84","1.73"
"404",="6721","信實","51","+0.2","+0.39","1.1","1.39","1.48","0.93","1.53","1.39","1.6","0.57","0.56","0.76","1.26","0.73","0.98"
"405",="2233","宇隆","100.5","+0.5","+0.5","2.26","2.01","1.87","2.14","2.33","2.67","1.87","3","2.81","2.78","1.73","1.62","2.24"
"406",="2327","國巨","457","+8.5","+1.9","10.13","5.76","7.87","10.13","12.82","13.85","9.61","11.59","11.03","11.97","8.1","9.9","8.93"
"407",="8415","大國鋼","33.05","+0.05","+0.15","0.82","0.21","0.36","0.58","1.07","0.97","0.88","1.27","1","1.52","0.6","0.73","0.68"
"408",="6690","安碁資訊","162.5","+4.5","+2.85","1.72","1.24","1.66","1.29","1.23","1.35","1.57","1.67","1.96","2.37","2.47","1.75","2.08"
"409",="6208","日揚","46.9","+0.7","+1.52","0.86","0.62","0.72","0.71","1.02","1.02","0.57","0.96","1.12","1.02","1.09","0.74","0.69"
"410",="5007","三星","56.5","0","0","0.81","0.43","0.69","0.8","0.86","0.96","0.71","0.86","1.01","0.91","0.82","0.8","0.83"
"411",="1783","和康生","57.8","+0.7","+1.23","0.39","0.18","0.29","0.31","0.31","0.43","0.19","0.27","0.43","0.55","0.51","0.52","0.74"
"412",="5283","禾聯碩","113","0","0","2.66","4.83","1.91","2.17","3.78","3.18","1.56","1.99","3.77","2.95","1.51","0.94","3.38"
"413",="8426","紅木-KY","57.5","-0.9","-1.54","0.12","-0.22","-0.33","-0.38","-0.13","-0.12","0.77","-0.55","-0.98","1.07","1.09","1.12",""
"414",="6761","穩得","79.9","+1.2","+1.52","1.76","1.26","1.13","2.08","2.5","2.25","1.9","2.03","2.07","2.2","1.8","1.03","0.82"
"415",="8942","森鉅","75.1","+0.7","+0.94","1.98","1.73","0.99","2.17","2.31","1.69","1.67","2.51","1.99","3.51","-0.12","2.16","3.2"
"416",="8908","欣雄","69.3","-0.2","-0.29","0.52","0.4","0.54","0.46","0.63","0.56","0.58","0.45","0.63","0.51","0.6","0.37","0.57"
"417",="2488","漢平","38.5","+1.4","+3.77","0.73","0.9","0.62","0.34","0.55","0.34","0.56","0.4","0.91","1.79","0.76","0.47","1.12"
"418",="6763","綠界科技","442.5","-0.5","-0.11","5.1","3.26","3.69","4.59","6.56","5.98","5.15","4.87","5.14","5.4","6.22","5.09","5.2"
"419",="8271","宇瞻","51.5","+1","+1.98","1.09","0.24","0.54","1.23","1.68","1.11","0.8","1.57","1.45","1.21","1.2","1.05","0.96"
"420",="9939","宏全","99.1","-0.2","-0.2","1.81","2.29","0.65","1.67","2.52","1.79","0.85","1.93","2.41","2.57","0.78","1.61","2.69"
"421",="3483","力致","146","+1","+0.69","1.47","1.48","0.55","0.7","1.28","1.36","2.12","1.74","1.92","2.06","0.68","0.4","3.33"
"422",="2636","台驊投控","74.3","+1.4","+1.92","4.81","1.42","1.65","3.16","13.51","6.13","8.25","6.45","7.66","3.04","0.82","1.81","3.79"
"423",="6170","統振","49.6","-0.3","-0.6","0.57","0.59","0.4","0.44","0.2","0.41","0.81","0.54","1.17","0.65","0.37","0.57","0.73"
"424",="6192","巨路","83.9","+1.7","+2.07","2.03","1.86","1.85","1.62","2.34","1.89","2.11","1.97","1.94","2.45","2.1","1.79","2.48"
"425",="4438","廣越","118.5","0","0","1.91","2.71","0.67","-1.05","3.09","2.77","1.29","0.1","3.23","8.94","-0.89","-0.45","2.48"
"426",="1713","國化","32","+0.35","+1.11","0.38","0.12","0.34","0.23","0.28","0.28","0.26","0.3","0.31","0.77","0.51","0.59","0.62"
"427",="3265","台星科","84.4","+2","+2.43","1.18","0.58","0.68","0.37","0.64","1","0.88","1.67","2.3","1.82","0.94","1.32","1.9"
"428",="9951","皇田","78.1","+0.5","+0.64","1.54","1.98","2.81","1.75","1.52","0.89","1.18","1.16","0.74","1.78","1.82","1.35","1.44"
"429",="4137","麗豐-KY","186.5","+4","+2.19","3.5","3.69","4.07","3.91","4.12","4.74","4.27","3.82","0.46","1.84","2.57","5.03",""
"430",="1108","幸福","16.3","-0.05","-0.31","0.27","0.24","0.16","0.13","0.2","0.09","0.23","0.14","0.29","0.33","0.69","0.31","0.38"
"431",="6835","圓裕","40.15","+0.8","+2.03","1.12","","2.98","","1.51","0.28","0.95","1.11","1.15","1.82","0.03","0.57","0.76"
"432",="5465","富驊","45.55","+0.5","+1.11","0.4","0.31","0.09","0.23","0.29","0.46","0.27","0.42","0.57","0.68","0.35","0.47","0.66"
"433",="1796","金穎生技","98.1","+7.1","+7.8","0.5","0.16","0.21","0.31","0.27","0.47","0.44","0.5","0.73","0.62","0.42","0.73","1.13"
"434",="3171","新洲","18.3","+0.05","+0.27","0.45","0.65","0.42","0.45","0.52","0.38","0.29","0.23","0.37","0.52","0.71","0.43","0.42"
"435",="4951","精拓科","65","+2.2","+3.5","1.12","","1.9","0.81","1.15","1.34","0.66","1.67","1.5","1.08","0.64","0.72","0.87"
"436",="6672","騰輝電子-KY","98.4","+2.4","+2.5","1.97","1.11","1.04","2.72","4.09","3.22","1.69","1.7","1.94","1.62","1.34","1.07","2.08"
"437",="3577","泓格","80.6","+1.6","+2.03","0.71","0.14","0.38","0.44","0.98","0.65","1.16","0.63","1.21","1.5","0.8","0.63","0.04"
"438",="1730","花仙子","57.9","+0.2","+0.35","1.11","2.55","0.58","1.39","0.73","1.2","0.81","1.39","0.87","1.05","0.69","1.16","0.86"
"439",="5523","豐謙","25.9","0","0","1.01","0.26","0.26","0.35","1.66","3.79","0.12","2.92","0.02","0.17","-0.08","1.13","1.54"
"440",="8341","日友","113","-0.5","-0.44","1.88","2.22","2.59","1.95","2.09","1.97","2.46","2.71","1.76","1.69","1.56","1.2","0.38"
"441",="8928","鉅明","32.2","+0.2","+0.62","1.08","0.5","0.99","1.23","0.87","0.9","1.7","2.02","1.7","0.81","1.1","1.11","0.01"
"442",="6156","松上","19.85","+0.35","+1.79","0.44","0.29","0.33","0.22","0.2","0.45","0.42","0.2","0.52","1.33","0.45","0.2","0.67"
"443",="8289","泰藝","36.2","+0.8","+2.26","0.79","-0.12","0.16","0.3","0.71","1.07","1.04","1.27","1.73","1.72","0.53","0.85","0.27"
"444",="9937","全國","66.4","-0.2","-0.3","0.63","0.8","0.67","0.77","0.48","0.72","0.65","0.62","0.46","0.67","0.6","0.55","0.57"
"445",="6189","豐藝","43.8","-1","-2.23","0.98","0.74","0.57","1.23","1.02","1.33","0.81","1.56","1.28","0.99","0.34","0.8","1.14"
"446",="2247","汎德永業","313.5","-3","-0.95","4.51","3.84","4.9","3.46","4.19","3.56","4.14","3.98","4.95","4.38","4.97","5.03","6.73"
"447",="6112","邁達特","63.5","+2","+3.25","0.73","0.73","0.7","1.18","0.48","0.71","0.69","0.45","0.52","0.73","0.49","1.17","0.87"
"448",="6115","鎰勝","45.2","-0.1","-0.22","0.82","0.71","0.81","0.75","0.49","0.73","0.74","0.77","1.12","1.67","0.7","0.44","0.88"
"449",="2937","集雅社","29.75","-0.1","-0.34","0.83","0.54","1.11","0.8","0.56","0.22","1.68","1.3","0.64","0.25","1.63","0.67","0.51"
"450",="3444","利機","76.9","-0.9","-1.16","0.91","0.7","0.52","0.68","0.74","1.1","0.91","1.3","1.58","1.52","0.61","0.52","0.75"
"451",="6201","亞弘電","45.55","+0.2","+0.44","0.96","1.42","0.97","0.89","0.59","1.26","0.64","0.9","0.78","1.1","0.95","0.71","1.25"
"452",="1514","亞力","57.3","+1.5","+2.69","0.48","0.4","0.27","0.45","0.4","0.46","0.34","0.57","0.66","0.53","0.45","0.6","0.68"
"453",="6830","汎銓","177","+3.5","+2.02","1.79","","4.05","0.71","1.37","1.77","2.41","1.04","1.4","1.86","2.53","0.77","1.73"
"454",="3071","協禧","37","+0.15","+0.41","0.47","0.53","0.28","0.37","0.44","0.61","0.44","0.38","0.72","0.66","0.33","0.15","0.68"
"455",="4581","光隆精密-KY","68.6","+6.2","+9.94","0.73","0.69","0.24","0.74","0.55","0.52","0.58","0.63","0.73","1.13","0.85","1.4",""
"456",="6829","千附精密","122.5","+9","+7.93","1.17","-0.06","1.12","1.01","1.68","1.15","1.19","1.74","1.8","2.12","0.58","0.7","0.96"
"457",="2329","華泰","48.05","-0.85","-1.74","0.46","0.02","-0.02","0.32","0.76","0.64","0.78","0.52","0.6","0.63","0.32","0.25","0.73"
"458",="3312","弘憶股","21.15","+0.1","+0.48","0.69","0.47","0.69","0.47","0.94","1.18","0.73","1","0.63","0.69","0.89","0.38","0.18"
"459",="6191","精成科","56.2","+2.1","+3.88","1.33","1.2","1.17","1.33","1.25","1.8","1.31","1.43","1.19","1.54","1.08","1.26","1.38"
"460",="6751","智聯服務","88","+3.7","+4.39","0.82","0.5","0.65","0.49","0.8","0.3","0.85","0.57","0.87","1.17","1.65","1.13","0.85"
"461",="3356","奇偶","48.95","+0.7","+1.45","0.55","0.48","0.88","0.51","0.5","0.26","0.69","0.58","-0.24","0.48","0.37","1","1.05"
"462",="8040","九暘","42.45","+0.15","+0.35","0.23","0.09","-0.23","-0.3","0.37","0.11","0.73","0.12","0.26","0.81","1.03","0.32","-0.54"
"463",="8215","明基材","36.05","+0.4","+1.12","0.72","0.36","0.53","0.52","0.86","0.84","0.82","0.91","0.82","1.66","0.65","0.16","0.45"
"464",="3332","幸康","45.5","-0.5","-1.09","0.84","0.82","0.59","0.37","0.4","0.71","0.72","0.86","1.07","1.6","1.03","1.11","0.86"
"465",="3217","優群","126","+2.5","+2.02","1.73","2","1.98","1.55","1.47","2.35","1.74","1.8","1.75","2.19","1.05","1.07","1.75"
"466",="6287","元隆","19","-1","-5","0.08","-0.04","-0.05","-0.05","0.03","0.16","0.09","0.15","0.17","0.74","0.22","-0.04","-0.45"
"467",="6655","科定","122.5","-1","-0.81","1.49","1.53","1.71","0.99","1.54","2.3","2.84","1.48","1.73","1.57","0.78","0.69","0.67"
"468",="6579","研揚","179","+2","+1.13","1.81","0.67","1.08","0.34","0.19","0.87","2.82","1.21","2.73","3.33","2.76","2.87","2.87"
"469",="2377","微星","178.5","0","0","3.54","3.09","2.36","4.94","5.21","5.29","4.59","5.64","3.6","1.9","0.65","2.92","2.34"
"470",="2458","義隆","116.5","-0.5","-0.43","2.98","3.71","4.1","3.77","4.53","4.68","4.56","2.81","2.75","1.83","0.17","1.08","1.74"
"471",="6290","良維","54.8","+1","+1.86","1.06","1.5","1.4","1.31","1.03","0.29","0.42","1","1.18","1.91","1.4","0.49","0.77"
"472",="2472","立隆電","55.2","+0.4","+0.73","1.57","1.68","1","1.27","1.55","1.71","1.64","1.68","2.28","2.4","1.18","1.04","1.35"
"473",="9926","新海","54.4","+1.2","+2.26","0.64","0.86","0.32","0.7","0.6","0.78","0.42","0.69","0.59","0.83","0.4","0.72","0.79"
"474",="2453","凌群","53.7","+0.4","+0.75","0.58","0.34","0.73","0.43","0.39","0.48","0.85","0.69","0.27","0.58","0.97","0.84","0.37"
"475",="1535","中宇","53.4","+0.8","+1.52","0.88","0.46","0.55","0.72","0.95","0.8","0.79","0.87","1.65","1.04","0.65","0.93","1.17"
"476",="8155","博智","145.5","+6","+4.3","2.09","2.32","1.9","1.86","1.52","1.71","2.76","3.53","3.82","2.38","1.44","1.06","0.81"
"477",="2476","鉅祥","45.95","-0.25","-0.54","0.9","0.52","0.67","0.6","1.06","1.13","0.71","1.04","1.09","1.65","0.82","0.23","1.26"
"478",="8091","翔名","87.2","+2","+2.35","1.73","0.65","1.03","0.65","0.85","2.1","2.31","2.16","2.28","3.68","1.76","1.36","1.88"
"479",="6629","泰金-KY","48.3","0","0","1.42","2.66","1.22","2","1.47","1.36","1.68","1.54","0.63","2.08","0.28","0.66",""
"480",="5315","光聯","18.8","+0.3","+1.62","0.46","0.38","0.29","0.46","0.18","0.64","0.47","0.52","0.58","0.84","0.44","0.31","0.39"
"481",="6741","91APP*-KY","98.8","+1.7","+1.75","0.66","0.37","0.81","0.41","0.72","0.67","0.86","0.55","0.6","0.67","1","0.64",""
"482",="2428","興勤","159.5","+1.5","+0.95","2.87","3.27","3.34","3.18","3.39","2.94","2.8","3.1","3.18","3.12","1.32","2.34","2.43"
"483",="9921","巨大","207","-4","-1.9","3.67","3.95","3.5","4.54","4.93","3.42","2.93","4.86","4.8","5.35","0.57","2.13","3.02"
"484",="6865","偉康科技","68.6","-0.6","-0.87","1.97","","8.64","","2.46","0.74","2.52","0.82","1.39","0.92","0.9","0.33","0.98"
"485",="6139","亞翔","88.9","+5.9","+7.11","0.85","0.48","0.31","0.16","0.33","0.16","0.77","1.09","0.78","1.18","1.39","1.42","2.07"
"486",="5474","聰泰","124","+1.5","+1.22","2.77","7.27","5.37","2.37","4.09","1.75","2.53","2","2.11","1.6","2.19","0.96","1.02"
"487",="6167","久正","17.05","+0.1","+0.59","0.22","0.01","-0.08","0.07","0.12","0.2","0.11","0.27","0.46","0.5","0.31","0.16","0.5"
"488",="3563","牧德","192","-2.5","-1.29","3.69","2.06","3.15","4.81","4.22","5.71","3.76","4.07","3.73","3.09","2.46","3.5","3.67"
"489",="3701","大眾控","56.4","+0.9","+1.62","0.35","0","-0.14","0.18","0.43","0.58","0.13","0.44","0.65","0.65","0.49","0.12","0.7"
"490",="3044","健鼎","188.5","+9","+5.01","2.85","3.81","3.48","2.68","2.53","3.04","2.9","2.75","2.79","3.09","3.16","2.18","1.84"
"491",="6592","和潤企業","131","+1","+0.77","1.58","1.3","1.39","1.52","1.35","1.47","1.76","1.69","1.78","1.77","1.8","1.63","1.51"
"492",="6161","捷波","39.45","+1.3","+3.41","0.67","0.21","0.39","0.5","0.9","1.01","0.87","0.89","0.84","0.88","0.89","0.24","0.43"
"493",="2618","長榮航","33.5","0","0","0.36","-0.37","0.06","-0.45","0.03","0.29","1.42","0.64","0.34","0.23","0.13","0.84","1.11"
"494",="3528","安馳","50.5","+0.1","+0.2","1.07","0.9","0.6","1.2","1.06","1.14","1.17","1.26","1.76","0.79","1.85","0.8","0.31"
"495",="2484","希華","34","+0.9","+2.72","0.74","0.37","0.1","0.48","0.58","0.78","0.71","1.04","1.5","1.72","0.56","0.55","0.44"
"496",="3592","瑞鼎","305.5","+1.5","+0.49","11.13","2.82","6.29","11.14","16.77","19.1","18.23","21.05","17.89","7.32","5.23","2.21","5.55"
"497",="2634","漢翔","55.1","+1.3","+2.42","0.32","-0.01","0.12","-0.28","0.43","0.24","0.2","0.22","0.64","0.61","0.27","0.58","0.8"
"498",="4417","金洲","39.4","-0.15","-0.38","1","1.89","0.56","1.12","1.18","0.43","0.38","0.42","1.2","1.44","1.74","0.79","0.87"
"499",="9927","泰銘","56.1","+1.2","+2.19","1.04","0.93","0.79","0.85","0.85","1.06","1.07","1.29","0.95","0.93","0.89","1.05","1.84"
"500",="5464","霖宏","29.9","+0.4","+1.36","0.72","-0.74","-0.51","6.03","-0.84","0.08","-0.46","1.04","1.51","2.99","-1.5","0.1","0.95"
"501",="6269","台郡","89","-0.1","-0.11","2.24","1.72","4.31","1.45","0.33","2.65","3.72","2.29","0.87","5.83","1.67","0.31","1.75"
"502",="1565","精華","208.5","-1","-0.48","4.33","2.39","4.58","4.5","4.18","5.62","4.5","5.88","4.8","5.99","3.55","3.23","2.74"
"503",="2535","達欣工","32.85","+0.15","+0.46","0.92","0.38","1.22","0.68","1.29","0.68","1.14","0.86","0.98","0.59","1.23","0.81","1.14"
"504",="4551","智伸科","135.5","+2.5","+1.88","2.61","3.08","3","3","2.54","2.56","2.4","2.82","3.11","3.67","2.59","1.38","1.15"
"505",="4305","世坤","31.25","-0.85","-2.65","0.6","0.56","0.6","0.69","0.29","0.4","0.64","0.76","0.8","0.85","0.27","0.56","0.84"
"506",="1203","味王","41.2","-0.15","-0.36","0.51","0.56","0.32","0.55","0.53","0.44","0.36","0.59","0.17","1.5","0.37","0.33","0.38"
"507",="8926","台汽電","43.4","+0.7","+1.64","0.44","0.4","0.27","0.51","0.42","0.25","0.35","0.48","-0.29","0.32","1.02","1.15","0.44"
"508",="9924","福興","42.2","+0.2","+0.48","1.03","1.46","0.82","0.88","0.72","1.17","0.77","0.63","1.49","2.02","0.69","0.51","1.2"
"509",="9930","中聯資源","51.1","-0.1","-0.2","0.76","0.84","0.78","0.79","0.69","0.65","0.72","0.75","0.86","0.86","0.57","0.74","0.91"
"510",="4766","南寶","180","+2.5","+1.41","3.14","3.34","2.89","2.49","2.63","0.96","1.18","6.18","2.58","3.08","2.6","5.9","3.79"
"511",="6416","瑞祺電通","83.5","+0.9","+1.09","1.18","1.5","1.12","1","0.58","0.61","0.81","0.89","1.81","1.9","1.25","1.3","1.4"
"512",="2425","承啟","54.4","+1.7","+3.23","0.55","0.48","0.58","0.51","-0.32","0.39","0.68","0.71","1.05","1.5","0.06","0.35","0.63"
"513",="2748","雲品","74.7","-0.1","-0.13","0.37","0.41","0.97","0.37","-0.71","-0.99","0.93","0.75","-0.35","0.49","1.31","0.86","0.37"
"514",="2351","順德","101","+3.7","+3.8","1.12","0.51","0.76","1.02","1.23","1.3","1.13","1.38","1.54","1.4","0.84","1.21","1.11"
"515",="6182","合晶","40.8","+0.9","+2.26","0.62","0.34","0.19","0.29","0.45","0.61","0.7","0.9","1","1.3","0.8","0.5","0.31"
"516",="6206","飛捷","64.2","+0.7","+1.1","1.28","1.17","0.75","0.6","1.06","1.4","1.72","1.92","2.49","2.22","0.65","0.37","1.06"
"517",="2376","技嘉","331","-3.5","-1.05","3.19","2.24","1.73","4.34","5.17","5.66","5.83","4.83","1.55","1.84","2.08","1.61","1.4"
"518",="6796","晉弘","116.5","+2.5","+2.19","0.61","0.54","1","0.32","0.57","0.54","0.9","0.47","0.54","0.73","0.52","0.39","0.86"
"519",="5234","達興材料","110","+0.5","+0.46","1.35","1.53","1.44","1.58","1.57","1.85","1.63","1.59","1.36","0.34","0.85","0.96","1.46"
"520",="3491","昇達科","142","+1","+0.71","0.89","0.45","0.25","0.45","1.59","0.89","0.88","0.71","1.47","1.41","0.77","0.89","0.92"
"521",="4908","前鼎","55.6","+2.1","+3.93","0.57","0.36","0.24","0.1","0.41","0.61","0.74","0.95","0.88","0.91","0.6","0.43","0.67"
"522",="2433","互盛電","50.8","-0.1","-0.2","0.96","1.86","0.73","0.61","0.66","1.82","0.7","0.63","0.64","1.89","0.73","0.57","0.65"
"523",="6792","詠業","83.1","+0.2","+0.24","1.38","1.01","1.22","1.28","1.83","1.94","1.58","1.63","1.54","1.01","1.47","0.89","1.11"
"524",="2504","國產","26.6","-0.1","-0.37","0.7","0.54","0.55","0.45","0.65","0.65","0.67","1.77","0.6","0.57","0.57","0.72","0.64"
"525",="6542","隆中","57.5","-0.7","-1.2","-0.01","-0.22","0.25","0.42","-0.98","-3.21","-0.13","0.76","0.79","0.56","0.25","0.57","0.82"
"526",="1210","大成","54","+0.6","+1.12","0.79","1.28","1.06","1.01","0.51","0.37","0.48","0.69","0.64","0.62","0.71","0.9","1.27"
