"排名","代號","名稱","成交","漲跌價","漲跌幅","平均EPS(元)","20Q3EPS(元)","20Q4EPS(元)","21Q1EPS(元)","21Q2EPS(元)","21Q3EPS(元)","21Q4EPS(元)","22Q1EPS(元)","22Q2EPS(元)","22Q3EPS(元)","22Q4EPS(元)","23Q1EPS(元)","23Q2EPS(元)"
"1013",="6274","台燿","128","+2","+1.59","1.21","1.41","1.12","1.29","2.21","2.08","1.44","1.53","1.08","1","1.08","-0.77","1"
"1014",="2855","統一證","19.2","+0.05","+0.26","0.52","0.91","1.22","0.68","1.49","0.23","0.44","-0.39","0.26","0.46","0.15","0.31",""
"1015",="3040","遠見","29.8","-0.1","-0.33","0.59","2.5","0.61","0.64","0.66","0.48","0.19","0.35","0.32","0.77","0.16","0.12","0.25"
"1016",="3450","聯鈞","43.15","+0.65","+1.53","0.34","0.31","0.33","0.62","0.75","0.73","0.45","0.43","0.51","0.6","-0.22","-0.28","-0.09"
"1017",="3188","鑫龍騰","14.45","-0.05","-0.34","0.23","0.1","0.24","0.63","0.81","0.23","0.11","0.03","-0.07","-0.09","0.73","0.09","0"
"1018",="1616","億泰","11.05","0","0","0.09","0.05","-0.02","0.03","0.2","0.12","0.15","0.04","-0.02","-0.28","0.36","0.09","0.33"
"1019",="6234","高僑","32","+0.45","+1.43","0.35","0.12","0.13","0.23","0.69","0.19","0.14","1.09","0.17","0.43","0.14","0.14","0.76"
"1020",="8240","華宏","32.45","+0.25","+0.78","0.8","0.7","0.74","0.98","0.19","0.83","2.38","0.69","0.98","0.62","0.37","0.04","1.05"
"1021",="1234","黑松","38.8","0","0","0.56","1.09","0.43","0.33","0.4","0.61","0.65","0.31","0.44","0.98","0.48","0.47","0.51"
"1022",="1717","長興","28.8","+0.2","+0.7","0.56","0.72","0.63","0.66","0.87","0.79","0.54","0.72","0.72","0.4","0.29","0.12","0.3"
"1023",="4114","健喬","35.85","+0.4","+1.13","0.42","0.29","0.31","0.2","0.29","0.24","0.32","0.42","1.23","0.34","0.49","0.39","0.5"
"1024",="1443","立益物流","28.3","-0.05","-0.18","0.31","-0.02","0.06","0.25","0.04","0.05","1.3","0.65","0.24","0.66","0.1","0.25","0.19"
"1025",="8105","凌巨","13.85","+0.15","+1.09","0.02","-0.69","-1.01","-0.37","-0.02","0.29","0.33","0.41","0.31","0.61","0.06","0.12","0.15"
"1026",="2612","中航","38.8","+1.05","+2.78","0.94","1.03","-0.05","1.12","4.08","-1.24","1.31","0.94","0.93","0.97","1.04","0.88","0.26"
"1027",="8299","群聯","382","+19","+5.23","8.4","9.3","19.2","8.56","11.49","12.1","9.19","11.09","9.17","6.08","1.11","1.26","2.28"
"1028",="6152","百一","10.05","-0.05","-0.5","0.09","0.24","0.12","-0.17","-0.1","0.04","0.27","0.02","0.12","0.56","0.11","-0.24","0.05"
"1029",="2444","兆勁","12.3","+0.15","+1.23","0.09","0.12","0.02","-0.27","0.06","0.11","0.21","0.31","0.01","0.5","0.37","0.04","-0.42"
"1030",="3141","晶宏","90.8","+2.7","+3.06","1.6","0.47","0.76","1.12","1.69","3.9","3.35","3.23","3.2","1.29","-0.7","0.22","0.71"
"1031",="6789","采鈺","207.5","+7","+3.49","1.46","1.79","1.53","1.27","1.58","2.79","1.78","1.78","2.13","1.27","0.78","0.24","0.57"
"1032",="2611","志信","13.05","+0.1","+0.77","0.03","-1.34","1.2","0.44","2.05","-0.95","0.15","0.17","-2.11","0.25","0.12","0.05","0.35"
"1033",="2107","厚生","21.2","0","0","0.55","1.09","0.29","0.63","0.44","0.6","0.6","0.48","0.63","0.94","0.03","0.15","0.75"
"1034",="2610","華航","24.1","0","0","0.27","-0.13","0.46","-0.19","-0.06","0.53","1.39","0.52","0.07","0.02","-0.13","0.22","0.55"
"1035",="1465","偉全","13.45","-0.05","-0.37","0.02","-0.16","0","-0.09","-0.16","-0.6","-0.08","0.15","0.32","0.6","-0.13","0.02","0.35"
"1036",="6160","欣技","25.35","+0.6","+2.42","0.13","0.13","0.17","0.36","0.01","0.02","0.13","0.06","0.11","0.11","0.19","0.5","-0.18"
"1037",="6016","康和證","14","+0.15","+1.08","0.37","0.51","0.77","0.59","0.56","0.1","1.08","-0.29","-0.4","0.25","0.19","0.71",""
"1038",="1419","新紡","43.6","0","0","0.87","0.84","0.29","0.22","0.1","1.02","0.17","4.77","0.94","0.88","0.33","0.3","0.56"
"1039",="4945","陞達科技","61.1","+0.9","+1.5","0.71","0.24","0.49","0.95","0.66","0.91","0.99","1.6","1.48","0.81","-0.87","0.06","1.17"
"1040",="1701","中化","23.3","+0.1","+0.43","0.38","0.39","0.33","0.43","0.36","0.43","0.52","0.3","0.52","0.43","0.36","0.34","0.18"
"1041",="6222","上揚","33.75","-0.55","-1.6","0","0.1","0.02","0.04","0.09","-0.07","-0.43","-0.09","-0.08","0.65","-0.11","-0.08","-0.07"
"1042",="2010","春源","16.75","0","0","0.34","0.18","0.38","0.4","0.58","0.51","0.39","0.29","0.36","0.12","0.18","0.32","0.31"
"1043",="1532","勤美","37.15","+0.9","+2.48","0.63","0.33","1.1","0.46","0.15","0.8","1.81","0.92","0.25","0.52","0.46","-0.06","0.85"
"1044",="6177","達麗","32.1","+0.4","+1.26","0.62","0.03","0","-0.1","0.99","0.93","2.21","1.67","0.69","1.05","-0.32","0.44","-0.21"
"1045",="8171","天宇","39.4","0","0","0.01","-0.42","-0.55","-0.22","-0.46","-0.36","-0.23","0.8","0.33","1.06","0.08","0.1","0"
"1046",="8059","凱碩","13.95","+0.1","+0.72","-0.04","-0.03","-0.05","-0.17","-0.34","-0.24","-0.05","-0.11","-0.04","0.11","0.12","0.28","0"
"1047",="8432","東生華","45.6","+0.15","+0.33","0.36","0.4","0.37","0.25","0.34","0.26","0.38","0.51","0.42","0.47","0.21","0.28","0.47"
"1048",="2353","宏碁","38.55","+0.85","+2.25","0.61","0.76","0.66","0.91","0.97","1","0.75","0.74","0.57","0.62","-0.28","0.17","0.47"
"1049",="2906","高林","18.35","+0.25","+1.38","0.12","0.06","0.21","0.05","0.04","0.16","0.19","0.18","0.14","0.24","0.07","0.02","0.12"
"1050",="6615","慧智","40.35","0","0","0.49","0.28","0.47","0.42","0.93","0.68","0.66","0.67","0.28","0.12","0.93","0.2","0.2"
"1051",="3015","全漢","49.1","+0.05","+0.1","0.94","1.54","0.68","0.7","0.8","1.5","1.03","0.71","0.81","1.71","0.62","0.45","0.75"
"1052",="2642","宅配通","40.9","0","0","0.49","0.48","0.56","0.64","0.83","0.6","0.45","0.38","0.74","0.34","0.38","0.02","0.45"
"1053",="4729","熒茂","16.5","-0.05","-0.3","-0.12","-0.38","-0.86","-0.14","-0.12","0.03","-1.03","0.04","0.29","0.29","0.03","0.18","0.23"
"1054",="6451","訊芯-KY","97.2","+1.4","+1.46","1.02","2.63","2.38","2.16","1.1","0.95","-0.43","-0.94","1.42","1.61","-0.19","0.52",""
"1055",="5432","新門","48.1","-0.9","-1.84","0.21","-0.08","-0.05","0.06","-0.19","0","0.32","0.42","1.1","0.71","-0.31","0.17","0.35"
"1056",="6510","精測","491","+11","+2.29","5.56","8.75","7.16","5.11","6.6","6.94","8.55","3.43","7.65","6.99","5.43","-0.94","1.08"
"1057",="6689","伊雲谷","122","+5","+4.27","0.65","0.54","0.81","0.64","1.62","0.85","0.58","0.64","0.34","0.18","0.5","0.32","0.73"
"1058",="6877","鏵友益","39.95","+0.4","+1.01","1.07","","5.14","","1.6","1.43","1.36","0.14","0.22","0.25","0.28","0.41","-0.1"
"1059",="2836","高雄銀","11.95","0","0","0.19","0.17","0.17","0.2","0.21","0.2","0.18","0.24","0.23","0.17","0.12","0.18",""
"1060",="3059","華晶科","33.85","+0.5","+1.5","0.28","0.15","0.14","0.12","0.23","0.36","0.14","0.46","0.35","0.46","0.42","0.24","0.33"
"1061",="1599","宏佳騰","35.75","-0.1","-0.28","0.88","1.71","0.86","1.08","1.02","1.68","0.96","1.02","0.92","1.23","0.59","-0.68","0.14"
"1062",="1595","川寶","39","+0.4","+1.04","0.79","0.1","-0.37","0.42","0.73","1.57","1.22","1.49","1.51","1.98","-0.13","0.27","0.71"
"1063",="6005","群益證","14.65","0","0","0.42","0.71","0.64","0.6","0.58","0.6","0.65","0.13","-0.13","0.11","0.27","0.51",""
"1064",="4741","泓瀚","35.25","+0.25","+0.71","0.36","0.26","0.6","0.17","0.17","0.35","0.21","0.49","0.23","0.61","0.35","0.54","0.4"
"1065",="4133","亞諾法","32.15","+0.1","+0.31","0.21","0.25","0.16","0.16","0.12","0.22","-0.02","0.29","0.31","0.44","0.2","0.18","0.2"
"1066",="5381","合正","21.5","+0.8","+3.86","0.03","0","0","0","0.02","0.01","0.04","0.01","0.02","0.03","0.04","0.01","0.18"
"1067",="3031","佰鴻","17.1","+0.25","+1.48","0.28","0.22","0.23","0.28","0.68","0.27","0.21","0.05","0.6","0.2","0.31","0.23","0.13"
"1068",="2908","特力","20.05","0","0","0.31","0.52","0.32","0.56","0.39","0.36","0.27","0.52","0.18","0.29","-0.13","0.32","0.13"
"1069",="8404","百和興業-KY","20","-0.15","-0.74","0.54","0.22","0.44","1.24","1.75","0.45","0.53","0.46","1.28","0.36","-0.34","-0.47",""
"1070",="2464","盟立","37.4","+0.35","+0.94","0.55","0.66","0.53","0.72","0.61","0.82","0.55","0.85","0.94","0.71","0.14","0.05","0.07"
"1071",="4121","優盛","24.35","+0.05","+0.21","0.4","0.78","0.47","0.34","0.82","0.18","0.06","0.22","0.95","0.56","0.28","0.11","-0.02"
"1072",="6154","順發","16.7","-0.05","-0.3","0.3","0.23","0.11","0.16","0.73","0.53","0.34","0.29","0.47","0.19","0.18","0.13","0.26"
"1073",="5706","鳳凰","77.9","+2.1","+2.77","0.14","0.2","0","0.87","0","0.17","0.13","0.05","-0.65","0.17","-0.07","-0.12","0.91"
"1074",="1521","大億","34.65","+0.3","+0.87","0.31","0.22","0.8","0.28","0.46","0.12","0.22","0.27","0.29","0.72","-0.12","0.25","0.23"
"1075",="2820","華票","14.5","-0.05","-0.34","0.29","0.34","0.29","0.4","0.34","0.34","0.31","0.32","0.13","0.24","0.08","0.38",""
"1076",="5426","振發","13.6","+0.05","+0.37","0.03","0.09","-0.4","-0.04","-0.21","-0.04","-0.33","0.07","0.52","0.49","0.06","0","0.11"
"1077",="1217","愛之味","13.05","0","0","0.12","0.36","-0.04","0.14","0.23","0.18","-0.15","0.1","-0.04","0.52","-0.03","0.13","0.04"
"1078",="4722","國精化","34.6","+0.05","+0.14","0.75","0.72","0.93","0.94","1.16","0.84","0.81","1.17","1.12","0.93","-0.07","0.02","0.4"
"1079",="1235","興泰","84","+1.8","+2.19","0.28","0.95","-0.14","-0.13","-0.21","1.19","-0.05","0.24","0.22","1.03","-0.08","1.08","-0.78"
"1080",="2354","鴻準","54.9","+0.1","+0.18","0.8","1.18","0.77","0.7","1.07","0.81","0.59","0.6","0.73","1.1","0.58","0.54","0.97"
"1081",="2201","裕隆","75.6","+2.4","+3.28","0.37","0.76","1.26","1.39","0.96","1.14","1.33","2.12","-3.96","-0.13","-2.82","1.23","1.12"
"1082",="5530","龍巖","35.9","-0.05","-0.14","0.83","1.29","0.79","0.97","0.56","0.98","0.86","1.07","1.29","0.26","0.54","0.58","0.81"
"1083",="3390","旭軟","16.8","+0.15","+0.9","0.08","-0.56","-0.55","0.01","0.13","0.31","0.03","0.36","0.47","0.83","-0.53","0.05","0.38"
"1084",="2062","橋椿","22.05","+0.4","+1.85","0.61","0.11","0.63","0.36","0.62","0.89","0.71","0.69","1.77","1.17","0.13","-0.2","0.5"
"1085",="2103","台橡","23.15","-0.25","-1.07","0.62","-0.28","0.37","1.09","1.21","1.75","0.72","0.79","0.91","0.48","-0.01","0.31","0.05"
"1086",="1506","正道","17","0","0","0.01","-0.48","-0.29","-0.05","-0.07","0.02","0.36","0.06","0.08","0.19","0.1","0.09","0.08"
"1087",="2392","正崴","42.85","+0.5","+1.18","0.71","2.16","1","0.05","0.62","0.82","0.41","0.03","1.03","1.51","0.57","-1.32","1.59"
"1088",="4568","科際精密","54.5","-0.4","-0.73","1.1","2.24","0.91","1.03","1.17","1.56","1.27","1.44","2.04","1.81","-0.34","-0.18","0.25"
"1089",="1402","遠東新","28.5","-0.1","-0.35","0.43","0.6","0.28","0.54","0.71","0.45","0.24","0.55","0.62","0.46","0.01","0.29","0.46"
"1090",="5014","建錩","13.2","+0.15","+1.15","0.58","1.24","0.47","0.27","0.81","1.29","0.78","1.05","0.36","0.83","-0.18","-0.03","0.07"
"1091",="5245","智晶","38.9","+0.35","+0.91","0.77","0.38","0.77","0.81","1","1.24","1.37","1.05","1.55","1.14","0.35","0.09","-0.47"
"1092",="4745","合富-KY","26.3","+0.2","+0.77","0.33","0.24","0.04","0.3","0.58","0.29","0.63","0.33","0.35","0.2","0.33","0.35",""
"1093",="8437","大地-KY","92.8","-0.7","-0.75","0.99","0.7","0.58","0.88","1.66","1.53","1.29","1.79","0.48","0.7","0.89","0.4",""
"1094",="8024","佑華","20.6","+0.55","+2.74","0.29","-0.12","-0.01","0.05","0.53","0.5","0.6","0.64","0.64","0.96","-0.05","-0.28","-0.02"
"1095",="1417","嘉裕","13.15","+0.15","+1.15","0.03","-1.24","0.39","0.52","0.19","0.13","-0.35","0.04","0.01","0.27","0.24","0.07","0.03"
"1096",="2250","IKKA-KY","70.2","0","0","1.25","2.3","1.5","2.37","2.04","0.97","1.15","1.85","0.32","0.84","1.01","-0.06","0.66"
"1097",="1409","新纖","16.3","-0.1","-0.61","0.43","0.45","0.41","0.44","0.67","0.75","0.55","0.54","0.51","0.69","0.01","0.02","0.13"
"1098",="2375","凱美","60.9","+1.1","+1.84","1.38","0.74","0.88","1.8","2.65","2.85","1.32","1.88","1.27","1.39","0.05","0.11","1.66"
"1099",="4540","全球傳動","33.5","+0.05","+0.15","0.54","0.44","0.43","0.1","0.76","1.19","0.47","1.04","0.57","1.14","0.26","0.43","-0.32"
"1100",="1903","士紙","56.7","+0.5","+0.89","0.06","-0.03","-0.14","0.38","0.04","0.02","-0.11","-0.11","-0.13","1.2","-0.15","-0.14","-0.09"
"1101",="2889","國票金","11.65","-0.05","-0.43","0.23","0.34","0.27","0.47","0.32","0.26","0.27","0.14","0.12","0.13","0.03","0.18",""
"1102",="6494","九齊","59.9","+0.5","+0.84","2.49","1.06","1.73","1.88","4.44","5.33","5.56","5.15","3.22","1.78","-0.61","-0.85","1.17"
"1103",="4905","台聯電","69.8","-0.9","-1.27","0.46","1.36","0.49","2.79","0.05","-0.54","-0.84","-0.45","-1.17","-0.27","0.43","2.19","1.54"
"1104",="5203","訊連","94.7","+0.7","+0.74","-0.22","0.62","0.12","0.38","0.74","0.72","-9.08","0.55","1.29","1.11","-0.6","0.69","0.78"
"1105",="6020","大展證","18.85","+0.05","+0.27","0.34","0.32","0.61","1.17","0.48","0.62","1.12","-0.56","-0.45","-0.11","0.05","0.36","0.41"
"1106",="6767","台微醫","41.95","-0.55","-1.29","-0.24","-0.77","-0.58","-0.77","-0.53","-0.27","-0.07","-0.33","-0.16","0.09","-0.18","0.4","0.24"
"1107",="8039","台虹","42.3","+0.1","+0.24","0.82","1.5","1","0.83","0.94","1.18","0.57","1","1.07","1.23","0.05","-0.22","0.67"
"1108",="1101","台泥","35.65","-0.4","-1.11","0.6","1.28","1.15","0.57","1.26","0.65","0.88","0.18","0.02","0.2","0.34","0.2","0.46"
"1109",="1714","和桐","8.42","-0.04","-0.47","0.09","-0.14","-0.2","0.29","0.21","0.23","-0.01","0.17","0.07","0.11","0.02","0.14","0.17"
"1110",="3311","閎暉","34.2","0","0","0.33","0.22","0.5","0.23","0.21","0.21","0.31","0.3","0.46","0.49","0.22","0.28","0.55"
"1111",="2723","美食-KY","111","-0.5","-0.45","1.3","2.19","1.93","1.4","2.2","1.48","0.99","1.33","-0.27","0.92","0.71","1.38",""
"1112",="2736","富野","34.45","+0.6","+1.77","0.12","0.81","0.54","0.46","-0.7","-1.04","0.58","0.48","-0.75","0.42","0.07","0.79","-0.24"
"1113",="6142","友勁","11.05","+0.4","+3.76","0.05","-0.31","-0.54","-0.45","-0.55","-0.68","2.82","-0.2","0.1","0.25","0.15","0.03","0"
"1114",="2883","開發金","11.9","0","0","0.38","0.39","0.27","0.66","0.48","0.92","0.29","0.58","0.23","0.4","-0.24","0.21",""
"1115",="2344","華邦電","25.9","+0.25","+0.97","0.56","0.08","0.09","0.4","0.84","1.12","1.06","1.15","1.29","0.67","0.14","-0.25","0.09"
"1116",="2524","京城","30.75","+0.45","+1.49","0.84","1.43","1.19","1.01","1.19","0.75","1.6","0.64","0.33","0.21","1.54","0.17","-0.03"
"1117",="4556","旭然","30.25","0","0","0.11","0.29","-0.19","-0.11","0.15","0.15","0.12","0.03","0.08","0.43","0.24","-0.08","0.21"
"1118",="6026","福邦證","12.9","-0.05","-0.39","0.51","0.14","0.65","1.22","1.58","0.87","1.67","0.24","-0.92","-0.14","-0.03","0.5","0.32"
"1119",="5604","中連","46.2","0","0","1.37","8.24","0.15","5.97","0.19","0.19","0.4","0.22","0.21","0.21","0.21","0.2","0.21"
"1120",="4303","信立","18.8","-0.1","-0.53","0.19","-0.05","0.13","0.13","0.23","0.87","0.72","1.03","-1.36","-0.05","-0.23","0.38","0.42"
"1121",="3048","益登","22.8","+0.45","+2.01","0.83","1.03","1.11","1.2","1.07","1.22","1.35","1.23","1.03","0.7","0.24","-0.01","-0.16"
"1122",="1456","怡華","16.9","+0.25","+1.5","0.47","-0.13","1.1","1.28","2.27","0.01","1.29","-0.43","-0.36","-0.3","0.28","-0.63","1.31"
"1123",="1410","南染","37.55","+0.1","+0.27","0.24","0.22","0.28","0.26","0.38","0.33","0.32","0.13","0.24","0.25","0.27","0.09","0.1"
"1124",="3466","致振","23.85","+0.75","+3.25","-0.24","-1.08","-0.49","0.03","-0.46","-0.45","-0.43","-0.36","-0.31","0.72","0.1","-0.33","0.24"
"1125",="8027","鈦昇","74.1","+1.6","+2.21","0.68","0.67","0.83","1","0.68","0.62","0.46","1.18","1.69","0.95","0.13","0.17","-0.24"
"1126",="1445","大宇","19.95","+0.05","+0.25","-0.01","-0.1","-0.09","-0.11","0","-0.07","-0.02","-0.01","-0.18","0.17","0.11","0.12","0.11"
"1127",="6140","訊達","20.2","-0.1","-0.49","0.15","0.51","-0.18","0.01","0.21","0.07","0.39","0.02","0.32","1.02","-0.15","-0.09","-0.29"
"1128",="2457","飛宏","66.9","+0.7","+1.06","-0.01","0.06","0.06","-0.51","-0.33","-0.05","-0.04","-0.21","0.2","0.07","0.15","0.12","0.31"
"1129",="3520","華盈","17.4","+0.8","+4.82","0.15","0.22","0.01","-0.23","-0.04","0.2","0.21","0.9","0.12","0.47","0.01","-0.08","0.04"
"1130",="3363","上詮","62.4","+0.3","+0.48","0.27","0.54","-0.39","0.02","0.33","1.5","0.47","-0.04","0.09","0.25","0.23","0.38","-0.17"
"1131",="1528","恩德","12.55","+0.15","+1.21","0.16","0.01","-0.26","0.05","0.06","1.08","-0.04","0.09","0.35","0.28","0.08","0.07","0.1"
"1132",="3512","皇龍","29","+0.05","+0.17","0.81","0.55","0.95","0.84","1.05","1.27","0.63","1.59","2.07","0.68","-0.46","0.69","-0.15"
"1133",="1708","東鹼","31.8","+0.5","+1.6","0.6","0.24","0.32","0.23","0.57","0.59","1.37","1.51","1.43","1.71","0.18","-0.55","-0.37"
"1134",="4576","大銀微系統","67.3","+1.1","+1.66","0.49","0.32","0.44","0.48","0.58","0.81","0.62","0.99","0.79","0.55","0.39","0.05","-0.15"
"1135",="1464","得力","14.7","0","0","0.11","0.1","-0.21","0.25","0.01","0.12","0.1","0.3","0.25","0.45","-0.04","0.12","-0.08"
"1136",="6603","富強鑫","16.2","+0.15","+0.93","0.2","0.38","0.12","0.16","0.24","0.27","0.14","0.23","0.41","0.21","0.2","0.03","0.06"
"1137",="4162","智擎","84.9","-2.1","-2.41","0.83","0.13","3.59","0.52","1.14","0.5","0.77","0.68","0.56","0.61","0.37","0.57","0.52"
"1138",="1718","中纖","7.8","-0.05","-0.64","-0.02","1.94","-0.67","0.1","-0.19","0.07","0","-0.15","-0.13","-0.27","-0.46","-0.34","-0.17"
"1139",="6719","力智","220","+5.5","+2.56","2.94","2.89","1.6","2.42","3.83","5.16","4.35","5.19","5.78","3.78","0.19","-0.28","0.34"
"1140",="2355","敬鵬","35.7","+1.3","+3.78","0.25","0.07","0.26","-0.14","0.23","0.8","-0.04","0.01","0.3","0.52","0.42","0.11","0.41"
"1141",="6811","宏碁資訊","295","+19","+6.88","2.92","","6.35","1.95","1.4","1.57","2.86","3.18","2.54","3.48","2.54","2.88","3.33"
"1142",="3081","聯亞","92.2","+0.2","+0.22","0.92","1.94","2.51","2.13","1.16","0.35","0.08","0.22","0.98","1.13","1.29","-0.33","-0.45"
"1143",="4924","欣厚-KY","12.45","+0.1","+0.81","0.19","0.28","0.14","0.23","0.05","0.27","0.43","0.34","0.09","0.33","0.12","-0.16",""
"1144",="6456","GIS-KY","64","+0.5","+0.79","2.1","1.3","3.85","0.67","4.04","4.44","3.82","1.01","2.49","4.57","2.12","-3.43","0.36"
"1145",="2442","新美齊","19.2","0","0","0.34","0.27","0.77","0.15","1.38","0.16","0.33","0.1","0.31","-0.12","0.29","-0.28","0.77"
"1146",="3703","欣陸","26.05","+0.3","+1.17","0.64","0.48","0.49","0.58","0.39","0.23","1.02","1.5","1.14","0.56","0.3","0.26","0.7"
"1147",="9938","百和","47.9","-0.3","-0.62","1.27","1.22","1.37","1.95","2.31","1.17","1.48","1.56","1.87","1.34","0.33","0.45","0.24"
"1148",="2530","華建","25.95","+0.55","+2.17","0.01","-0.09","-0.1","-0.04","-0.06","-0.08","-0.04","0.04","0.02","0.05","0.45","-0.01","-0.02"
"1149",="6213","聯茂","80","+6.2","+8.4","1.57","1.99","2.39","1.93","2.58","2.47","2.31","2.11","1.14","0.73","0.89","0.2","0.12"
"1150",="6432","今展科","37.05","+0.55","+1.51","0.56","0.99","0.7","0.75","0.93","0.72","0.53","0.75","0.44","0.59","-0.28","0.16","0.46"
"1151",="4577","達航科技","28.3","+0.95","+3.47","0.57","0.21","1.08","0.75","0.01","0.16","1.2","1.24","1.19","0.54","-0.01","0.45","0.02"
"1152",="4155","訊映","32.95","-0.15","-0.45","0.26","0.33","0.43","0.32","0","0.16","-0.02","0.52","0.57","0.49","-0.06","0.18","0.14"
"1153",="8072","陞泰","25.75","+0.55","+2.18","0.17","0.14","-0.04","0.06","0.05","0.2","0.09","0.26","0.36","0.54","0.03","0.12","0.26"
"1154",="3489","森寶","11.45","0","0","0.1","0.22","-0.06","0.16","0.32","0.03","0.06","-0.09","0","-0.02","0.4","-0.07","0.25"
"1155",="3516","亞帝歐","17.5","+0.7","+4.17","0.13","0.06","-0.6","-0.11","0.32","0.4","0.25","0.29","0.1","0.21","0.51","0.03","0.15"
"1156",="1460","宏遠","7.71","-0.08","-1.03","-0.08","0.02","-1.19","0.04","0.11","0.12","0.16","-0.55","0.06","-0.05","0.53","0.01","-0.18"
"1157",="2929","淘帝-KY","10.5","+0.25","+2.44","-1.82","-6.84","-7.9","-0.75","-3.73","-0.89","-1.03","0.21","-0.64","2.12","-0.47","-0.08",""
"1158",="6136","富爾特","18.55","+0.1","+0.54","0.22","0.65","-0.06","-0.07","-0.03","0.77","0.56","-0.05","-0.01","0.93","-0.04","0.01","0"
"1159",="2511","太子","11.05","-0.05","-0.45","0.21","0.14","0.28","0.51","0.47","-0.26","0.23","0.27","0.27","0.11","0.26","0.1","0.08"
"1160",="5608","四維航","18.55","+0.55","+3.06","0.94","-0.32","-0.5","0.14","1.78","3.01","2.24","1.53","2.12","1.83","0.67","-0.5","-0.66"
"1161",="2363","矽統","26.4","+2.4","+10","0.16","0.09","-0.24","0","-0.24","0.62","-0.11","0.03","0.97","-0.12","-0.14","-0.12","1.15"
"1162",="3663","鑫科","34.2","+0.55","+1.63","0.22","0.17","0.19","0.18","0.21","0.22","0.34","0.39","0.45","0.15","0.13","0.11","0.14"
"1163",="2038","海光","18.75","0","0","0.38","0.13","0.35","0.45","0.93","0.42","0.74","0.45","0.28","0.3","0.12","0.28","0.16"
"1164",="1735","日勝化","16.55","-0.05","-0.3","0.13","0.31","0.54","0.02","0.11","-0.03","0","-0.08","0.17","0.04","0.22","0.21","0.01"
"1165",="3712","永崴投控","31.6","+0.75","+2.43","0.41","-0.05","1.03","0.39","0.12","0.42","0.83","0.54","0.38","0.86","0.37","-0.02","0.06"
"1166",="3652","精聯","28.25","+0.55","+1.99","0.28","0.34","0.44","0.37","0.41","0.38","-0.06","0.32","0.42","0.35","0.13","0.06","0.23"
