"排名","代號","名稱","成交","財報季度","營收(億)","營收成長(%)","毛利(億)","毛利成長(%)","淨利(億)","淨利成長(%)","毛利(%)","毛率增減","淨利(%)","淨率增減","EPS(元)","EPS增減(元)","ROE(%)","ROE增減","ROA(%)","ROA增減","財報評分"
"890",="3031","佰鴻","18.05","23Q1","15","-0.47","3.69","+0.89","2.31","+15.1","24.5","+0.33","15.1","+2.11","1.34","+0.18","7.84","+1.34","6.19","+0.79","57"
"891",="4563","百德","55.8","23Q1","25.3","-2.13","6.67","+1.96","0.97","-11.1","26.4","+1.06","3.83","-0.39","1.74","-0.24","7.85","-1.28","2.51","-0.34","39"
"892",="4306","炎洲","14.45","23Q1","137","-6.44","23.7","-8.41","7.93","-23.5","17.3","-0.37","6.42","-1.27","1.34","-0.38","7.86","-2.03","2.93","-0.84","38"
"893",="3622","洋華","35.65","23Q1","14.7","-4.89","4.19","+2.58","4.34","+4.33","28.5","+2.07","31.4","+3.28","2.83","+0.08","7.86","-0.07","7.02","-0.01","70"
"894",="3669","圓展","38.9","23Q1","28.8","-4.42","15.1","-4.03","2.3","-30.7","52.6","+0.21","8.01","-3.05","2.44","-1.14","7.93","-3.56","5.59","-2.4","60"
"895",="5312","寶島科","91.8","23Q1","34.5","+4.62","21.2","+5.22","2.25","+31.9","61.3","+0.35","6.51","+1.34","3.73","+0.9","7.94","+1.46","3.59","+0.77","47"
"896",="8032","光菱","31.25","23Q1","38.5","-5.94","5.18","-12","1.42","-22.3","13.5","-0.93","3.7","-0.78","2.72","-0.82","7.97","-1.96","4.04","-1.51","38"
"897",="3388","崇越電","70.2","23Q1","80.6","-7.41","13.3","-14","3.56","-23.7","16.5","-1.26","4.52","-0.93","4.81","-1.49","7.98","-2.43","5.51","-1.79","49"
"898",="2462","良得電","29.85","23Q1","45.4","-5.09","4.96","+21.9","2.12","+1.49","10.9","+2.42","4.67","+0.3","1.52","+0.04","7.99","+0.03","4.02","+0.02","40"
"899",="3713","新晶投控","28.3","23Q1","12.3","-3.76","1.93","-7.79","0.51","-25.6","15.7","-0.69","4.24","-1.21","0.64","-0.24","8.02","-2.58","2.48","-1.02","30"
"900",="1731","美吾華","21.45","23Q1","12.5","+0.53","8.18","+0.19","1.65","+1.94","65.4","-0.22","13.2","+0.18","1.25","+0.03","8.03","-0.06","6.15","-0.05","60"
"901",="6516","勤崴國際","94.7","23Q1","5","+3.99","2.54","+2.12","0.82","+3.75","50.7","-0.93","16.4","-0.04","1.77","+0.06","8.05","+0.24","7.06","+0.32","68"
"902",="6243","迅杰","47.7","23Q1","7.04","-1.38","2.62","+5.88","0.64","-16.2","37.3","+2.56","9.16","-1.62","1.44","-0.3","8.07","-1.87","5.59","-1.24","49"
"903",="6129","普誠","30.6","23Q1","20","+2.84","6.99","+0.62","1.76","+5.09","34.9","-0.77","8.74","+0.11","0.96","+0.03","8.09","+0.1","6.69","+0.23","53"
"904",="3450","聯鈞","40.85","23Q1","63.7","-5.94","11.7","-9.3","0.9","-53.2","18.4","-0.68","7.53","-2.04","0.63","-0.69","8.09","-2.45","4.78","-1.67","51"
"905",="3013","晟銘電","47.8","23Q1","68.8","+5.48","6.2","+10.6","2.38","+8.03","9.02","+0.41","3.46","+0.08","1.24","+0.07","8.09","-0.28","3.52","+0.44","34"
"906",="4746","台耀","102.5","23Q1","38.6","+2.58","15.5","+11.3","7.85","+91.7","40","+3.12","15.6","+9.84","6.55","+3.15","8.1","+5.28","5.03","+3.28","57"
"907",="2236","百達-KY","63","23Q1","15.1","+6.5","4.35","+10.2","1","+33.7","28.7","+0.97","6.4","+1.36","2.19","+0.55","8.11","+2.06","4.58","+1.16","41"
"908",="3356","奇偶","53.2","23Q1","13.3","+0.62","6.07","-1.33","1.45","+35.2","45.7","-0.9","11.4","+2.77","1.61","+0.42","8.11","+1.95","6.56","+1.92","64"
"909",="2109","華豐","14.45","23Q1","50.5","-6.69","10.1","-6.15","2.62","-10.9","20","+0.11","7.6","-0.61","0.92","-0.13","8.12","-1.49","4.61","-0.82","51"
"910",="9907","統一實","17.7","23Q1","420","-3.52","59.9","-7.08","19.3","-14.3","14.3","-0.55","4.32","-0.59","1.22","-0.2","8.12","-1.78","5.05","-0.82","49"
"911",="1558","伸興","111","23Q1","68.7","-4.58","14.8","+1.57","3.48","-29.6","21.5","+1.3","8","-0.69","5.14","-2.94","8.14","-1.33","5.51","-0.59","53"
"912",="2832","台產","22.9","23Q1","61.8","+2.1","24.6","+12","8.41","+25.2","39.9","+3.52","13.6","+2.51","2.33","+0.47","8.15","+1.48","3.9","+0.67","55"
"913",="2812","台中銀","15","23Q1","157","+4.74","","","55.4","+3.69","","","35.2","-0.36","1.09","-0.03","8.16","+0.1","0.7","+0.02","67"
"914",="8024","佑華","22.5","23Q1","3.94","-11.7","1.89","-16.5","0.57","-42","47.8","-2.74","14.6","-7.63","1.27","-0.93","8.16","-6.11","7.27","-5.22","66"
"915",="3322","建舜電","21.65","23Q1","25.6","-7.45","4.89","-4.85","1.12","-28","19.1","+0.52","4.37","-1.25","1.08","-0.37","8.17","-3.62","4.46","-1.55","45"
"916",="2103","台橡","25","23Q1","333","-1.56","45.7","-17.2","13.9","-22.2","13.7","-2.58","4.91","-1.36","1.68","-0.48","8.18","-2.21","4.57","-1.54","43"
"917",="1104","環泥","30.75","23Q1","73.6","+4.3","14.2","+3.83","16.2","-20.5","19.3","-0.09","24","-6.92","2.5","-0.62","8.2","-2.47","6.42","-1.83","51"
"918",="2359","所羅門","36.7","23Q1","48.6","-7.48","10.5","-3.11","3.92","-14.6","21.6","+0.97","8.49","-0.57","2.27","-0.4","8.21","-1.03","4.9","-0.92","49"
"919",="4106","雃博","31.65","23Q1","27.7","+3.92","11.2","+4.62","1.81","+12.4","40.3","+0.27","6.57","+0.48","1.79","+0.19","8.22","+0.67","5.66","+0.55","57"
"920",="4183","福永生技","19.9","23Q1","4.42","-4.7","1.07","-0.62","0.25","-0.38","24.2","+0.99","5.72","+0.25","1.05","-0.02","8.25","-0.1","4.57","-0.02","43"
"921",="1904","正隆","31.9","23Q1","428","-2.5","69","-5.92","21.3","-15.6","16.1","-0.59","5.39","-0.78","1.89","-0.38","8.25","-1.14","3.39","-0.58","43"
"922",="3465","進泰電子","85.2","23Q1","12.3","-14.5","2.46","-19.7","0.45","-59.4","20","-1.31","4.81","-3.6","1.39","-2.04","8.25","-6.52","2.9","-2.88","45"
"923",="1229","聯華","68.8","23Q1","126","+2.21","26.4","-1.85","36.8","-4.86","21","-0.87","36.4","-2.88","2.5","-0.13","8.25","-0.56","6.25","-0.59","57"
"924",="3531","先益","27.65","23Q1","21.7","-3.33","3.63","-3.85","1.47","-20.7","16.7","-0.09","6.72","-1.5","2.05","-0.97","8.26","-1.82","5.32","-1.29","45"
"925",="3310","佳穎","87.5","23Q1","14.9","-3.4","3.22","+4.59","1.22","-8.81","21.5","+1.64","8.15","-0.48","2.13","-0.39","8.27","-1.69","2.06","-0.24","38"
"926",="4584","君帆","47.3","23Q1","9.85","-5.76","3.35","-9.32","0.7","-24.3","34","-1.33","7.08","-1.73","2.51","-1.1","8.28","-3.11","3.91","-1.19","51"
"927",="2062","橋椿","23.05","23Q1","74.5","-9.57","11.3","-17.1","5.72","-22.3","15.2","-1.37","7.69","-1.26","2.83","-0.85","8.3","-2.35","4.45","-1.11","39"
"928",="6841","長佳智能","128","23Q1","0.57","+5.79","0.4","+3.11","1.55","+13.9","70.4","-1.83","273","+19.3","1.88","+0.34","8.31","-0.34","8.18","-0.27","70"
"929",="1726","永記","75.5","23Q1","97.4","+0.03","21.7","+0.6","8.07","-0.91","22.3","+0.13","8.29","-0.08","4.98","-0.05","8.33","-0.34","7.12","-0.07","51"
"930",="1604","聲寶","27.65","23Q1","88.9","-0.51","15","+2.74","6.62","+0.09","16.8","+0.53","8.04","+0.03","1.82","0","8.39","+0.01","5.29","0","45"
"931",="4129","聯合","74.5","23Q1","33.6","+5.94","25.3","+7.45","2.52","+13.9","75.4","+1.06","7.57","+0.52","3.22","+0.38","8.4","+0.84","4.56","+0.44","47"
"932",="6719","力智","251","23Q1","50.9","-16.3","18.9","-24.1","7.36","-36.5","37.1","-3.8","14.5","-4.59","9.31","-5.54","8.44","-11.4","7.39","-8.28","64"
"933",="8085","福華","40.8","23Q1","8.88","-0.64","0.62","-25.1","1.36","-20.8","6.93","-2.26","15.3","-3.91","0.97","-0.26","8.46","-2.36","4.83","-1.13","45"
"934",="8383","千附","38.65","23Q1","39.1","-2.65","7.59","-12.1","2.6","-13.1","19.4","-2.08","9.46","-1.13","2.31","-0.31","8.46","-1.91","6.38","-0.99","55"
"935",="2317","鴻海","108.5","23Q1","66,819","+0.83","4,037","+0.89","1,249","-11.8","6.04","0","2.02","-0.26","9.05","-1.16","8.47","-0.9","3.58","-0.18","34"
"936",="6477","安集","47.5","23Q1","30.1","-8.06","5.29","+11.3","2.65","+15.9","17.6","+3.06","8.83","+1.84","2.2","+0.27","8.48","+0.95","3.51","+0.43","43"
"937",="1525","江申","99.3","23Q1","16.5","+10.1","1.79","+21.1","4.02","+49","10.8","+0.98","24.3","+6.36","5.48","+1.8","8.48","+2.52","7.12","+2.19","57"
"938",="6163","華電網","18.95","23Q1","64.1","+5.19","13.1","+6.7","1.88","+36","20.4","+0.29","2.93","+0.66","1.45","+0.39","8.49","+2.25","3.44","+0.9","38"
"939",="4747","強生","107.5","23Q1","5.33","+7.75","2.21","+8.06","0.75","+14.9","41.4","+0.12","14","+0.87","2.5","+0.34","8.49","+0.95","7.23","+0.95","64"
"940",="8171","天宇","44.05","23Q1","14.3","-3.31","2.05","-8.27","0.95","-29.9","14.3","-0.78","6.62","-2.51","1.4","-0.8","8.49","-4.02","4.59","-2.26","45"
"941",="3066","李洲","19.55","23Q1","2.94","-6.43","-0.81","-156","1.67","-27.3","-27.7","-17.6","33.1","-26","2.03","-0.74","8.51","-7.36","5.35","-4.82","51"
"942",="8436","大江","185.5","23Q1","76.5","+2.89","31.8","+1.26","7.22","+1.23","41.5","-0.67","10.7","-0.35","6.13","+0.07","8.52","+0.19","5.44","+0.02","66"
"943",="4104","佳醫","95.4","23Q1","74.8","+4.15","15.4","+1.53","7.01","+5.08","20.5","-0.53","11.1","+0.19","4.73","+0.23","8.52","+0.68","5.18","+0.2","45"
"944",="4935","茂林-KY","52.3","23Q1","83.7","-13.9","14.3","-21.4","6.89","-33.6","17.1","-1.62","8.23","-2.44","5.36","-2.69","8.54","-4.53","5.97","-2.63","57"
"945",="3515","華擎","280.5","23Q1","165","-3.76","30.6","-17.3","5.77","-45.9","18.6","-3.04","4.16","-3","4.75","-3.94","8.58","-5.3","4.64","-3.36","43"
"946",="5533","皇鼎","18","23Q1","42.2","-12.4","12.7","-1.94","7.74","-23.7","30.2","+3.23","18.4","-2.72","2.72","-0.84","8.59","-3.09","6.06","-1.82","62"
"947",="8349","恒耀","61.1","23Q1","113","-1.73","20.3","-7","4.79","-18.7","18","-1.02","4.07","-0.91","1.86","-2.44","8.59","-2.47","2.82","-0.98","40"
"948",="6641","基士德-KY","47.7","23Q1","18","-2.09","6.55","-0.79","1.43","-21.6","36.3","+0.47","7.42","-2.02","3.95","-1.05","8.6","-2.9","5.4","-1.52","57"
"949",="6168","宏齊","23.8","23Q1","22.9","-7.12","6.83","-9.17","2.68","-28.7","29.8","-0.67","12","-4.05","1.31","-0.51","8.62","-2.95","6.33","-2.8","57"
"950",="2887","台新金","19.25","23Q1","691","+3.93","","","178","+19.6","","","25.7","+3.39","1.33","+0.24","8.64","+1.23","0.64","+0.08","57"
"951",="6140","訊達","20.4","23Q1","23","-1.41","1.94","+6.08","0.45","-9.21","8.47","+0.6","1.96","-0.17","1.1","-0.07","8.64","-0.91","3.04","-0.05","32"
"952",="9925","新保","41.6","23Q1","76.6","+0.07","27.5","+0.57","9.58","-0.72","36","+0.18","13.5","-0.06","2.47","-0.04","8.65","-0.27","5.76","-0.07","62"
"953",="2528","皇普","25.5","23Q1","27.3","+57.8","7.26","+63.7","4.49","+88.4","26.6","+0.95","16.5","+2.67","1.18","+0.54","8.67","+3.59","2.49","+1.16","40"
"954",="1587","吉茂","22","23Q1","24.7","-2.39","5.57","-5.48","1.14","-17.4","22.5","-0.74","4.59","-0.84","1.69","-0.32","8.68","-1.56","3.56","-0.91","41"
"955",="2427","三商電","27.25","23Q1","38.6","+1.83","13.1","+5.08","2.12","+10.4","34","+1.05","5.5","+0.43","1.14","+0.1","8.69","+0.56","3.98","+0.2","36"
"956",="2013","中鋼構","55.2","23Q1","197","+1.95","9.79","+1.74","4.67","-2.59","4.96","-0.01","2.36","-0.11","2.32","-0.07","8.7","-0.47","3.39","-0.12","34"
"957",="6606","建德工業","25.6","23Q1","8.63","-4.23","3.73","-3.14","1.36","-5.78","43.2","+0.49","15.7","-0.24","1.34","-0.13","8.71","-0.37","5.45","-0.38","61"
"958",="2884","玉山金","26.45","23Q1","571","+4.1","","","175","+10.9","","","30.7","+1.88","1.21","+0.11","8.72","+0.66","0.52","+0.05","62"
"959",="2302","麗正","18","23Q1","8.49","-3.29","3.3","-3.91","1.51","-14.1","38.9","-0.25","17.8","-2.24","0.86","-0.2","8.73","-0.93","7.02","-1.16","64"
"960",="8066","來思達","29","23Q1","48.4","-6.71","6.13","-5.55","0.28","-30.4","12.7","+0.16","1.24","-0.41","0.97","-0.37","8.73","-3.4","3.36","-1.53","40"
"961",="6151","晉倫","26.7","23Q1","16.2","-4.74","3.24","-6.3","0.96","-6.92","20","-0.33","5.93","-0.14","1.73","-0.14","8.74","-0.98","5.37","-0.5","43"
"962",="8249","菱光","32.2","23Q1","42.7","+0.31","8.2","+8.13","3.83","+6.39","19.2","+1.39","8.96","+0.51","3.38","+0.16","8.74","-0.43","5.41","-0.06","51"
"963",="1530","亞崴","32.7","23Q1","30.1","-2.79","6.06","-8.54","3.07","-13.4","20.1","-1.26","9.62","-1.65","3.07","-0.6","8.76","-1.95","4.58","-0.79","47"
"964",="1516","川飛","20.3","23Q1","13.5","-10.3","0.68","-9.08","0.41","-15.5","5.07","+0.07","3.04","-0.19","1.14","-0.22","8.76","-1.94","7.08","-1.09","41"
"965",="5371","中光電","72.3","23Q1","462","-7.17","90.4","-4.36","21.3","-9.59","19.6","+0.57","4.58","-0.27","5.49","-0.54","8.77","-1.03","3.77","-0.35","43"
"966",="2729","瓦城","285","23Q1","47.9","+5.6","23.9","+7.21","1.94","+75.3","50","+0.75","4.02","+1.58","6.28","+2.66","8.77","+3.45","4.02","+1.73","51"
"967",="4930","燦星網","26.6","23Q1","69.1","-6.63","12.9","-0.14","2.44","-7.61","18.7","+1.22","7.26","+0.14","3.09","-0.11","8.8","+0.13","4.06","-0.21","51"
"968",="5534","長虹","79.1","23Q1","57.3","-34.2","24.2","-36.7","17.4","-38.9","42.3","-1.66","30.4","-2.33","6.04","-3.78","8.81","-6.14","3.97","-2.5","55"
"969",="6270","倍微","23.25","23Q1","44.9","-2.5","3.74","-7.34","1.47","-11.6","8.32","-0.43","3.28","-0.34","2.06","-0.25","8.85","-2.16","5.21","-1.48","34"
"970",="6214","精誠","103","23Q1","336","+1.55","75.2","+2.41","12.3","+12.9","22.3","+0.19","3.86","+0.45","4.98","+0.58","8.86","+0.92","4.75","+0.75","45"
"971",="6494","九齊","61.6","23Q1","15","-15.6","5.75","-27.9","1.12","-62.9","38.4","-6.52","7.44","-9.5","3.53","-6.01","8.87","-16.4","6.58","-10.8","49"
"972",="1336","台翰","24.2","23Q1","27.2","+1.77","4.73","+0.6","1.47","-6.88","17.4","-0.2","5.41","-0.5","1.88","-0.17","8.89","-0.75","5.91","-0.35","53"
"973",="1323","永裕","31.8","23Q1","35.6","-5.13","7.36","-8.43","1.55","-16.7","20.7","-0.74","7","-0.76","1.73","-0.32","8.91","-1.42","4.3","-0.83","45"
"974",="1760","寶齡富錦","128","23Q1","23.5","-1.92","13","-1.3","1.65","-9.25","55.3","+0.35","7.03","-0.57","1.9","-0.23","8.91","-0.34","5.49","-0.54","55"
"975",="4127","天良","14.8","23Q1","5.04","-4.59","3.18","-5.57","0.41","-31","63","-0.65","8.14","-3.11","0.89","-0.41","8.92","-4.46","6.34","-2.59","50"
"976",="5876","上海商銀","44.3","23Q1","460","+3.06","","","156","+4.15","","","43","+0.22","3.21","-0.12","8.94","+0.16","0.87","+0.01","67"
"977",="3019","亞光","66.3","23Q1","184","-3.42","36.2","-3.84","8.67","-6.24","19.6","-0.09","6.89","-0.17","2.99","-0.3","8.95","+0.15","5.99","-0.26","51"
"978",="2231","為升","154.5","23Q1","42.1","+6.35","17.6","+6.85","6.21","-1.35","41.7","+0.2","10.9","-0.89","4.62","-0.08","8.96","-0.57","4.73","-0.12","55"
"979",="2506","太設","9.13","23Q1","9.46","+10.3","-3.19","+21.3","6.64","+15.3","-33.7","+13.5","84.3","+1.35","1.78","+0.19","8.97","+0.98","5.68","+0.6","45"
"980",="5244","弘凱","32.25","23Q1","8.52","-7.41","3.78","-7.02","1.51","-13.5","44.3","+0.19","17.7","-1.25","2.24","-0.34","8.98","-3.15","7.69","-1.93","70"
"981",="5471","松翰","48.55","23Q1","28.7","-14.6","13","-17","3.74","-35.3","45.3","-1.35","13.1","-4.19","2.09","-1.36","8.99","-5.6","7.49","-4.35","66"
"982",="6284","佳邦","54","23Q1","61.9","-1.52","15.2","-2.12","5.28","-10.6","24.6","-0.15","8.51","-0.88","3.76","-0.46","8.99","-1.4","5.12","-0.81","53"
"983",="2348","海悅","66.1","23Q1","46.1","-9.52","18.4","-19.3","6.43","-31.1","39.9","-4.85","13.1","-4.6","5.5","-2.38","9","-4.88","2.44","-1.29","45"
"984",="3167","大量","41","23Q1","18.8","-20.9","4.18","-29.8","2","-36.1","22.3","-2.83","10.6","-2.58","2.52","-1.39","9.01","-4.6","3.73","-2.1","45"
"985",="4543","萬在","51.7","23Q1","9.58","-0.59","2.79","+9.34","1.42","+1.3","29.1","+2.64","14.8","+0.28","2.54","+0.05","9.01","+0.12","5.93","0","60"
"986",="8103","瀚荃","37.95","23Q1","34","-8.88","10.5","-5.13","2.74","-17.4","30.9","+1.22","7.97","-0.83","3.5","-0.7","9.02","-2.05","5.19","-1.19","53"
"987",="3219","倚強科","60.1","23Q1","13.4","-9.62","7.16","-9.6","0.85","-44.5","53.3","+0.02","10.1","-3.21","1.21","-0.96","9.02","-3.99","6.35","-2.68","64"
"988",="1785","光洋科","37","23Q1","230","-10.8","30.3","-12.9","11.8","-15.1","13.2","-0.31","5.18","-0.37","1.98","-0.37","9.04","-2.11","4.58","-0.91","40"
"989",="6568","宏觀","138","23Q1","13.6","+4.47","5.2","-1.24","1.25","+2.44","38.2","-2.21","9.15","-0.18","4.15","+0.1","9.04","+0.88","6.92","+0.19","55"
"990",="6662","樂斯科","32.3","23Q1","2.35","-0.57","1.03","-1.79","0.42","-0.14","43.7","-0.54","18","+0.08","1.66","+0.01","9.04","-0.21","7.36","-0.04","70"
"991",="5880","合庫金","28.35","23Q1","564","+6","","","208","+2.91","","","37.9","-1.22","1.49","+0.04","9.04","+0.06","0.47","+0.01","62"
"992",="5538","東明-KY","36","23Q1","151","-2.26","16.5","-18","6.37","-30.1","10.9","-2.1","4.24","-1.69","3.06","-1.47","9.09","-4.49","4.75","-2.45","38"
"993",="3687","歐買尬","109","23Q1","16.7","-0.17","7.24","-0.92","0.76","-6.69","43.4","-0.33","19.7","+0.19","2.55","-0.16","9.1","-3.47","4.14","-0.52","55"
"994",="3376","新日興","89.3","23Q1","107","-9.42","22.7","-9.19","14.6","-12.2","21.2","+0.05","13.6","-0.43","7.77","-0.91","9.1","-1.47","6.75","-1","57"
"995",="2464","盟立","36.5","23Q1","106","-1.98","17.9","-4.59","3.59","-30.3","17","-0.47","3.47","-1.38","1.69","-0.94","9.1","-3.1","3.04","-1.15","43"
"996",="8028","昇陽半導體","61.5","23Q1","32.6","+3.99","8.39","+0.9","3.19","-1.77","25.7","-0.79","7.9","-2.46","2.07","-0.1","9.15","-2.66","3.43","-0.93","49"
"997",="6671","三能-KY","42.25","23Q1","18.3","-1.6","6.67","-1.26","1.55","+4.97","36.4","+0.12","8.42","+0.6","2.54","+0.11","9.15","+0.55","6.71","+0.33","60"
"998",="6207","雷科","30.45","23Q1","12.8","-7.56","4.23","-6.33","1.54","+2.01","33","+0.43","11.9","+1.04","1.94","+0.12","9.16","-0.07","3.71","0","53"
"999",="2542","興富發","42.15","23Q1","287","+7.79","100","+11.7","38.4","+2.67","34.9","+1.21","16.1","+1.48","2.31","+0.02","9.22","+0.97","2.14","+0.32","45"
"1000",="4973","廣穎","30.95","23Q1","43.7","+0.64","7.43","+9.69","1.91","+4.21","17","+1.4","4.37","+0.15","3","+0.11","9.22","+0.49","6.07","0","43"
"1001",="6125","廣運","81.6","23Q1","55.1","+2.83","10.4","+4.36","4.2","-10.7","18.9","+0.28","8.39","+0.11","1.69","-0.22","9.23","+1.02","4.33","+0.17","47"
"1002",="8150","南茂","36.2","23Q1","214","-9.02","38","-22.6","23.5","-30.3","17.8","-3.11","11","-3.36","3.25","-1.39","9.25","-4.45","5.36","-2.35","57"
"1003",="8299","群聯","407","23Q1","532","-11.7","152","-12.6","34.6","-36","28.5","-0.32","6.5","-2.47","18","-9.71","9.26","-5.16","6.02","-2.76","49"
"1004",="3048","益登","26.2","23Q1","1,139","-4.08","38.4","-3.32","5.13","-37.7","3.37","+0.03","0.45","-0.24","1.46","-1.65","9.26","-7.52","1.82","-1","30"
"1005",="5498","凱崴","11.6","23Q1","13.2","-9.25","-0.37","-172","1.99","+7405","-2.81","-6.36","14.9","+14.7","1.04","+1.03","9.28","+9.13","4.74","+4.66","30"
"1006",="6177","達麗","31.6","23Q1","60.7","-29.3","16","-32.4","7.22","-39.8","26.4","-1.21","11.9","-2.02","1.88","-1.21","9.31","-7.03","1.97","-1.22","43"
"1007",="5011","久陽","23.1","23Q1","46.4","-3.66","4.02","-10.7","2.45","-13.9","8.67","-0.68","4.73","-0.65","2.46","-0.56","9.34","-1.8","5.28","-1.37","49"
"1008",="3689","湧德","48.2","23Q1","61.2","-3.18","12","-0.83","2.96","-9.47","19.6","+0.47","4.61","-0.31","3.85","-0.4","9.35","-0.8","4.98","-0.69","36"
"1009",="2704","國賓","51.4","23Q1","13.9","-3.91","-0.12","-292","12.9","+18.9","-0.89","-1.34","93","+17.9","3.52","+0.55","9.36","+0.78","7","+0.92","49"
"1010",="4119","旭富","110","23Q1","10.5","+17.1","3.59","+23.3","3.31","+7.21","34.1","+1.72","31.4","-2.9","3.5","+0.26","9.37","+0.48","6.89","+0.14","66"
"1011",="1319","東陽","52.6","23Q1","219","+2.7","55.2","+9.87","23.4","+8.79","25.3","+1.65","10.2","+0.63","3.96","+0.32","9.37","+0.61","6.42","+0.42","57"
"1012",="8255","朋程","177.5","23Q1","43.3","+3.23","12.7","+5.09","5.24","-6.44","29.2","+0.52","12.4","-1.19","5.75","-0.39","9.38","+0.03","5.24","-0.62","47"
"1013",="3086","華義","74.6","23Q1","1.3","-12","0.89","-8.71","0.27","-25","68.9","+2.5","21.2","-3.68","1.17","-0.48","9.42","-2.22","7.63","-2.3","72"
"1014",="2115","六暉-KY","30.8","23Q1","28.4","-6.63","6.11","-8.14","2.98","+31.5","21.5","-0.35","10.5","+3.05","3","+0.72","9.44","+1.88","5.94","+1.42","57"
"1015",="2904","匯僑","19.7","23Q1","4.89","+2.92","1.89","+11.3","1.04","-2.46","38.7","+2.9","21.3","-1.18","1.36","-0.14","9.46","-0.5","5.37","-0.22","57"
"1016",="3581","博磊","23.4","23Q1","15.4","+2.1","5.52","-2.64","0.62","-2.57","35.8","-1.74","6.06","+0.08","1.22","-0.04","9.48","+0.05","4.6","+0.05","45"
"1017",="3380","明泰","42.9","23Q1","346","+2.96","63.5","+1.58","9.57","+4.37","18.3","-0.25","3.42","-0.02","1.76","+0.07","9.49","+0.62","4.38","-0.08","38"
"1018",="2235","謚源","41.55","23Q1","6.46","-10.7","1.69","-9.52","1.26","-23.5","26.2","+0.34","19.5","-3.27","3.49","-1.1","9.49","-3.18","6.61","-1.09","60"
"1019",="2618","長榮航","36.1","23Q1","1,524","+10.4","224","+13.9","82.4","+16.2","14.7","+0.45","6.01","+0.34","1.54","+0.2","9.5","+1.22","2.84","+0.41","45"
"1020",="9938","百和","55.1","23Q1","150","-7.75","49.8","-10.9","11.9","-21.6","33.2","-1.16","8.78","-2.21","3.96","-1.14","9.51","-3.21","4.21","-1.68","49"
"1021",="2880","華南金","22.1","23Q1","555","+3.35","","","186","+7.54","","","33.6","+1.31","1.38","+0.11","9.52","+0.54","0.52","+0.03","57"
"1022",="2892","第一金","28.15","23Q1","700","+3.35","","","223","+8.19","","","31.8","+1.42","1.68","+0.12","9.54","+0.36","0.55","+0.02","62"
"1023",="1591","駿吉-KY","37.55","23Q1","5.23","-23.3","1.11","-32.7","0.45","-48.1","21.2","-2.97","8.53","-4.07","1.3","-1.21","9.57","-9.23","6.68","-6.95","64"
"1024",="2412","中華電","115","23Q1","2,197","+1.35","810","+1.22","371","+1.6","36.9","-0.05","17.5","-0.01","4.77","+0.07","9.57","-0.11","7.38","+0.05","66"
"1025",="4912","聯德控股-KY","81.2","23Q1","53.4","-10.8","11.9","-6.52","2.73","-30.1","22.3","+1.02","5.95","-1.32","4.37","-1.9","9.59","-3.86","4.13","-1.34","45"
"1026",="9935","慶豐富","19.2","23Q1","50.3","-4.9","9.2","-0.1","1.97","-10.5","18.3","+0.88","3.93","-0.24","1.2","-0.11","9.6","-0.66","2.99","-0.33","38"
"1027",="6538","倉和","149","23Q1","15.6","+4.56","5.84","+3.52","1.59","-6.51","37.5","-0.38","10.2","-1.21","4.3","-0.27","9.6","-0.38","6.08","-0.83","60"
"1028",="4440","宜新實業","30","23Q1","13.5","-10.5","2.5","-21.7","1.47","-25","18.5","-2.65","10.9","-2.1","2.14","-0.76","9.61","-3.5","6.41","-2.49","47"
"1029",="6109","亞元","15.1","23Q1","13","-1.86","3.28","+3.13","0.64","-3.87","25.2","+1.22","4.97","-0.08","0.92","-0.25","9.62","-0.56","5.13","-0.18","51"
"1030",="6261","久元","68.3","23Q1","41.4","-9.93","12.8","-20.8","6.62","-22.5","31","-4.25","16.7","-2.64","5.17","-1.48","9.62","-3.17","7.7","-2.42","64"
"1031",="4568","科際精密","56.6","23Q1","11.8","-9.32","3.61","-9.24","1.01","-32.3","30.6","+0.03","8.56","-2.91","3.19","-1.57","9.62","-3.46","5.88","-2.66","55"
"1032",="1786","科妍","93.9","23Q1","5.77","+3.59","3.93","+5.61","1.48","+4.1","68","+1.3","25.6","+0.12","2.25","+0.11","9.65","+0.08","7.19","+0.69","75"
"1033",="9940","信義","28.4","23Q1","143","+3.98","32.8","+1.36","12.5","+1.91","23","-0.59","8.8","-0.21","1.69","+0.03","9.66","-0.43","3.98","+0.29","49"
"1034",="2890","永豐金","18","23Q1","476","+0.65","","","163","+2.13","","","34.3","+0.5","1.41","+0.01","9.67","-0.4","0.64","0","62"
"1035",="3702","大聯大","57.8","23Q1","7,101","-8.4","271","-8.37","77.5","-26.2","3.82","0","1.1","-0.27","4.64","-1.38","9.69","-4.13","2.56","-0.94","28"
"1036",="2915","潤泰全","60.8","23Q1","29","+0.87","10.2","+4.15","80.5","-33.8","35.2","+1.11","274","-145","7.92","-7.63","9.7","-1.87","7.15","-1.9","60"
"1037",="1517","利奇","16.75","23Q1","44.7","-12","8.3","-17.4","4.13","-27.3","18.6","-1.21","8.88","-2.04","3.13","+0.58","9.71","-4.23","7.34","-2.66","55"
"1038",="2481","強茂","77.6","23Q1","124","-6.45","35.3","-11.7","12.8","-27.4","28.5","-1.7","10.5","-2.84","3.33","-1.27","9.71","-2.84","4.49","-1.81","45"
