"排名","代號","名稱","成交","財報季度","營收(億)","營收成長(%)","毛利(億)","毛利成長(%)","淨利(億)","淨利成長(%)","毛利(%)","毛率增減","淨利(%)","淨率增減","EPS(元)","EPS增減(元)","ROE(%)","ROE增減","ROA(%)","ROA增減","財報評分"
"376",="1338","廣華-KY","40.55","23Q1","66.8","-9.02","13.5","-9.88","-0.47","-135","20.2","-0.19","-0.77","-2.55","-0.57","-2.2","-0.75","-2.71","-0.45","-1.6","45"
"377",="2369","菱生","17.55","23Q1","55","-8.37","2.3","-55.8","-0.2","-110","4.18","-4.49","-0.82","-4.16","-0.05","-0.61","-0.74","-4.08","-0.51","-2.71","40"
"378",="8921","沈氏","14.7","23Q1","6.91","+5.45","0.75","+0.13","-0.02","-110","10.8","-0.57","-1.03","-3.41","-0.05","-0.56","-0.74","-2.42","-0.57","-1.91","40"
"379",="5514","三豐","20.2","23Q1","0.07","+2.96","0.05","+3.93","-0.19","-33.2","75.8","+0.71","-259","-58.9","-0.09","-0.02","-0.66","-0.16","-0.4","-0.09","30"
"380",="2849","安泰銀","14.9","23Q1","58.4","-2.41","","","-2.02","-119","","","-3.46","-21.3","-0.1","-0.64","-0.6","-3.76","-0.06","-0.37","24"
"381",="1314","中石化","9.31","23Q1","228","-8.94","-18.5","-49.8","-4.4","-289","-8.11","-3.18","-2.07","-2.89","-0.12","-0.18","-0.59","-0.86","-0.34","-0.51","21"
"382",="3232","昱捷","24.55","23Q1","14.3","+0.69","1.49","-4.42","-0.03","-122","10.5","-0.56","-0.23","-1.28","-0.06","-0.45","-0.54","-3.04","-0.25","-1.43","30"
"383",="5481","新華","13.05","23Q1","0.93","-0.04","0.52","-0.61","-0.06","+38.7","55.7","-0.32","-7.43","+3.45","-0.09","+0.05","-0.53","+0.23","-0.4","+0.18","43"
"384",="2022","聚亨","9.35","23Q1","93.1","-3.2","6.84","+10.8","-0.71","+41.1","7.35","+0.93","-0.37","+0.35","-0.15","+0.1","-0.51","+0.56","-0.37","+0.43","36"
"385",="6654","天正國際","47.5","23Q1","5.04","-9.84","1.18","-15","-0.05","-118","23.3","-1.41","-1.01","-6.13","-0.15","-0.85","-0.49","-3.11","-0.22","-1.44","34"
"386",="8489","三貝德","23.55","23Q1","12.4","-0.39","5.38","-2.04","-0.4","-2.14","43.3","-0.73","-0.35","+0.21","-1.12","-0.04","-0.48","+0.28","-0.25","+0.13","45"
"387",="4716","大立","13.4","23Q1","6.21","-6.51","0.82","-9.93","-0.03","+79.8","13.2","-0.5","-0.8","+1.23","-0.04","+0.13","-0.46","+0.79","-0.3","+0.49","40"
"388",="6101","寬魚國際","38.65","23Q1","2.72","+386","0.43","+2411","-0.05","+88.3","15.9","+12.8","-1.71","+69.2","-0.04","+0.31","-0.43","+3.27","-0.42","+3.04","43"
"389",="6124","業強","46.55","23Q1","19.7","-5.65","1.82","-28.4","-0.15","-117","9.23","-2.94","-0.69","-4.78","-0.07","-0.53","-0.38","-2.79","-0.27","-1.97","43"
"390",="2064","晉椿","16.85","23Q1","18.8","-12.7","1.03","-43","-0.04","-105","5.49","-2.91","-0.22","-3.88","-0.06","-1.2","-0.37","-7","-0.14","-2.72","28"
"391",="2349","錸德","9.43","23Q1","79","+2.1","14","+6.36","-1.47","+1.79","17.8","+0.71","-0.39","+0.49","-0.22","0","-0.29","+0.35","-0.16","+0.19","43"
"392",="1103","嘉泥","21.15","23Q1","23.9","+6.16","1.8","+35.7","-0.8","+55.7","7.52","+1.64","-2.96","+4.76","-0.12","+0.16","-0.29","+0.44","-0.18","+0.27","30"
"393",="4554","橙的","27.4","23Q1","3.12","-12.3","1.09","-17.9","-0.01","-104","35","-2.37","-0.38","-7.86","-0.05","-1.19","-0.27","-6.43","-0.17","-4.1","34"
"394",="1710","東聯","21.05","23Q1","208","-5.89","-0.96","-74.5","7.42","+1809","-0.46","-0.21","-0.16","+3.42","0.85","+0.81","-0.21","+5.01","-0.1","+2.21","26"
"395",="4711","永純","15.9","23Q1","10.2","-10.3","0.67","+35.7","-0.02","+88.1","6.57","+2.23","-0.22","+1.47","-0.04","+0.27","-0.21","+1.54","-0.16","+1.27","39"
"396",="1440","南紡","15.45","23Q1","216","-1.54","11.5","-52.3","-0.74","-106","5.32","-5.66","-0.18","-5.6","-0.05","-0.75","-0.14","-4.41","-0.08","-2.45","34"
"397",="3002","歐格","14.2","23Q1","7.21","-3.69","1.59","+3.12","-0.03","-142","22","+1.46","-0.24","-1.86","-0.03","-0.09","-0.13","-1.04","-0.1","-0.76","45"
"398",="3252","海灣","20.5","23Q1","5.56","-3.35","2.05","-8.45","-0.05","-210","36.9","-2.05","-0.42","-1.04","-0.1","-0.19","-0.12","-0.3","-0.06","-0.15","36"
"399",="1316","上曜","11.7","23Q1","22.9","-1.68","5.42","-7.7","1.05","-25.2","23.7","-1.54","-0.24","-2.65","0.53","-0.17","-0.1","-1.15","-0.05","-0.55","28"
"400",="8044","網家","45.8","23Q1","445","-3.37","52.1","-4.3","-1.42","-168","11.7","-0.11","-0.01","-0.11","-1.12","-0.7","-0.08","-0.63","-0.03","-0.2","36"
"401",="8937","合騏","23.05","23Q1","2.06","-2.74","0.43","+16.2","0.03","-29.3","20.9","+3.4","-0.17","-1","0.05","-0.01","-0.05","-0.3","-0.03","-0.18","40"
"402",="8054","安國","37","23Q1","16.3","+1.74","7.2","-2.42","-0.19","-137","44.1","-1.88","-0.1","-6.9","-0.21","-0.78","-0.05","-2.87","-0.04","-2.49","49"
"403",="2305","全友","21.95","23Q1","5.51","-0.79","1.51","-0.66","-0.08","-167","27.5","+0.04","-0.15","-3.54","-0.04","-0.1","-0.04","-0.88","-0.03","-0.68","43"
"404",="1809","中釉","14.75","23Q1","25","-3.38","4.96","-6.14","0.32","-48.3","19.8","-0.58","-0.03","-1.26","0.2","-0.18","-0.02","-0.96","-0.02","-0.72","38"
"405",="4562","穎漢","15.9","23Q1","7.84","+2.83","2.59","+9.58","0.02","+118","33","+2.03","-0.02","+1.82","0.03","+0.17","-0.02","+1.23","-0.01","+0.52","34"
"406",="4939","亞電","16.8","23Q1","15.3","-7.13","3.27","-9.31","0","-101","21.4","-0.51","-0.01","-2.1","0","-0.35","-0.01","-2.19","-0.01","-1.17","38"
"407",="6552","易華電","35.4","23Q1","18.3","-13.2","1.01","-54.4","0.01","-99.3","5.49","-4.96","0.03","-3.44","0.01","-0.87","0.02","-2.78","0.01","-1.52","45"
"408",="2399","映泰","26.85","23Q1","22.4","-0.03","2.14","-20.3","0.01","-90.8","9.58","-2.43","0.05","-0.52","0.01","-0.06","0.05","-0.5","0.04","-0.38","43"
"409",="2436","偉詮電","60.6","23Q1","25","-13.4","6.45","-23.5","0.54","-63.5","25.8","-3.41","0.12","-3.61","0.3","-0.53","0.08","-2.83","0.05","-1.86","43"
"410",="6021","美好證","14.95","23Q1","8.14","-6.32","7.43","-6.7","0.07","-86.4","91.2","-0.37","0.88","-5.16","0.02","-0.15","0.14","-0.9","0.05","-0.32","39"
"411",="1626","艾美特-KY","18.1","23Q1","91.4","-0.9","15.2","+4.94","0.06","-98.7","16.6","+0.92","0.07","-5.07","0.04","-3.21","0.18","-15.7","0.06","-4.98","34"
"412",="2547","日勝生","9.07","23Q1","58.1","-0.81","28.8","-0.9","-0.13","-118","49.6","-0.04","0.4","-1.33","-0.01","-0.09","0.2","-0.67","0.04","-0.14","36"
"413",="1236","宏亞","22.7","23Q1","20.5","-2.61","5.71","+0.45","0.05","-98.7","27.8","+0.85","0.27","-19.8","0.05","-3.86","0.21","-16.6","0.14","-11.1","47"
"414",="1326","台化","64.3","23Q1","3,675","-3.26","49.6","-61.1","5.31","-92.8","1.35","-2","0.29","-2.13","0.09","-1.17","0.26","-2","0.18","-1.42","40"
"415",="1457","宜進","17.35","23Q1","38.5","-11.1","4.34","-24.2","0.76","-92.5","11.3","-1.95","0.63","-46.2","0.34","-4.21","0.27","-23.7","0.12","-10.4","32"
"416",="2431","聯昌","11.75","23Q1","9.09","-9.19","0.38","-29.5","0.04","-61.2","4.22","-1.22","0.44","-0.6","0.04","-0.05","0.28","-0.44","0.21","-0.32","45"
"417",="1325","恆大","22.95","23Q1","5.14","-7.28","0.38","-12","0.12","-29.4","7.48","-0.41","1.68","-0.76","0.17","-0.02","0.29","-0.17","0.28","-0.16","57"
"418",="1732","毛寶","27.05","23Q1","5.75","-2.12","2.17","-2.69","0.02","-69.1","37.7","-0.22","0.28","-0.6","0.04","-0.08","0.33","-0.74","0.26","-0.52","51"
"419",="6582","申豐","55","23Q1","11.9","-30.3","2.19","-48.9","0.2","-88.3","18.5","-6.72","1.72","-8.56","0.19","-1.46","0.35","-2.28","0.27","-2.03","49"
"420",="1451","年興","19.85","23Q1","82.3","-5.38","4.75","-41.1","0.28","-93.5","5.78","-3.51","0.33","-4.57","0.14","-2.01","0.37","-5.31","0.3","-4.38","45"
"421",="6288","聯嘉","32.1","23Q1","39.6","+3.63","6.3","+3.52","0.1","-40.4","15.9","-0.02","0.25","-0.18","0.05","-0.04","0.39","-0.29","0.17","-0.12","38"
"422",="8410","森田","47.7","23Q1","10","-3.9","1.92","+0.24","0.07","-70.6","19.1","+0.79","0.65","-1.49","0.18","-0.43","0.43","-1.07","0.32","-0.79","41"
"423",="3105","穩懋","171.5","23Q1","156","-14.9","33.4","-29.4","5.18","-71.2","21.4","-4.38","0.96","-6.75","1.23","-3.02","0.43","-3.48","0.21","-1.76","47"
"424",="4190","佐登-KY","79.3","23Q1","29.2","+5.17","19.7","+4.35","0.1","-29.5","67.5","-0.53","0.34","-0.17","0.17","-0.07","0.46","-0.17","0.12","-0.05","55"
"425",="4523","永彰","50.5","23Q1","5.34","-4.2","1.31","-5.36","0.12","+114","24.6","-0.3","0.92","+17.9","0.19","+1.63","0.47","+10.5","0.31","+7.04","36"
"426",="2024","志聯","17.05","23Q1","10.5","-10.3","0.9","-33.5","0.06","-87.6","8.63","-3.01","0.56","-3.48","0.06","-0.42","0.48","-3.39","0.27","-1.97","27"
"427",="4406","新昕纖","10.3","23Q1","5.49","-3.78","0.15","-39.8","0.03","-83.6","2.66","-1.59","0.62","-3","0.07","-0.33","0.53","-2.69","0.39","-2.01","40"
"428",="6743","安普新","56.3","23Q1","44.2","-12.6","7.1","+3.53","0.17","-77.2","16.1","+2.5","0.35","-1.11","0.11","-0.39","0.56","-2.1","0.19","-0.67","34"
"429",="4426","利勤","21.55","23Q1","15.4","+9.85","2.68","+116","0.15","+119","17.5","+8.59","1","+6.69","0.1","+0.56","0.57","+3.5","0.31","+1.92","43"
"430",="3466","致振","27.95","23Q1","13.7","+17.7","2.99","+21.4","0.06","+39.8","21.8","+0.67","0.43","+0.07","0.1","+0.03","0.58","+0.17","0.38","+0.12","34"
"431",="2401","凌陽","28.3","23Q1","57.8","-13.7","27.1","-17.8","-2.47","-214","46.9","-2.34","1.24","-8.76","-0.43","-0.8","0.58","-4.93","0.46","-3.81","53"
"432",="6209","今國光","28.7","23Q1","33.9","-5.31","2.93","-6.76","0.19","-71","8.65","-0.13","0.56","-1.26","0.11","-0.26","0.6","-1.43","0.42","-1","38"
"433",="3027","盛達","48.5","23Q1","12.6","+3.8","3.02","+1.71","0.02","-95.9","24","-0.49","0.94","-3.26","0.02","-0.39","0.61","-2.48","0.36","-1.36","49"
"434",="5272","笙科","27","23Q1","4.06","-20.2","2.19","-21.6","0.07","-86","53.8","-0.94","1.66","-7.82","0.12","-0.76","0.62","-3.81","0.51","-3.22","49"
"435",="6527","明達醫","113.5","23Q1","8.66","+8.82","2.81","+7.44","1.2","+4.31","32.5","-0.42","0.57","-13.9","5.06","+0.24","0.64","-14.8","0.5","-11.3","55"
"436",="6560","欣普羅","32.05","23Q1","2.44","-33.1","0.64","-35.5","0.04","-89.3","26.2","-0.97","1.46","-7.68","0.14","-1.15","0.66","-5.62","0.56","-4.29","53"
"437",="4720","德淵","14.65","23Q1","35.4","-3.19","6.31","-1.86","0.09","-53.8","17.8","+0.24","0.27","-0.42","0.12","-0.08","0.66","-1.15","0.29","-0.48","43"
"438",="4130","健亞","29","23Q1","4.71","+7.27","1.74","+12.5","0.1","+182","37","+1.73","2.15","+4.96","0.09","+0.2","0.7","+1.59","0.63","+1.43","60"
"439",="4764","雙鍵","46.2","23Q1","25.2","-10.1","3.47","-16","0.17","-72.4","13.8","-0.98","0.65","-1.5","0.19","-0.52","0.71","-1.89","0.34","-0.92","43"
"440",="1810","和成","21.2","23Q1","48.4","-3.25","12.4","-5.55","0.49","-68.8","25.5","-0.62","1.05","-2.11","0.15","-0.31","0.73","-1.55","0.48","-1","43"
"441",="1444","力麗","10.8","23Q1","116","-5.27","6.52","-38.1","1.19","-75.7","5.62","-2.98","0.81","-3.02","0.12","-0.39","0.77","-3.12","0.47","-1.89","40"
"442",="6834","天二科技","26.3","23Q1","9.8","-10.9","1.59","-36.8","0.12","-88.3","16.2","-6.66","1.25","-8.22","0.14","-1.12","0.81","-6.14","0.58","-4.43","49"
"443",="6169","昱泉","22.95","23Q1","0.07","+79.8","0.02","+92.8","0.03","-52.4","23.5","+1.58","36.3","-101","0.12","-0.12","0.83","-0.88","0.65","-0.69","48"
"444",="1776","展宇","17","23Q1","13.5","-6.78","1.71","-11.9","0.06","-67.1","12.7","-0.74","0.72","-0.73","0.09","-0.18","0.84","-1","0.52","-0.63","49"
"445",="1584","精剛","34.25","23Q1","20.6","+16.5","2.62","+4.38","1.64","+12.2","12.7","-1.47","0.8","-7.46","1.07","-0.05","0.92","-7.59","0.46","-3.78","36"
"446",="6130","星寶國際","31.8","23Q1","1.21","+42.4","0.46","+13.2","0.05","+265","38.1","-9.8","5.03","+3.53","0.11","+0.08","0.92","+0.71","0.75","+0.58","55"
"447",="3591","艾笛森","26.05","23Q1","18.2","-1.35","4.74","+2.44","0.22","-14.8","26.1","+0.97","1.49","-0.35","0.17","-0.03","0.95","-0.27","0.7","-0.16","53"
"448",="4706","大恭","18.7","23Q1","11.2","-8.56","1.51","-23.3","0.15","-70.9","13.5","-2.6","1.33","-2.84","0.19","-0.45","0.98","-2.42","0.88","-2.13","51"
"449",="2442","新美齊","17.25","23Q1","5.45","-0.54","1.5","-3.58","0.46","-67.7","27.5","-0.87","8.09","-17.1","0.18","-0.38","0.99","-2.12","0.3","-0.72","32"
"450",="2461","光群雷","24.85","23Q1","61.7","-3.92","11.4","-1.18","2.48","-10.5","18.5","+0.52","0.68","-1.07","1.62","-0.2","1","-1.64","0.5","-0.87","40"
"451",="8042","金山電","35.05","23Q1","33.6","-9.9","6.32","-5.1","0.41","-60.9","18.8","+0.95","1.19","-1.68","0.3","-0.51","1","-1.75","0.49","-0.84","40"
"452",="2477","美隆電","20.8","23Q1","28.9","-17.1","3.37","-30","0.51","-45.6","11.6","-2.14","1.59","-0.81","0.32","-0.18","1.03","-0.84","0.54","-0.44","45"
"453",="5356","協益","29.7","23Q1","35.4","-4.45","2.76","+7.12","0.5","+182","7.77","+0.84","1.3","+3.04","0.49","+1.09","1.05","+2.53","0.79","+1.89","47"
"454",="1309","台達化","19.6","23Q1","171","-5.31","12.5","-29","0.81","-80.2","7.3","-2.43","0.48","-1.8","0.2","-0.84","1.07","-4.47","0.83","-3.29","45"
"455",="2610","華航","24.5","23Q1","1,562","+3.62","111","-2.65","10.9","-61.8","7.09","-0.46","0.53","-0.96","0.18","-0.3","1.08","-1.92","0.29","-0.47","43"
"456",="2388","威盛","127.5","23Q1","91.3","-1.76","29.6","-10.7","-0.32","+61.6","32.4","-3.26","1.65","-0.74","-0.06","+0.11","1.08","-0.47","0.63","-0.34","49"
"457",="3373","熱映","20.95","23Q1","5.44","-3.58","1.13","-12.2","0.11","-61","20.7","-2.02","2.05","-3.02","0.26","-0.4","1.08","-1.66","0.97","-1.46","53"
"458",="6767","台微醫","45.1","23Q1","2.29","+10.8","1.76","+12.5","0.04","+125","76.9","+1.14","1.85","+10.1","0.15","+0.73","1.12","+5.62","0.84","+4.22","49"
"459",="1110","東泥","19.65","23Q1","18.8","+4.73","1.19","-1.79","1.54","+3.07","6.34","-0.42","5.31","-0.72","0.27","+0.01","1.14","-0.1","0.86","-0.09","36"
"460",="2527","宏璟","23.25","23Q1","10.4","-25","3.79","-31.4","1.36","-55.4","36.4","-3.41","11.4","-9.17","0.52","-0.65","1.14","-1.69","0.6","-0.92","36"
"461",="1220","台榮","14.3","23Q1","33.7","-4.6","2.61","-15.6","0.06","-87.5","7.72","-1.01","0.86","-1.17","0.03","-0.23","1.14","-1.71","0.94","-1.27","40"
"462",="8466","美吉吉-KY","49.4","23Q1","27.9","-14.6","5.43","-21.2","0.54","-62.4","19.5","-1.62","1.05","-2.91","0.82","-1.36","1.16","-3.9","0.45","-1.63","45"
"463",="1474","弘裕","12.5","23Q1","29.2","-8.34","3.41","-16","0.24","-69.4","11.7","-1.06","0.88","-1.65","0.18","-0.42","1.19","-2.63","0.63","-1.35","45"
"464",="2104","國際中橡","20.05","23Q1","228","-2.45","31.4","-4","4.88","-28.2","13.8","-0.22","1.89","-0.95","0.47","-0.23","1.19","-0.69","0.73","-0.42","47"
"465",="4905","台聯電","72.3","23Q1","0.84","+1.14","0.26","+0.18","0.34","+176","30.8","-0.3","40","+93","1.15","+2.64","1.19","+2.78","1.16","+2.73","64"
"466",="3673","TPK-KY","40","23Q1","894","-7.99","38.3","-6.9","4.1","-24.5","4.28","+0.05","0.5","-0.1","1.01","-0.33","1.22","-0.38","0.48","-0.24","45"
"467",="8110","華東","13.75","23Q1","90.4","-4.89","6.99","-17","2.39","-7.41","7.73","-1.13","1.47","-0.17","0.44","-0.06","1.23","-0.22","0.66","-0.11","45"
"468",="2405","輔信","15.25","23Q1","17.4","+0.07","6.95","-0.5","0.44","-19.9","40","-0.23","2.62","-0.61","0.13","-0.03","1.23","-0.29","1.03","-0.21","57"
"469",="2239","英利-KY","68.5","23Q1","231","+1.57","25.2","+5.05","1.4","+1.17","10.9","+0.36","0.84","-0.02","1.19","+0.02","1.26","-0.04","0.56","-0.01","43"
"470",="8033","雷虎","57","23Q1","11","+1.13","4.29","+3.87","0.02","-79.3","39","+1.03","1.37","-0.87","0.01","-0.06","1.3","-1.19","0.83","-0.74","49"
"471",="3306","鼎天","40.05","23Q1","11.7","-3.62","1.78","+5.54","0.23","+76.4","15.2","+1.32","1.92","+0.87","0.46","+0.21","1.37","+0.56","1.15","+0.5","49"
"472",="1454","台富","16.65","23Q1","17.1","-4.8","1.79","-5.31","0.22","-32.2","10.5","-0.06","1.28","-0.52","0.21","-0.05","1.37","-0.63","1.09","-0.48","43"
"473",="3323","加百裕","32.5","23Q1","97.6","-12.1","7.88","-20.9","0.34","-84.7","8.08","-0.9","0.34","-1.64","0.42","-2.33","1.39","-7.25","0.49","-2.6","30"
"474",="1472","三洋實業","42.9","23Q1","12.2","+4.67","1.04","-4.07","0.11","+190","8.48","-0.77","0.88","+0.56","0.44","+0.29","1.39","+0.91","0.42","+0.28","34"
"475",="6695","芯鼎","42.65","23Q1","10.7","-1.77","4.73","-3.2","0.21","-69.7","44","-0.65","1.97","-4.4","0.22","-0.58","1.39","-3.18","1.19","-2.56","60"
"476",="2362","藍天","34.65","23Q1","213","-4.05","46.9","-5.03","5.92","-28.2","22","-0.23","2.78","-0.93","1.02","-0.39","1.41","-0.57","0.63","-0.26","38"
"477",="1324","地球","11.7","23Q1","9.58","-2.51","1.62","+5.12","0.14","+188","16.9","+1.22","1.44","+0.95","0.19","+0.13","1.45","+0.95","1.15","+0.75","51"
"478",="4960","誠美材","11.75","23Q1","85.7","-9.76","4.9","-36.9","1.48","-68","5.72","-2.46","1.73","-3.14","0.23","-0.46","1.46","-2.85","0.94","-2.06","45"
"479",="6512","啟發電","20.75","23Q1","3","-10.1","0.67","-9.78","0.06","-73.6","22.2","+0.07","1.98","-4.76","0.24","-0.66","1.47","-4.06","1.28","-3.54","52"
"480",="2882","國泰金","44.5","23Q1","2,778","-18.6","","","102","-72.8","","","3.87","-7.24","0.7","-1.88","1.47","-3.5","0.09","-0.23","52"
"481",="6505","台塑化","79.3","23Q1","8,471","-0.11","47.1","-70.9","52","-63.9","0.56","-1.36","0.61","-1.09","0.55","-0.96","1.49","-2.75","1.17","-2.1","45"
"482",="4510","高鋒","17.2","23Q1","19.1","-7.07","3.81","-7.1","0.31","-37.8","20","-0.01","1.53","-0.74","0.3","-0.16","1.55","-0.92","0.6","-0.35","45"
"483",="3615","安可","20.75","23Q1","10.9","-3.2","2.06","-8.95","0.01","-77","18.8","-1.19","3.5","-1.02","0.02","-0.07","1.55","-0.56","1.13","-0.41","51"
"484",="1413","宏洲","9.04","23Q1","27.3","-13.4","1.12","-46","0.19","-81.1","4.12","-2.49","0.69","-2.46","0.14","-0.61","1.57","-6.78","0.67","-2.93","34"
"485",="6504","南六","76","23Q1","61.2","+2.3","6.6","+5.16","0.56","-2.42","10.8","+0.29","0.92","-0.04","0.76","-0.04","1.58","-0.07","0.55","-0.01","43"
"486",="2630","亞航","44.75","23Q1","43.1","+5.9","2.81","+11.8","0.3","+122","6.51","+0.34","0.7","+0.36","0.23","+0.15","1.59","+0.9","0.61","+0.33","25"
"487",="2851","中再保","22.4","23Q1","212","-0.42","5.6","+10.5","2.73","+7.62","2.64","+0.26","1.28","+0.1","0.34","-0.07","1.59","+0.08","0.53","+0.02","45"
"488",="2002","中鋼","29.3","23Q1","4,257","-5.31","185","-42","62.9","-64.6","4.35","-2.75","1.45","-2.55","0.43","-0.72","1.63","-3.21","0.9","-1.73","38"
"489",="3518","柏騰","37.6","23Q1","3.79","-17.2","0.83","-27.1","0.26","+2.75","21.8","-2.95","6.39","+1.09","0.3","-0.01","1.63","-0.04","1.32","-0.01","55"
"490",="8431","匯鑽科","63.3","23Q1","10.3","-9.04","2.26","-14.4","0.05","-79.9","22","-1.36","1.74","-2.26","0.12","-0.47","1.65","-2.6","1.04","-1.58","51"
"491",="1616","億泰","9.95","23Q1","37.5","+0.8","3.18","+7.56","0.27","+47.5","8.48","+0.53","0.73","+0.23","0.14","+0.04","1.66","+0.52","0.82","+0.24","30"
"492",="1321","大洋","34.9","23Q1","60.7","-6.78","4.32","+16.8","1.03","+341","7.13","+1.44","1.69","+2.35","0.46","+0.65","1.66","+2.34","0.83","+1.17","30"
"493",="2374","佳能","19.95","23Q1","51.7","-2.16","11.2","-4.39","0.9","-33.2","21.7","-0.51","2.16","-1.11","0.31","-0.17","1.67","-0.95","1.28","-0.67","55"
"494",="3419","譁裕","19.5","23Q1","20.1","+1.21","3.98","+4.7","0.29","-12.6","19.9","+0.66","1.21","-0.31","0.24","-0.04","1.69","-0.38","0.99","-0.23","45"
"495",="8935","邦泰","12.35","23Q1","10.1","-6.54","1.58","-8.16","0.14","-47.2","15.7","-0.28","1.43","-1.1","0.17","-0.15","1.69","-1.68","0.82","-0.75","45"
"496",="1445","大宇","18.7","23Q1","15.6","+3.45","1.55","+30.2","0.29","+160","9.92","+2.04","1.82","+1.1","0.22","+0.14","1.74","+1.07","1.38","+0.85","43"
"497",="3346","麗清","52.4","23Q1","66.3","+0.24","8.74","+3.51","0.46","+48.7","13.2","+0.42","0.69","+0.23","0.42","+0.12","1.75","+0.53","0.59","+0.17","27"
"498",="8092","建暐","12","23Q1","4.16","-0.87","0.74","+2.33","0.05","-2.23","17.7","+0.55","1.3","-0.02","0.13","-0.01","1.75","-0.07","0.69","-0.01","30"
"499",="6104","創惟","114","23Q1","25.4","-21.7","10.2","-32.7","0.32","-92.3","40.1","-6.56","1.23","-11.6","0.36","-4.24","1.78","-19.9","0.85","-11","49"
"500",="1101","台泥","36.6","23Q1","1,173","+2.92","99.7","+3.99","56.1","+3.76","8.5","+0.09","3.67","+0.02","0.8","+0.06","1.81","+0.02","0.94","+0.02","45"
"501",="2881","富邦金","64.8","23Q1","1,574","-39.3","","","144","-69.2","","","9.38","-9.07","1.17","-2.37","1.83","-4.32","0.14","-0.31","48"
"502",="4533","協易機","28.3","23Q1","36.6","+3.02","9.12","+8.1","0.44","+53.6","24.9","+1.17","1.21","+0.4","0.28","+0.1","1.83","+0.63","0.71","+0.25","49"
"503",="2357","華碩","298","23Q1","5,102","-5.03","584","-21.2","25.8","-82.4","11.4","-2.36","0.9","-2.24","3.46","-16.32","1.85","-5.26","0.93","-2.52","38"
"504",="2363","矽統","17.65","23Q1","1.73","-5.25","-0.08","-265","3.77","-22","-4.43","-6.97","208","-47","0.51","-0.14","1.85","-0.55","1.85","-0.54","49"
"505",="2417","圓剛","21","23Q1","37.4","-5.98","18.9","-4.34","-0.37","-219","50.7","+0.87","2.1","-2.87","-0.27","-0.5","1.87","-2.82","1.26","-1.87","55"
"506",="2034","允強","29.05","23Q1","167","-1.12","17","-22.1","1.9","-63.3","10.2","-2.74","1.14","-1.94","0.43","-0.73","1.87","-3.36","0.97","-1.7","34"
"507",="2486","一詮","46.75","23Q1","49.7","-4.41","5.75","-0.59","0.93","-10.1","11.6","+0.44","1.64","-0.13","0.41","-0.06","1.9","-0.28","1.01","-0.12","45"
"508",="1617","榮星","16.45","23Q1","33.3","-7.08","2.31","-8.23","0.5","-1.96","6.95","-0.09","1.19","+0.06","0.31","-0.02","1.91","-0.09","1.15","-0.03","45"
"509",="2901","欣欣","25.3","23Q1","1.13","-0.13","0.92","+0.01","0.17","-1.15","81.4","+0.12","14.6","-0.15","0.22","-0.01","1.91","-0.03","1.68","-0.02","64"
"510",="2069","運錩","17.85","23Q1","132","-5.76","9.36","-20","0.83","-56.7","7.08","-1.26","0.63","-0.74","0.5","-0.66","1.95","-2.62","0.82","-1.08","32"
"511",="3489","森寶","11.05","23Q1","8.48","-8.17","0.68","-6.14","0.25","+4.3","7.97","+0.17","2.99","+0.36","0.29","0","1.95","+0.09","0.67","+0.01","36"
"512",="9946","三發地產","13.55","23Q1","22.2","-2.27","3.62","-6.35","1.28","-8.48","16.3","-0.71","5.75","-0.39","0.34","-0.09","1.95","-0.19","0.83","-0.07","38"
"513",="8107","大億金茂","16.85","23Q1","8.36","+2.7","1.24","-15.1","0.29","-11.8","14.9","-3.11","3.47","-0.57","0.73","+0.29","1.97","-0.27","0.96","-0.16","38"
"514",="4142","國光生","36.8","23Q1","23.7","+5.19","9.46","+6.12","2.77","-4.95","39.9","+0.35","5.24","-1.26","0.66","-0.02","1.99","-0.26","1.45","-0.26","55"
"515",="5381","合正","22.5","23Q1","4.52","+39.7","1.09","+23.2","0.18","+3.87","24.1","-3.24","3.98","-1.38","0.07","-0.03","2","-0.26","0.88","-1.16","38"
"516",="6233","旺玖","25.05","23Q1","4.21","-4","1.6","-8.74","0.21","-46.7","38.1","-1.98","5.08","-4.06","0.27","-0.23","2.01","-1.92","1.79","-1.69","55"
"517",="1468","昶和","15","23Q1","13.7","-3.03","0.1","-46.9","0.19","-49.1","0.7","-0.58","1.83","-0.71","0.12","-0.11","2.04","-0.89","0.76","-0.42","34"
"518",="2515","中工","11.1","23Q1","154","+1.98","14","+1.45","4.92","-40.2","9.08","-0.05","3.09","-2.24","0.33","-0.21","2.06","-1.48","1","-0.72","28"
"519",="5601","台聯櫃","36.55","23Q1","0.87","+0.41","0.52","+0.82","0.29","+0.9","59.6","+0.24","33.3","+0.16","0.44","0","2.09","+0.01","1.55","+0.01","64"
"520",="3164","景岳","24.85","23Q1","3.57","-3.07","2.48","-3.35","0.42","-26.4","69.5","-0.19","8.88","-4","0.51","-0.15","2.09","-1.05","1.85","-0.95","60"
"521",="5488","松普","11.9","23Q1","12.9","+7.1","1.48","+2.45","0.19","+4.62","11.5","-0.52","1.46","-0.03","0.16","-0.04","2.11","+0.04","1.23","+0.01","39"
