"排名","代號","名稱","成交","財報季度","現金(%)","應收帳款(%)","存貨(%)","速動資產(%)","流動資產(%)","投資(%)","固定資產(%)","無形資產(%)","其他資產(%)","流動負債(%)","長期負債(%)","其他負債(%)","負債總額(%)","股東權益(%)","每股淨值(元)","財報評分"
"451",="9930","中聯資源","51.1","23Q2","4.11","10.6","3.32","17.2","23","11.5","49.4","0.06","2.03","25","15.1","0.39","52.9","47.1","22.92","40"
"452",="3019","亞光","62.8","23Q2","46.4","19.2","15.1","66.4","82.5","2.83","12.3","0.33","0.52","30.1","","0.61","31.6","68.4","43.66","49"
"453",="1217","愛之味","13.05","23Q2","3.11","7.45","7.21","12.3","20","62.9","14.3","0.05","0.49","21.6","23.2","0.42","46.4","53.6","13.88","38"
"454",="1316","上曜","11.85","23Q2","6.2","0.95","61","10.7","77.6","6.76","14.5","0.68","0.14","51.7","3.6","0.11","56.1","43.9","11.92","28"
"455",="1626","艾美特-KY","17.55","23Q2","11.5","29.4","20.1","44.9","68.2","0.46","26.9","0.07","0.65","64.7","0","2.37","67.4","32.6","21.77","40"
"456",="5014","建錩","13.2","23Q2","7.15","16.2","17.2","41.3","62.5","8.05","24.2","0.04","1.88","54.5","12.8","0.29","68.4","31.6","15.95","38"
"457",="4104","佳醫","91.4","23Q2","13.8","30.5","6.68","47.9","56","35.1","4.42","0.26","1.77","35.6","","0.09","38.2","61.8","55.93","45"
"458",="3552","同致","127.5","23Q2","21","39.3","13.3","62.9","76.7","2.55","13","1.15","1.18","53.4","1.97","0.2","61.5","38.5","46.94","40"
"459",="2397","友通","68.7","23Q2","13.3","21.4","26.7","35.2","62.8","1.94","21.9","9.02","0.37","38.2","10.4","0.25","53.4","46.6","26.53","38"
"460",="6026","福邦證","12.9","23Q2","4.4","9.21","","85.7","94.1","2.57","0.22","0.12","4.84","53.6","","","53.9","46.1","13.33","66"
"461",="3709","鑫聯大投控","23.15","23Q2","13.6","41.1","38.9","55","95.1","0.78","0.6","0.02","0.47","73.3","","0.24","75.6","24.4","20.4","28"
"462",="2355","敬鵬","35.7","23Q2","20.4","16.5","15.1","45.3","65.2","","28.4","","4.35","24.7","","0.14","28.8","71.2","39.02","45"
"463",="5511","德昌","77.2","23Q2","19.2","21.6","6.64","59.4","81.9","7.08","4.08","0.12","1.1","37.3","11.6","0.1","53.3","46.7","47.54","60"
"464",="1321","大洋","34.25","23Q2","6.07","4.65","3.38","13.7","17.6","52.7","27.9","","0.35","8.37","32.7","0.79","52.2","47.8","25.88","34"
"465",="3078","僑威","89","23Q2","25.4","29","14.1","66.7","82.4","0.84","14.6","0.05","0.6","47.6","","0.19","51.8","48.2","25.57","57"
"466",="1604","聲寶","27.5","23Q2","6.43","7.95","10.6","16","28.4","26.5","40.8","0.3","0.49","28.6","4.83","2.02","43","57","21.62","49"
"467",="2707","晶華","231","23Q2","15.7","5.39","0.24","40.8","41.5","11.3","19.2","0.2","0.88","31.8","0.09","2.91","59.7","40.3","30.6","70"
"468",="2102","泰豐","17.2","23Q2","11.2","1.64","1.3","13.5","21.4","0.92","54.2","0.09","22.1","13.2","40.6","5.74","66","34","6.92","26"
"469",="3515","華擎","250.5","23Q2","23.5","11.2","50.2","41.8","94.1","0.02","2.84","0.05","0.37","41.9","","0.13","42.7","57.3","62.19","43"
"470",="4536","拓凱","163","23Q2","37.1","14.8","12.9","54.7","68.9","","25.6","","0.59","36","1.34","0.25","43.7","56.3","81.45","61"
"471",="3026","禾伸堂","93.8","23Q2","19.9","19.9","21.5","41.8","63.7","4.24","30","0.04","1.37","25.8","11.2","0.32","38","62","60.61","51"
"472",="1773","勝一","127.5","23Q2","2.27","9.3","12.2","11.6","25.7","9.46","62.3","0.08","0.31","22.2","19.5","0.1","43.4","56.6","31.56","57"
"473",="1231","聯華食","86.8","23Q2","4.47","15.5","15.8","22.9","40.6","4.36","47","0.06","6.39","24.6","27.8","0.7","53.9","46.1","22.82","40"
"474",="6613","朋億*","126.5","23Q2","24.1","19.3","18.3","64.2","90.3","2.91","3.97","0.64","0.22","49.8","7.8","0.36","61.7","38.3","44.54","57"
"475",="2489","瑞軒","12.35","23Q2","16.9","15.8","14.3","62.5","77.7","5.87","11.6","0.13","1.47","27","","0.44","30.2","69.8","17.54","43"
"476",="2415","錩新","35.1","23Q2","6.72","14.3","4.57","77.4","83.4","1.94","8.28","0.38","1.64","60.8","6.31","0.07","68.6","31.4","17.42","34"
"477",="4190","佐登-KY","70.1","23Q1","17.5","2.22","4.39","19.7","24.6","5.33","42.1","13.1","1.66","47.4","12.2","0.33","73.7","26.3","34.85","55"
"478",="2323","中環","13.4","23Q2","11.1","9.04","11.3","42","54.1","24.2","16.4","0.26","2.81","16.1","6.09","0.47","23.8","76.2","17.14","68"
"479",="8050","廣積","107.5","23Q2","17.5","9.59","14.5","32.8","48.6","20.8","27.8","0.69","0.64","18.5","24.9","0.01","43.8","56.2","35.37","55"
"480",="2351","順德","101","23Q2","8.36","16.8","28.6","25.6","55.1","0.18","41.4","0.43","0.47","30.8","11.5","1.22","46.7","53.3","35.34","45"
"481",="9908","大台北","32.75","23Q2","20.8","2.21","0.79","36.5","37.5","35.6","26.1","0","0.59","12.9","","11.8","29.6","70.4","25.26","66"
"482",="4967","十銓","62.4","23Q2","8.39","24.9","57.8","35","94.3","0.2","4.37","0.02","0.09","71.7","2.75","0.06","74.8","25.2","28.13","21"
"483",="8478","東哥遊艇","458","23Q2","23.9","9.41","35.8","41.9","82.8","","12.2","0.29","0.1","32.2","18.4","0.07","53.8","46.2","56.82","77"
"484",="8028","昇陽半導體","56.2","23Q2","9.45","5.27","2.84","21.5","24.5","0.16","68","0.42","2.92","20.4","42.1","0.3","66.7","33.3","19.01","51"
"485",="8938","明安","72","23Q2","28.8","15.2","16.4","44.1","61.4","0.53","29.4","0.12","1.84","30.5","7.17","0.34","43.9","56.1","47.25","53"
"486",="1533","車王電","55.7","23Q2","9.53","11.3","21.7","26","50.4","7.27","27","3.77","0.89","28.2","30.8","1.13","67.3","32.7","25.56","28"
"487",="2419","仲琦","37.65","23Q2","25.8","22","26.1","48","76.7","0.28","17.3","0.83","1.08","44","4.31","0","50.1","49.9","15.44","36"
"488",="1582","信錦","59.5","23Q2","27.9","21.1","6.49","61.6","70.8","2","18.4","3.31","0.72","35.8","11.9","0.21","50.7","49.3","42.71","45"
"489",="6284","佳邦","49.4","23Q2","22.8","18.4","7.68","41.2","57.8","4.25","33.4","1.53","1.26","30.9","15.4","0.58","49.2","50.8","42.14","55"
"490",="3346","麗清","47.25","23Q2","7.96","29.1","32.3","41.7","76.2","","18","0.3","2.27","52","13.9","0.01","67.4","32.6","26.07","27"
"491",="6230","尼得科超眾","155","23Q2","29","26.2","15.8","55.2","73.1","0.42","22.5","0.32","0.39","36.5","6.67","0.36","51.2","48.8","63.31","47"
"492",="4175","杏一","91","23Q2","9.29","3.77","16.2","13.3","31.5","17.2","28.6","0.46","2.44","38.6","15.2","2.25","80.3","19.7","36.6","43"
"493",="2069","運錩","16.55","23Q2","2.24","11","34.3","13.3","50.6","0.48","45.4","0","0.78","50.5","9.25","0.14","60.3","39.7","22.76","19"
"494",="3528","安馳","50.5","23Q2","16.4","22.9","50.7","39.3","96.8","1.9","0.45","0.06","0.04","75.6","","0.2","75.9","24.1","27.16","36"
"495",="3661","世芯-KY","1970","23Q1","20.6","13.1","41.6","43.7","89.7","2.58","5.66","0.3","0.92","28.6","","0.11","29.2","70.8","189.29","57"
"496",="3324","雙鴻","312.5","23Q2","11.9","37.5","18","49.6","69.5","1.32","24.7","1.47","0.93","47.8","1.82","","49.7","50.3","63.23","47"
"497",="2007","燁興","9.46","23Q2","2.57","1.3","9.31","4.02","17.2","39.6","41.9","","0.16","14.8","32","","46.8","53.2","11.95","23"
"498",="6108","競國","17.75","23Q2","47.3","19.7","7.39","68","75.8","0.31","22","0.11","0.19","57.7","1.08","1.14","61.4","38.6","21.94","43"
"499",="2704","國賓","54.4","23Q2","3.73","8.28","0.27","60.5","61.1","20.4","5.55","","1.11","5.68","","0.11","19.8","80.2","61.63","62"
"500",="4930","燦星網","24.9","23Q2","21.3","6.58","6.21","66.4","73.4","1.72","6.31","0.11","0.77","20.6","","0.58","49.5","50.5","37.43","49"
"501",="2731","雄獅","137","23Q2","43.4","8.57","0.02","52","75.4","4.78","4.73","0.24","1.6","54.2","2.26","0.98","65.8","34.2","28.79","57"
"502",="8436","大江","161.5","23Q2","35.8","6.7","7.08","44.5","53.6","4.01","31.9","4.85","4.23","31.8","4.33","0.08","37.5","62.5","66.47","64"
"503",="1437","勤益控","28","23Q2","6.58","0.22","0.42","16.4","17.1","81.4","0.02","","0.98","8.58","27.6","3.52","43","57","36.12","64"
"504",="2316","楠梓電","37.1","23Q2","7.23","7.36","7.09","17","34.3","36","19.3","0.01","8.2","25.1","9.88","0.65","41.2","58.8","43.45","28"
"505",="2059","川湖","956","23Q2","65.7","5.95","4.6","74","78.8","","15.3","0.01","0.06","16.5","4.14","0.18","27","73","156.38","84"
"506",="2441","超豐","59.9","23Q2","19.8","11.3","4.72","34.5","39.8","5.04","54.1","0.34","0.5","19.7","","1.62","21.5","78.5","35.26","62"
"507",="3052","夆典","12.45","23Q2","1.93","44.8","6.64","51.6","93.3","2.9","1.37","","1.95","56.6","5.72","0","62.7","37.3","16.12","34"
"508",="3701","大眾控","56.4","23Q2","18.4","25.2","30.1","44.7","75.5","12.7","4.96","0.3","0.88","37","5.76","3.51","49.7","50.3","15.21","43"
"509",="1219","福壽","20","23Q2","11.2","16.2","25.2","27.9","55.6","4.01","37.7","0.64","0.16","38.1","12.1","0.03","55.2","44.8","13.55","38"
"510",="3708","上緯投控","91","23Q2","18.3","27.4","5.55","45.7","60","9.24","26.4","0.38","1.4","25","14.6","0.38","40.3","59.7","69.77","57"
"511",="2038","海光","18.75","23Q2","3.95","9.69","23.7","14.7","41.8","8.97","47.9","0.07","0.44","39.7","14.7","0","57.7","42.3","20.51","36"
"512",="2702","華園","21.95","23Q2","31","0.61","0.01","43.1","43.9","0.66","43.4","8.4","0.15","10.2","48.8","0","63.1","36.9","21.3","43"
"513",="6743","安普新","50.1","23Q2","1.9","16.2","23.2","22.4","46.3","0.15","41.4","1.41","1.88","57","8.95","0.04","66.6","33.4","18.32","26"
"514",="3710","連展投控","9.9","23Q2","12.5","24","11.4","40.7","53.6","1.22","33.9","0.57","1.06","57.9","7.04","0.91","72.9","27.1","6.05","32"
"515",="4551","智伸科","135.5","23Q2","20.8","20.3","12.7","41.1","56.5","0.01","37.3","0.08","2.97","36.2","","0.03","41.1","58.9","66.68","49"
"516",="4960","誠美材","11.85","23Q2","28.9","19.4","18.3","48.9","68.6","1.44","27.3","0.07","1.01","25.9","9.42","0","36.4","63.6","16.34","34"
"517",="8039","台虹","42.3","23Q2","19.4","25.4","12.9","45.1","58.8","2.67","33","1.19","0.25","21.5","15.7","1.31","41.3","58.7","35.79","45"
"518",="6125","廣運","75.7","23Q2","15.8","4.06","6.6","35.5","49.8","16.8","24.2","0.16","2.61","40.5","4.27","1.51","49.7","50.3","13.98","55"
"519",="2458","義隆","116.5","23Q2","18.5","14.6","20.7","38.9","60","17.5","10.7","4.92","0.44","27.8","3.41","2.45","38.7","61.3","27.99","62"
"520",="4746","台耀","90.5","23Q2","14.4","8.19","12.8","23.9","37.6","15.5","44.1","1.56","0.36","23.4","15.4","0.12","39.2","60.8","62.32","45"
"521",="1419","新紡","43.6","23Q2","7.38","2.58","6.76","23.2","30.4","66.1","2.09","0.02","0.23","23.8","1.35","0.63","30.9","69.1","39.62","45"
"522",="1701","中化","23.3","23Q2","3.91","18.3","20","23.6","44.4","18.9","32.3","0.16","1.63","29.2","9.38","0.75","41.4","58.6","24.91","43"
"523",="1608","華榮","20.25","23Q2","2.8","10.5","30.9","20.8","51.9","21.7","23.5","0","0.38","31.3","","0.02","38.5","61.5","17.16","40"
"524",="1443","立益物流","28.3","23Q2","1.45","2.56","0.72","4.16","7.81","22.2","69.1","","0.71","43.2","28","1.2","78","22","13.65","49"
"525",="1467","南緯","12.45","23Q2","21","9.73","13.8","30.8","49.9","18.6","23.6","3.1","0.85","34.7","24.8","0.18","64.1","35.9","11.87","34"
"526",="3707","漢磊","75.4","23Q2","35.6","10.5","13.4","46.2","60.8","4.23","29.9","0.44","0.01","23.1","12","1.81","40.9","59.1","16.61","47"
"527",="2414","精技","32.85","23Q2","7.88","43.7","21.6","56.2","79.5","0.35","15.3","0.48","1.71","53.7","1.31","1.24","57","43","17.65","34"
"528",="2616","山隆","30.8","23Q2","11.2","6.36","3.35","17.5","27.7","23.4","36.2","1.12","2.41","26.2","14.2","0.69","49.9","50.1","36.93","40"
"529",="6869","雲豹能源-創","89.3","23Q2","14","11.4","0.6","41.4","61.6","12.5","16.9","0.39","2.13","47.3","7.69","0.94","60.9","39.1","27.23","53"
"530",="6768","志強-KY","61.6","23Q1","30.6","12.4","9.93","43","67.9","0","24.3","0.18","0.72","19.4","3.56","0","26.9","73.1","72.14","53"
"531",="6415","矽力*-KY","297.5","23Q1","47","4.29","13","55","69.3","15.4","5.2","6.05","1.79","11","0","3.41","14.6","85.4","77.83","57"
"532",="3188","鑫龍騰","14.45","23Q2","2.21","0.03","90.8","2.23","99.5","","0.06","0.16","0.11","47.3","21.8","0","69.2","30.8","12.39","34"
"533",="2605","新興","19.05","23Q2","20","2.88","0.29","31.1","32.2","6.67","60.7","","0.44","16.2","6.3","0.05","22.6","77.4","27.37","60"
"534",="1234","黑松","38.8","23Q2","5.51","3.97","24","12","36.5","36.4","25.5","0.03","0.98","11.7","","0.97","22.2","77.8","44.82","45"
"535",="4961","天鈺","130.5","23Q2","8.58","12.1","8.72","62.5","73","19","4.06","0.28","3.16","18.9","","0.59","19.9","80.1","90.07","62"
"536",="6188","廣明","109.5","23Q2","19.9","17","6.93","57.9","80.7","0.15","16.1","0.14","0.3","33.5","","0.17","36.5","63.5","30.61","55"
"537",="2231","為升","146","23Q2","18.4","18.7","12.4","42.9","61.4","0.53","22.6","7.43","5.57","29","20","0.16","49.6","50.4","30.32","53"
"538",="3653","健策","602","23Q2","29.1","13.8","17.3","43.2","60.8","2.52","29.7","0.06","5","26.7","2.3","0.16","31.3","68.7","72.32","64"
"539",="1707","葡萄王","157.5","23Q2","29.8","2.12","4.8","34.4","39.5","9.66","47.8","0.44","0.92","31.1","","0.07","32.7","67.3","61.64","72"
"540",="6112","邁達特","63.5","23Q2","9.86","28.6","35.7","38.7","75.3","9.35","9.81","1.92","1.37","49","3.15","0.12","53.4","46.6","22.42","38"
"541",="1225","福懋油","56","23Q2","12.5","21.5","19.6","34","55.1","3.68","37.6","0.02","0.33","38.9","15","0.12","57.9","42.1","14.85","38"
"542",="8096","擎亞","10.6","23Q2","12.6","48.1","25.5","67.8","95.4","0.42","2.71","0.42","0.36","69.2","","0.15","69.4","30.6","14.76","23"
"543",="3310","佳穎","94.9","23Q2","8.11","7.56","60.4","15.8","80.5","7.45","5.96","","5.41","64.3","12.1","0","76.8","23.2","25.06","45"
"544",="4540","全球傳動","33.5","23Q2","8.94","11.6","31","20.6","52.7","1.52","36.5","0.33","0.51","21.1","30.6","0.06","59.5","40.5","35.41","34"
"545",="4114","健喬","35.85","23Q2","17.4","9.28","12","29.1","42.2","5.01","44.1","4.86","0.47","22.3","16.1","0.08","39.4","60.6","18.34","57"
"546",="2516","新建","6.35","23Q2","17.1","3.44","","55.3","73.8","14.3","9.86","0.01","0.19","75.1","","0.06","77","23","6.51","43"
"547",="5243","乙盛-KY","67.2","23Q1","20.6","20.4","13.4","43.8","60.4","1.52","34.4","0.05","1.51","33.8","5.68","0.3","40.8","59.2","42.54","47"
"548",="3312","弘憶股","21.15","23Q2","27.6","37.8","21.1","65.4","91.3","3.23","4.44","","0.07","63.5","2.64","0","66.3","33.7","15.02","36"
"549",="6279","胡連","148.5","23Q2","8.64","28.3","14.4","37.9","55","0.13","40.6","0.38","2.26","30.5","13.2","0.34","47.3","52.7","54.77","49"
"550",="2506","太設","9.06","23Q2","3.52","0.18","38.1","16.2","59","24.6","14.5","0.02","1.29","27.8","5.98","0.81","35.1","64.9","20.05","36"
"551",="3035","智原","357","23Q2","46.1","9.99","12.7","56.3","71","17.3","3.59","3.94","1.8","33.2","","0.67","35.5","64.5","34.65","66"
"552",="6180","橘子","67.1","23Q2","38.7","10.3","1","50.2","56.8","2.43","26.4","10.9","1.55","44.8","","0.22","46.5","53.5","29.82","57"
"553",="2017","官田鋼","14.25","23Q2","3.43","1.91","12.6","17.1","30.7","29","32.6","2.45","3.23","24.2","18.9","0.28","44.2","55.8","14.04","30"
"554",="1108","幸福","16.3","23Q2","2.45","11.7","41.8","16.5","61.1","1.96","32.3","","2.94","32.3","16.2","1.13","50.5","49.5","11.89","43"
"555",="6141","柏承","17","23Q2","10.9","14.8","3.45","29","33.6","0.69","63.1","0.11","1.31","49.6","17.9","0.6","68.8","31.2","18.7","28"
"556",="3049","和鑫","9.65","23Q2","13.2","1.77","0.83","22","23.3","6.69","66.3","0.16","0.08","5.9","23.5","0.12","32.4","67.6","11.93","38"
"557",="6223","旺矽","202","23Q2","16.9","11.8","23.9","28.8","54.1","9.33","28.8","2.48","2.09","31.2","8.1","0.38","41.1","58.9","73.41","62"
"558",="2015","豐興","67.2","23Q2","3.42","7.63","26.4","17.6","46","14.1","37.2","","1.13","17.5","","0","18.8","81.2","35.8","49"
"559",="5609","中菲行","75.2","23Q2","61.5","20.5","","82.4","86.2","2.71","5.38","0.7","1.03","44.6","","0.43","46.5","53.5","39.96","50"
"560",="6244","茂迪","28.45","23Q2","30.3","3.49","9.78","33.8","56.1","2.79","33.5","0.01","3.14","25.6","23.3","0.03","52.8","47.2","10.91","49"
"561",="4566","時碩工業","51.9","23Q2","20.2","18.8","13.1","39","53.9","3.76","36.5","0.08","2.25","34.2","20.1","0.39","58.9","41.1","40.44","47"
"562",="2428","興勤","159.5","23Q2","27.4","17.3","9.88","51.4","63.9","3.03","26.3","0.35","2.03","15.6","8.04","0.29","35.3","64.7","67.14","66"
"563",="8463","潤泰材","23.6","23Q2","5.75","11.5","9.92","24.9","35.7","8.39","50.8","2.38","1.7","27.5","37.7","0.51","66","34","14.53","40"
"564",="6477","安集","41.95","23Q2","11.1","5.9","5.17","18.4","25.2","5.25","39","0.01","27","16.6","36.2","0.66","57.6","42.4","27.65","49"
"565",="2509","全坤建","14.85","23Q2","14.4","0.49","41.7","15.5","71.3","25.4","2.28","0.01","0.98","38.2","12.7","0.06","51","49","18.5","26"
"566",="2472","立隆電","55.2","23Q2","19.3","18.5","9.91","44.3","56.3","0.37","39.3","0.15","2.19","31.4","0","0.42","32.6","67.4","39.45","62"
"567",="4739","康普","74.1","23Q2","20.9","14.7","11.9","35.6","52.7","0.03","44","","2.08","26.4","15.6","0.07","45.6","54.4","44.37","34"
"568",="2062","橋椿","22.05","23Q2","4.92","21.7","16","26.6","43.5","","48.9","0.67","1.58","23.8","9.56","0.64","39.8","60.2","35.39","36"
"569",="6603","富強鑫","16.2","23Q2","8.47","23.5","21.3","34.7","59.2","6.42","27.4","1.07","2.26","30.2","27.5","0.63","66.4","33.6","14.39","38"
"570",="9919","康那香","17.05","23Q2","18.2","13.6","12.6","31.8","46.5","","50.5","0.03","0.4","23.1","45.1","1.35","70.1","29.9","10.15","27"
"571",="2906","高林","18.35","23Q2","7.38","17.1","11.1","27.6","41","8.22","30.9","11.2","2.35","28.3","8.71","0.39","43","57","14.91","45"
"572",="6443","元晶","30.4","23Q2","7.63","8.71","9.48","17","27.9","4.8","50.2","0.06","14.4","19.3","19.3","3.13","42","58","13.48","49"
"573",="9935","慶豐富","18.5","23Q2","9","25","12.5","34.4","52.9","0.04","34.6","1.61","1.86","23","44.1","0.02","68","32","12.9","30"
"574",="6664","群翊","173","23Q2","22.6","7.98","29.6","33","86.7","0.53","8.65","","3.07","58.8","5.09","0.66","65","35","44.01","72"
"575",="9926","新海","54.4","23Q2","9.3","2.69","2.54","38.3","41.7","10.3","42.2","0","5.43","29.3","","26.6","55.9","44.1","20.13","55"
"576",="6245","立端","107","23Q2","41.7","15.6","24.3","57.3","83.5","0.01","13.9","","0.31","45.4","0","0.85","51","49","36.79","60"
"577",="5306","桂盟","143.5","23Q2","27.9","7.81","8.82","38.2","48.8","1","28.9","12.4","0.86","23.1","10.6","0.41","37.9","62.1","59.15","70"
"578",="1449","佳和","17.3","23Q2","2.57","3.08","26.9","7.19","35.8","48.4","7.73","","0.66","34.9","25.1","0.41","73","27","20.12","32"
"579",="3022","威強電","80.6","23Q2","16.1","11.5","9.59","31.6","69.9","19.7","9.19","0.16","0.23","25.2","","0.41","32.4","67.6","53.44","64"
"580",="5464","霖宏","29.9","23Q2","24.1","3.74","2.04","28.3","59","3.53","25.6","1.98","8.95","57.6","17.1","1.34","76.8","23.2","19.2","45"
"581",="8908","欣雄","69.3","23Q2","5.86","6.88","16.7","13.8","32.3","3.04","55.5","","5.77","35.6","8.66","8.76","55.5","44.5","14.09","43"
"582",="1709","和益","23.9","23Q2","5.27","9.96","25.7","17.8","44.5","16.5","29.1","0.74","1.16","26.6","0","0.19","35.6","64.4","16.55","43"
"583",="3483","力致","146","23Q2","15.7","37","14.9","57.9","75.4","1.09","18.3","0.38","1.74","51.7","1.21","0.55","56.9","43.1","43.62","47"
"584",="2406","國碩","15.8","23Q2","19.7","5.12","6.42","26.2","37.5","13.9","34.5","2.84","8.8","13.5","16.4","0.69","31.5","68.5","11.88","34"
"585",="2451","創見","70.6","23Q2","19","6.2","11.3","63.5","75","16.5","6.87","","0.26","17.8","","0.18","20","80","41.65","62"
"586",="1711","永光","19.3","23Q2","8.78","11.5","29.5","21.5","52.1","9.12","34.2","1.09","1.09","22.4","7.8","1.14","33.7","66.3","15.33","45"
"587",="6655","科定","122.5","23Q2","2.11","3.86","18","6.06","25.4","2.91","69.6","0.1","0.41","31.3","37.1","0.15","69.4","30.6","28.05","47"
"588",="4506","崇友","80.6","23Q2","30.3","10.3","24.3","46.4","71.8","9.46","12","0.87","3.38","47.3","","0.33","47.8","52.2","27.32","57"
"589",="6776","展碁國際","53.4","23Q2","10","40.6","32.3","50.6","84.8","5.15","2.12","4.9","0.51","64.4","","1.48","67.1","32.9","23.67","34"
"590",="8042","金山電","35.3","23Q2","26.4","13.7","13","45.2","59","10.3","23.4","0.92","1.73","35.7","13.8","0.08","53.4","46.6","29.34","43"
"591",="1268","漢來美食","148.5","23Q2","12.2","2.83","2.43","22.4","35.2","3.12","18.3","0.41","0.58","25.4","","0.52","68.8","31.2","47.36","62"
"592",="3032","偉訓","68.2","23Q2","21.7","30.5","18.1","53","76.3","6.18","14.1","0.14","0.66","53.1","","0.09","53.7","46.3","23.67","49"
"593",="3679","新至陞","90.6","23Q2","44.1","12","4.04","56.6","61.2","20.1","16.6","","1.07","34","8.12","","51","49","66.95","55"
"594",="8234","新漢","51.6","23Q2","21.1","21.7","26.7","42.8","70.4","2.85","18.5","0.6","1.08","49.9","","0.03","57.2","42.8","22.42","40"
"595",="1338","廣華-KY","34.95","23Q1","19.7","19.7","7.98","39.3","51.7","3.3","35.9","","2.49","29.3","7.56","0.19","39.2","60.8","77.24","45"
"596",="8936","國統","32","23Q2","7.84","3.89","2.58","36.2","42.6","7.06","3.28","14.1","32.6","17.3","18.4","0.22","38.8","61.2","21.17","57"
"597",="2467","志聖","44.9","23Q2","20.3","26.5","9","53.5","63.2","22.2","10.2","0.65","0.54","38.5","11.5","0.03","56.5","43.5","19.39","55"
"598",="3687","歐買尬","87.8","23Q2","17.1","9.79","0","62.2","90.1","6.73","0.27","0.17","2.62","44.5","7.02","0.9","52.5","47.5","47.68","62"
"599",="6438","迅得","101","23Q2","22.2","16.9","25.4","46.6","73.4","1.51","21.4","0.15","0.87","36.9","15.2","0.03","54.2","45.8","49.97","53"
"600",="2314","台揚","39.1","23Q2","14.8","19","31.6","34.4","67.2","3.72","9.9","5.03","0.37","53.5","6.58","1.64","69","31","8.03","26"
"601",="3548","兆利","90","23Q2","18.2","31","8.41","56.4","65.6","0.94","28.6","0.25","1.3","39.2","6.16","0.39","48.8","51.2","74.03","43"
"602",="6462","神盾","84.2","23Q2","11.6","6.16","10.4","34.8","46.4","37","1.32","8.86","1.15","23.6","7.81","0.12","34.2","65.8","53.48","38"
"603",="1903","士紙","56.7","23Q2","0.58","0.67","0.25","28.1","28.8","51.3","19.3","0.07","0.59","28.5","2.08","0.16","49.4","50.6","16.56","30"
"604",="2008","高興昌","19.75","23Q2","6.48","1.39","9.68","19.3","29.7","49.6","20.5","","0.09","27.7","26.5","0.15","57","43","16.59","57"
"605",="3131","弘塑","555","23Q2","30.4","7.09","23.1","43.8","68.8","4.14","19.6","5.45","0.2","41.6","12.4","0.11","55.7","44.3","115.14","60"
"606",="5443","均豪","31.4","23Q2","14.7","22.2","12.4","45.1","59.9","25.5","9.79","0.16","0.27","46.7","4.76","0.4","56.9","43.1","16.23","40"
"607",="1560","中砂","127.5","23Q2","15.9","9.91","18.8","25.8","45","8.81","43","0.07","2.27","28.4","11.4","0.59","41.4","58.6","38.96","60"
"608",="4912","聯德控股-KY","85.3","23Q1","26","16.7","11.7","46.7","59.6","14.5","18.9","1.29","1.61","47.5","0","0.17","55.3","44.7","52.64","36"
"609",="3705","永信","43.35","23Q2","16.6","13.2","23.5","31","56.1","10.1","31.1","0.11","0.75","25.3","5.12","1.7","35.9","64.1","25.89","60"
"610",="3611","鼎翰","242","23Q2","12","17.1","17.7","29.2","47.9","15.5","12.3","16.8","1.37","30","8.26","1.24","44.8","55.2","120.03","60"
"611",="8240","華宏","32.45","23Q2","18.3","33","9.89","58.3","70","7.39","18","0.32","0.3","40.1","5.64","0.41","50.4","49.6","40.48","43"
"612",="2450","神腦","35.7","23Q2","24.4","21.4","20.7","45.8","67.7","14.5","7.61","0.96","1.04","35.6","","0.41","40.4","59.6","23.65","45"
"613",="2402","毅嘉","39.15","23Q2","19.3","31.4","10.8","52.7","65","7.54","23.1","","2.23","38.5","2.8","0.11","41.5","58.5","19.66","43"
"614",="3402","漢科","49.55","23Q2","38.4","11.7","19.5","63.9","87.8","0.03","10.9","0.18","0.66","68.8","","0.82","71.7","28.3","22.38","51"
"615",="4736","泰博","169.5","23Q2","27.5","11.2","9.9","52","62.7","10.8","23.6","0.05","0.4","29.4","2.05","0.15","32.3","67.7","87.4","66"
"616",="3357","臺慶科","103","23Q2","13.9","16.5","8.14","31","39.5","18.8","40.2","0.43","0.23","22.4","14.6","0.11","39.5","60.5","62.1","57"
"617",="3362","先進光","162.5","23Q2","6.91","20.8","12.7","32.7","46.2","0.24","37.6","9.3","2.06","38.3","14.7","3.69","57.7","42.3","21.19","40"
"618",="1432","大魯閣","16.8","23Q2","8.57","0.89","5.92","9.53","18.2","19.7","13","1.88","3.56","26.8","5.53","0.47","83.7","16.3","8.74","47"
"619",="3289","宜特","106.5","23Q2","10.2","21","","31.3","33.2","11.1","50.9","0.16","0.71","27.9","22.7","0.03","54","46","45.64","48"
"620",="2459","敦吉","58.6","23Q2","14.6","20","6.51","57.3","64.8","18.4","15.6","0.03","0.3","37.6","5.3","0.14","43.5","56.5","46.93","47"
"621",="8105","凌巨","13.85","23Q2","21.9","12.2","11.6","34.5","47.7","","46.8","3.51","1.63","26.6","5.55","1.39","34.4","65.6","17.67","43"
"622",="2401","凌陽","31.1","23Q2","26.1","6.96","11.9","44.8","57.3","24.2","12.7","1.48","2.68","16.4","7.16","2.21","27.1","72.9","14.85","49"
"623",="5455","昇益","27.7","23Q2","0.18","0.01","89.3","0.2","98.7","1.25","0","","0","87.4","","0.01","87.5","12.5","8.86","28"
