"排名","代號","名稱","成交","財報季度","現金(%)","應收帳款(%)","存貨(%)","速動資產(%)","流動資產(%)","投資(%)","固定資產(%)","無形資產(%)","其他資產(%)","流動負債(%)","長期負債(%)","其他負債(%)","負債總額(%)","股東權益(%)","每股淨值(元)","財報評分"
"981",="8928","鉅明","32.2","23Q2","6.98","14.6","19.6","21.6","42.1","3.23","51.6","0.22","2.01","40.8","18.4","0.33","60.7","39.3","21.02","45"
"982",="4107","邦特","110.5","23Q2","25.8","6.41","6.52","37.9","45.2","","43.3","","3.75","18.3","10.2","0.28","36.1","63.9","42.27","68"
"983",="2706","第一店","15.25","23Q2","2.79","0.03","","25.4","25.5","71.2","3.24","","0.04","2.74","","1.1","14.4","85.6","19.65","66"
"984",="6719","力智","220","23Q2","9.79","5.69","16.1","66.5","83.3","1.12","4.7","0.33","9.8","16.6","","0.04","16.9","83.1","99.65","47"
"985",="6486","互動","69.1","23Q2","32.6","10.1","23.9","43.4","70","0.01","25.9","","2.91","36.6","16.6","0.01","55","45","32.32","57"
"986",="6206","飛捷","64.2","23Q2","49.7","11.7","11.5","64.3","76.4","1.83","16.9","3.33","0.18","26.3","","0.25","27","73","30.51","62"
"987",="4720","德淵","14.25","23Q2","15.6","20.5","17.3","38.5","57","4.7","32.1","0.84","1.61","37.9","11.5","0.85","53.2","46.8","12.48","43"
"988",="8358","金居","65.6","23Q2","21.5","15.2","11.4","36.8","48.9","","49","0.03","1.31","21.6","","0.59","22.3","77.7","22.63","50"
"989",="3178","公準","88.9","23Q2","11","13.1","15.8","25.2","41.7","0.77","49.1","0.81","1.02","33.2","15.8","1.46","56.9","43.1","26.12","55"
"990",="4974","亞泰","69.6","23Q2","65.7","14.2","12.8","79.9","92.9","","5.97","0.01","0.04","33.8","","0.08","36.2","63.8","39.25","57"
"991",="3594","磐儀","50.9","23Q2","15.5","17.9","17.6","45.2","66.6","14.6","15.2","0.9","1.13","31.1","11.5","0.02","43.3","56.7","22.32","53"
"992",="1762","中化生","65.5","23Q2","6.18","7.48","17.1","13.7","31.3","21","45.7","0.12","1.51","12.7","14.7","","32.7","67.3","42.74","57"
"993",="6150","撼訊","76.7","23Q2","14.4","22","26.9","37.5","67.1","2.3","28.2","0.13","0.84","40.8","6.57","0.38","48.2","51.8","35.69","26"
"994",="4555","氣立","52","23Q2","14","10.1","22.2","24.1","47.8","0.52","46.2","0.31","0.23","13.5","21.4","0.01","35.4","64.6","40.68","45"
"995",="4439","冠星-KY","135","23Q1","19.6","20.8","18","40.4","60.4","","26.8","1.23","1.92","31.5","","0.01","33.4","66.6","82.99","59"
"996",="6461","益得","28","23Q2","4.63","0.4","1.73","13.9","17.6","1.29","79.8","0.2","0.12","19.3","45","0.06","64.4","35.6","7.55","23"
"997",="6416","瑞祺電通","83.5","23Q2","13.5","13.9","43.8","28.6","74.7","1.12","14.2","6.91","1.5","21.8","8.3","0.02","31.4","68.6","44.7","51"
"998",="4420","光明","30.15","23Q2","1.42","2.58","3.85","7.99","12.3","76.2","6.33","","0.48","16.6","39.5","0.18","60.4","39.6","25.79","21"
"999",="3494","誠研","6.72","23Q2","0.71","2.43","14.3","3.14","31","","57.2","3.31","3.8","29.5","22.9","13.7","68","32","3.56","23"
"1000",="3321","同泰","6.58","23Q2","21.3","36.1","8.44","62","72.5","0","24","0.16","0.36","60.7","16.7","0","77.5","22.5","6.84","28"
"1001",="2640","大車隊","111","23Q2","21.1","8.82","1.02","37.1","40.3","0.23","36.8","7.96","4.07","30.8","4.23","2.24","46.8","53.2","28.58","70"
"1002",="2115","六暉-KY","30.5","23Q1","21.8","13.5","11.4","35.6","47.8","3.48","43.5","0.19","1.16","15.1","17.5","0.1","33","67","32.05","60"
"1003",="2233","宇隆","100.5","23Q2","23.2","15.2","14.5","40.8","57.4","","29.8","0.17","11","23.4","7.46","0","32.4","67.6","54.11","52"
"1004",="6197","佳必琪","70.4","23Q2","19","24.2","12","60.1","73","6.37","9.67","1.97","7.83","32.5","","0.05","33.7","66.3","24.42","55"
"1005",="3060","銘異","18.9","23Q2","11.8","17.7","24.5","29.5","56.1","22.4","17.1","","0.9","30","1.53","0.38","37.7","62.3","18.66","32"
"1006",="1441","大東","7.65","23Q2","4.58","4.5","20.7","9.09","37.5","15.6","38.3","0.23","0.92","61.8","5.79","5.25","74.8","25.2","7.78","21"
"1007",="4116","明基醫","58.2","23Q2","15.8","15.9","8.64","31.7","47.3","16.4","26.4","4.56","1.16","29.9","10.5","0.33","48.3","51.7","25.67","51"
"1008",="6425","易發","20.9","23Q2","16.5","18.9","13.1","35.8","49.7","0.98","39.7","1.03","0.88","42.3","17.2","0.66","63","37","19.18","36"
"1009",="1417","嘉裕","13.15","23Q2","24","5.02","13.2","48.2","64.9","13.5","17.2","2.2","1.47","28.4","5.71","0.77","37","63","13.94","51"
"1010",="5452","佶優","23.15","23Q2","12.3","44","22.6","57.2","85.9","1.62","8.75","0.04","1.44","34.4","0","0.38","41.7","58.3","13.37","36"
"1011",="2066","世德","85.5","23Q2","20.3","13.3","35.6","33.6","76.4","0.01","10.8","2.92","0.27","32.7","2.62","3.66","45.4","54.6","43.18","55"
"1012",="8467","波力-KY","61","23Q1","11.5","30","11.7","45.6","58.9","3.66","28.9","1.24","4.28","42.9","3.97","0.07","48.4","51.6","33.19","43"
"1013",="8091","翔名","87.2","23Q2","30","7.25","10.9","42.6","53.9","0.63","40.7","2.08","2.12","20.2","13.6","0.2","34.1","65.9","61.85","64"
"1014",="2718","晶悅","47.35","23Q2","24.2","0.33","55.7","25.5","82.8","6.8","9.76","0.22","0.09","35.6","","","40.8","59.2","25.22","83"
"1015",="6546","正基","88.4","23Q2","31","11","29.1","42","71.9","7.37","17.7","1.51","0.41","36.2","9.04","0.44","45.8","54.2","27.28","55"
"1016",="6123","上奇","65","23Q2","42.6","21","6.74","65.9","79.6","7.37","4.68","1.11","5.46","47.1","","0.71","48.2","51.8","21.57","49"
"1017",="6830","汎銓","177","23Q2","26.9","17.8","","45.1","47.4","","41.9","0.23","7.73","20.4","14.9","0.15","38.6","61.4","51.67","51"
"1018",="5410","國眾","32.25","23Q2","8.09","42.5","9.83","51","65.5","6.78","2.37","3.35","20.2","49.7","","1.88","53.5","46.5","14.76","38"
"1019",="2067","嘉鋼","13.25","23Q2","8.09","15","10.5","23","37.5","","49","0.09","2.94","46.6","26.9","0","76.9","23.1","8.52","25"
"1020",="1529","樂事綠能","36.85","23Q2","12.3","4.46","5.58","28.2","36.7","4.19","41.4","0.77","12.7","18.3","22.5","0.01","45.5","54.5","12.05","55"
"1021",="2380","虹光","9.72","23Q2","13","25.9","25.4","39.2","66.7","5.74","17.3","1.59","0.64","46.9","1.98","2.35","57.6","42.4","5.06","30"
"1022",="6224","聚鼎","56","23Q2","24.3","16.6","14.7","44.3","60.5","2.58","27.4","3.94","0.51","29.3","0","0.92","34.6","65.4","29.45","43"
"1023",="1414","東和","17.45","23Q2","3.91","0.99","11.2","15.2","26.6","38.6","33.3","0","0.33","17.8","","1.11","32.7","67.3","14.03","34"
"1024",="1616","億泰","11.05","23Q2","4.85","22.8","37.8","27.8","71.6","1.22","24","","0.63","41.7","4.02","0.41","46.3","53.7","9.17","32"
"1025",="1721","三晃","13.3","23Q2","10.3","10.8","26.6","21.2","49","2.67","40.4","0.38","2.4","24.1","12.2","0.07","40","60","12.14","30"
"1026",="2937","集雅社","29.75","23Q2","11.4","17.5","37.5","29.6","71.2","6.98","18.1","0.83","0.55","62","","0.71","63.9","36.1","22.08","43"
"1027",="3290","東浦","25.5","23Q2","34.6","23.4","6.08","58","65.4","0.83","26.9","0.46","2.57","34","13.5","0","48","52","15.31","49"
"1028",="3141","晶宏","90.8","23Q2","21.1","10.1","27.8","34.9","70","1.45","11.1","0.8","11.1","37.1","0.67","0","38.4","61.6","31.26","51"
"1029",="4527","方土霖","34.35","23Q2","15.3","36.2","21","51.7","75.5","0.32","20","0.25","1.09","43.6","0.45","2.05","49","51","19.04","47"
"1030",="2425","承啟","54.4","23Q2","22","32.8","18.7","58.9","87.5","4.58","0.54","4.6","1.23","38.2","","0.08","38.8","61.2","21.29","43"
"1031",="9955","佳龍","22.2","23Q2","2.91","1.11","12.4","7.74","20.5","9.25","67.6","","0.93","23.6","26.8","1.17","52.1","47.9","13.17","28"
"1032",="4580","捷流閥業","91.7","23Q2","24.5","14","22.9","41.5","65.1","0.06","26.8","0.09","0.45","25","8.12","","41.4","58.6","48.61","60"
"1033",="3027","盛達","45.85","23Q2","22.5","4.69","7.82","29.1","53.7","14.4","20.2","0.15","0.87","26","2.23","0.47","39.4","60.6","18.38","51"
"1034",="5203","訊連","94.7","23Q2","12.4","1.57","0.07","37.1","37.6","54.1","7.05","0.01","0.33","16.7","","1.04","24.1","75.9","58.51","55"
"1035",="5284","jpp-KY","138","23Q1","4.33","22.1","11.9","28.5","41.8","1.84","43.6","5.26","5.81","31.9","4.49","1.29","39.8","60.2","45.82","60"
"1036",="4552","力達-KY","32.45","23Q1","38.1","9.84","4.39","47.9","52.3","0.7","44.7","","0.07","12","","","19.8","80.2","50.96","62"
"1037",="8071","能率網通","15.6","23Q2","25.7","16.5","11.9","46.3","64.2","6.29","18.1","2.39","2.06","48.7","4.8","0.3","58.9","41.1","13.89","36"
"1038",="8032","光菱","31.25","23Q2","17.8","29.1","21.4","46.9","68.9","23.5","2.47","0.03","1.78","39","","0.01","43.7","56.3","36.14","40"
"1039",="6124","業強","33.7","23Q2","17.7","12.2","7.44","30.7","43","8.94","41","0.04","0.33","24.1","2.48","0","28.9","71.1","19.13","40"
"1040",="2064","晉椿","16.5","23Q2","11.5","13.6","17.9","25.2","44.1","12.7","42.1","","0.49","53.7","0","0.18","57.2","42.8","15.54","28"
"1041",="3021","鴻名","24.8","23Q2","23.9","30","22.3","53.9","79.9","","14.4","1.52","1.98","46.3","","0.01","49.2","50.8","15.43","43"
"1042",="5356","協益","26.7","23Q2","16","9.69","11.5","25.7","48.9","28.3","17","0.24","0.41","13.9","0","5.91","25.6","74.4","39.5","47"
"1043",="6104","創惟","102","23Q2","26.8","7.07","30.6","33.8","66.2","0.09","29.7","2.14","0.59","30.2","14.8","0.4","45.4","54.6","19.05","51"
"1044",="1615","大山","39.95","23Q2","2.03","17.3","19.6","28.1","51.4","16.7","30.2","0","1.11","30.2","4.25","","35.5","64.5","17.45","47"
"1045",="3551","世禾","69.2","23Q2","18.4","9.94","2.89","31.4","34.9","5.87","54.3","","3.91","18.7","10.9","0","29.9","70.1","59.53","68"
"1046",="3625","西勝","14.6","23Q2","8.92","14.8","5.71","27.4","35.5","5.84","56.2","0.47","0.75","46.1","16.9","0.23","63.4","36.6","7.57","32"
"1047",="6442","光聖","63.4","23Q2","29","18.1","19.4","53.7","73.8","2.28","17.4","0.26","0.16","32","6.36","1.54","42.7","57.3","28.83","51"
"1048",="4545","銘鈺","29.9","23Q2","26.8","17.9","11.9","44.7","58.5","0.03","36","","2","33.6","4.89","","43.8","56.2","23.58","47"
"1049",="4557","永新-KY","102.5","23Q1","31","23.3","15","54.3","69.7","","28.2","0.16","0.28","36.7","1.04","0","38.6","61.4","49.39","48"
"1050",="5287","數字","222.5","23Q2","24.7","3.99","0","28.6","50.3","14.5","32.7","2.12","0.26","36","3.63","2.12","41.7","58.3","38.61","85"
"1051",="3322","建舜電","22.15","23Q2","17.8","24.8","14","42.6","60.6","3.92","33.2","0.18","0.95","32.9","16.2","0.43","51.6","48.4","12.23","34"
"1052",="3138","耀登","136.5","23Q2","41.5","13.3","11.6","54.8","69.6","3.57","20.3","0.23","4.03","24.8","19.8","0.03","47.6","52.4","33.05","60"
"1053",="6762","達亞","267","23Q2","19.6","3.76","3.07","23.3","28.7","","26.4","0.22","30.1","14.3","24.5","","53.2","46.8","47.24","61"
"1054",="8109","博大","110.5","23Q2","46.2","5.59","12.7","57","74.9","0","23.9","0.64","0.09","19.8","13.8","0.98","36.1","63.9","31.28","85"
"1055",="1809","中釉","14","23Q2","14.8","13","15.7","30.1","49","7.22","38.8","0.35","0.73","22","5.61","0.45","29.4","70.6","17.27","40"
"1056",="8155","博智","145.5","23Q2","27.9","26.2","10.9","54.1","66.6","","32.3","0.13","1.05","40.5","","0.31","40.8","59.2","39.23","43"
"1057",="6804","明係","61.5","23Q2","12.8","23.7","25.1","36.7","62.9","","34.7","0.04","1.52","38.9","17","0","56.1","43.9","36.16","34"
"1058",="8924","大田","85.2","23Q2","46.2","19.3","14.1","65.6","80.6","1.78","14","0.78","0.22","22.5","","0.18","27.4","72.6","43.6","57"
"1059",="2342","茂矽","34.95","23Q2","38.6","6.26","7.08","62.9","70.7","0.8","17.8","0.01","2.8","21.3","","6.41","35.8","64.2","15.71","43"
"1060",="2701","萬企","12.75","23Q2","2.69","0.08","","17.9","17.9","78.1","3.52","","0.45","2.7","","1.09","14","86","18.83","66"
"1061",="6573","虹揚-KY","15.35","23Q1","5.96","18","10.5","24","36.4","0.22","47.4","","4.22","42.1","6.42","1.95","60.2","39.8","11.06","26"
"1062",="1760","寶齡富錦","101.5","23Q2","17","10.1","17.5","27.1","46.3","3","47.6","0.43","0.56","35.9","2.05","1.29","42.3","57.7","21.85","53"
"1063",="2241","艾姆勒","37.8","23Q2","5.35","10","11.6","16","30.3","0.9","63","1.18","1.3","14.3","33.9","0.22","50.6","49.4","14.39","26"
"1064",="4147","中裕","99.6","23Q2","8.89","3.03","33.6","19.6","54.7","5.17","22.4","16.8","0.2","8.63","24.8","0.02","34.1","65.9","10.46","38"
"1065",="6640","均華","114","23Q2","21.4","19.6","13.6","55.2","69.9","14.3","12.7","0.09","0.14","43.9","3.57","","54.3","45.7","39.16","47"
"1066",="6584","南俊國際","61.8","23Q2","3.96","7.36","9.12","11.6","21.1","","75.8","0.15","1.09","17.3","23.3","0.04","41.9","58.1","28.8","30"
"1067",="6209","今國光","28.3","23Q2","8.74","19.3","15.4","37.5","53.3","1.68","31.5","","6.29","19.5","9.89","0.08","30.6","69.4","17.7","40"
"1068",="5309","系統電","36","23Q2","43.5","22.9","8.57","68.7","78.6","4.92","11.5","0.67","3.21","28.9","5.17","0.01","34.3","65.7","14.22","55"
"1069",="3669","圓展","38.1","23Q2","32.5","8.84","10","44.5","57.3","10.6","28.8","0.55","0.41","30.4","","0.39","32.3","67.7","30.47","62"
"1070",="3217","優群","126","23Q2","27.2","17.3","7.41","44.7","52.7","30.3","15.3","0.18","0.52","22.9","","0.02","24.8","75.2","45.24","66"
"1071",="1413","宏洲","8.59","23Q2","2.29","3.37","19.2","5.66","25.1","29.7","43.8","","0.01","20.1","24.7","0","53.7","46.3","8.77","23"
"1072",="5016","松和","28.4","23Q2","15.7","12","32.9","29.5","63.3","2.33","32","","0.6","23.5","18","0","48.5","51.5","28.49","38"
"1073",="6654","天正國際","43.9","23Q2","10.7","22.5","12.8","39.1","53.3","16.3","22.8","0.28","1.88","22.6","27.6","","57.4","42.6","26.94","28"
"1074",="3163","波若威","102","23Q2","38.2","16.8","6.6","78.6","85.6","0.93","9.45","0.09","1.88","37.5","0","0.01","39","61","27.81","62"
"1075",="1526","日馳","34.7","23Q2","11.8","3.45","50.9","15.2","68.1","","27.5","0.06","0.6","33.2","14.9","0.24","48.7","51.3","23.44","41"
"1076",="2426","鼎元","17.6","23Q2","23","14.5","13.4","42.2","56.3","4.67","34.9","0.13","0.98","15.8","7.24","0.34","25.5","74.5","12.87","36"
"1077",="1752","南光","55.1","23Q2","12.5","10.9","21.7","23.3","47.3","8.9","42","0.13","0.93","32.7","0.51","2.26","36.1","63.9","23.42","60"
"1078",="8426","紅木-KY","57.5","23Q1","11.1","25.1","4.17","43.7","52.1","1.51","42.9","","0.53","37.6","23.9","0","61.8","38.2","16.41","55"
"1079",="8383","千附","37.8","23Q2","21.3","12.2","11.7","45.8","58.4","6.65","25.9","0.41","5.22","22","","0.53","25.3","74.7","29.12","49"
"1080",="8043","蜜望實","27.5","23Q2","15.5","45.7","19.3","66.3","87.2","","3.01","0.13","8.83","30","","0.4","34.7","65.3","31.55","27"
"1081",="2743","山富","115","23Q2","28.8","11.6","","41.9","82.9","11.1","4.48","0.01","1.31","63","2.04","0.04","65.1","34.9","19.67","55"
"1082",="8940","新天地","24.25","23Q2","12.5","1.25","3.95","14","18.3","","47.9","0.1","2.7","23.9","17","0.01","64.1","35.9","9.69","55"
"1083",="3631","晟楠","31.7","23Q2","14.3","0.5","8.5","27.6","39","6.66","24.6","","24.9","15.6","21.1","0.25","45.1","54.9","15.82","32"
"1084",="5299","杰力","109.5","23Q2","4.46","6.52","19","12","89.7","2.45","3.91","0.05","3.31","30.1","0.02","","30.2","69.8","59.81","60"
"1085",="6741","91APP*-KY","98.8","23Q1","65.2","6.78","","72.3","90.5","7.34","0.73","0.16","0.19","33.8","0.24","","34.4","65.6","21.17","70"
"1086",="4952","凌通","49.45","23Q2","19.3","14","21.4","52.7","74.6","","13.9","0.64","9.22","34","","4.1","39.1","60.9","18.74","48"
"1087",="4119","旭富","101.5","23Q2","2.65","5.3","9","9.6","20.1","11.6","63.6","0.93","0.56","10.8","10.9","0.47","24.1","75.9","43.08","68"
"1088",="6270","倍微","22.25","23Q2","12.9","23.2","40.1","37.6","78","19.7","1.79","","0.19","44.5","","0.09","44.7","55.3","22.27","32"
"1089",="1617","榮星","16.25","23Q2","23.2","19.2","9.78","50","63.5","0.12","32.9","0.06","0.86","29.3","6.82","0.03","38.3","61.7","13.14","47"
"1090",="3325","旭品","34.75","23Q2","21.6","32","13.3","53.6","73","4.6","17","0.01","0.76","42.7","11.9","0.04","55.8","44.2","11.35","36"
"1091",="3564","其陽","43.2","23Q2","11.6","16.4","28.7","28.4","58.2","0.03","36","0.21","0.35","37.1","9.85","","50.7","49.3","21.14","40"
"1092",="5223","安力-KY","39.6","23Q1","20.4","20.9","4.16","47.3","53.1","2.08","36.2","0.08","0.36","28.5","1.03","3.52","38.8","61.2","45.46","38"
"1093",="6266","泰詠","35.05","23Q2","28.1","9.14","26.5","39.7","69","10.6","18.3","0.11","0.19","33.5","","1.99","37","63","15.76","53"
"1094",="4558","寶緯","28.55","23Q2","7.18","19.5","34.5","28.2","63","0.17","33.8","","0.85","37","21.7","0.17","59.8","40.2","17.17","23"
"1095",="2065","世豐","56.1","23Q2","7.6","14.4","19","26.2","46.4","15.9","28.4","0.21","2.26","36.2","7.26","0.19","44.4","55.6","30.45","51"
"1096",="3303","岱稜","25.5","23Q2","14.8","16","14.9","31.9","48.3","0.81","43.1","0.08","2.22","24.1","14.6","0.71","41","59","19.32","47"
"1097",="6861","睿生光電","100.5","23Q2","39.9","25.8","20.4","65.7","87.4","1.25","8.35","0.63","0.54","46.7","","3.5","50.7","49.3","31.27","47"
"1098",="4562","穎漢","15.8","23Q2","12","10.1","34.7","22.2","60.3","0.78","33.6","0.24","1.01","33.3","15.8","1.5","53.7","46.3","12.34","32"
"1099",="8074","鉅橡","19","23Q2","30.4","10.4","15.4","43.7","60","1.76","34.7","0.14","0.17","35.6","7.51","0.07","45.7","54.3","18.07","47"
"1100",="4148","全宇生技-KY","48.6","23Q1","31.9","18.8","26.3","52.9","81.3","0.77","12.9","0.02","0.62","17.3","13.3","","31.6","68.4","34.69","51"
"1101",="4939","亞電","16.7","23Q2","16.6","29.3","11.7","45.9","58.7","5.64","29.6","0.39","0.37","32.4","3.66","2.15","45.9","54.1","15.04","43"
"1102",="6506","雙邦","17.85","23Q2","9.62","12.9","11.6","23.4","36.4","1.55","54.1","0.19","5.35","23.9","24.3","0.87","49.7","50.3","14.88","30"
"1103",="2029","盛餘","23.3","23Q2","36.3","7.87","18.3","44.7","71.3","5.57","20.7","0.11","1.38","10.7","","0.01","11.4","88.6","29.92","55"
"1104",="2423","固緯","33.75","23Q2","11.4","19.5","30","33.3","64","4.5","23.9","3.89","0.49","28.6","","1.92","33.2","66.8","17.22","60"
"1105",="6732","昇佳電子","308.5","23Q2","31.5","10.6","13.1","59.9","73.5","15.2","10.2","0.93","0.05","20.6","","2.85","23.4","76.6","82.74","60"
"1106",="6165","浪凡","34","23Q2","28.1","4.41","","43.1","45.3","5.88","32.4","10.4","0.48","28","26.7","0.01","58.3","41.7","14.04","36"
"1107",="4138","曜亞","116","23Q2","28.2","7.94","7.23","53","62.3","12.2","7.44","0.13","6.01","33.5","","0","43","57","50.77","60"
"1108",="4728","雙美","195","23Q2","47.6","0.28","3.69","47.9","55.9","3.35","24.9","0.14","6.79","44.4","","1.13","53.3","46.7","19.7","81"
"1109",="2929","淘帝-KY","10.5","23Q1","31.8","14.8","0.87","83.9","92.4","3.13","0","0.01","0","22.2","","0.01","29.4","70.6","26.87","45"
"1110",="4977","眾達-KY","72.7","23Q1","38.6","7.89","12.8","58.3","71.5","16.2","8.74","0.04","0.22","20","","0.02","23.1","76.9","49.74","74"
"1111",="6226","光鼎","10.25","23Q2","10.9","8.48","29.2","22.1","54.3","13.6","22.2","0.26","6.67","29.7","19.1","0.52","49.4","50.6","9.85","32"
"1112",="8438","昶昕","27.2","23Q2","16.8","14.4","5.51","33.7","40.5","7.89","47.7","","2.14","24","16.9","1.05","42.4","57.6","23.61","49"
"1113",="1612","宏泰","24.3","23Q2","24.9","11.2","22.4","39.4","63.3","18.1","16.6","","1.6","12.5","","0.18","14.6","85.4","22.5","53"
"1114",="1236","宏亞","22.4","23Q2","7.63","6.34","6.4","14","21.5","22.6","46.9","0.35","7.19","17.5","13.3","0.42","32.2","67.8","23.52","40"
"1115",="6292","迅德","45.9","23Q2","36.2","12.4","9.26","74.7","85.1","8.09","6.08","0.03","0.12","47.3","","0.11","52.4","47.6","23.57","64"
"1116",="6698","旭暉應材","34.7","23Q2","16","11.9","9.72","30.1","41.2","4.68","45.5","2.06","2.1","35.3","5.52","","41.5","58.5","18.27","38"
"1117",="1580","新麥","127","23Q2","21.7","14","20.7","44.2","65.3","0","29.6","0.22","0.3","29.3","0.36","0","31.5","68.5","50.04","66"
"1118",="1341","富林-KY","67.2","23Q1","4.12","25","32.1","29.1","69.7","","27.4","0.02","0.62","49.6","0","","51.4","48.6","22.32","41"
"1119",="1611","中電","17.05","23Q2","7.82","3.74","7.92","35.2","44.1","41.6","9.88","","0.71","19.1","","0.18","22.1","77.9","13.17","51"
