"排名","代號","名稱","股價日期","成交","漲跌價","漲跌幅","EPS平均","EPS合計","股利平均","股利合計","2012發放年度","2013發放年度","2014發放年度","2015發放年度","2016發放年度","2017發放年度","2018發放年度","2019發放年度","2020發放年度","2021發放年度","2022發放年度","2023發放年度"
"1112",="3046","建碁","12/25","63.2","+0.2","+0.32","-0.87","-10.42","0.15","1.8","0","0","0","0","0","0","0","0.3","0","0","0","1.5"
"1113",="8034","榮群","12/25","25.3","-0.85","-3.25","0.29","3.46","0.15","1.8","0","0","0","0","0","0","0","0","0.2","0","1","0.6"
"1114",="6904","伯鑫","12/25","156.5","0","0","10.96","10.96","3.7","3.7","","","","","","","","","","","","3.7"
"1115",="6680","鑫創電子","12/25","84.4","-1.5","-1.75","3.08","18.45","2.04","12.22","","","","","","","2","2.5","2.52","2","1.2","2"
"1116",="6689","伊雲谷","12/25","118.5","-0.5","-0.42","3.1","15.5","1.7","8.49","","","","","","","","1.74","0.35","1.1","2.5","2.8"
"1117",="6231","系微","12/25","267.5","+11.5","+4.49","3.06","36.68","2.62","31.44","7.5","2.49","0.55","0.4","0.85","0.3","0.85","1.5","2","3.5","5.2","6.3"
"1118",="2881","富邦金","12/25","63.7","+0.2","+0.31","5.58","66.92","2.07","24.8","1","1","1.5","3","2","2","2.3","2","2","3","3.5","1.5"
"1119",="2376","技嘉","12/25","263.5","+4.5","+1.74","5.74","68.88","3.93","47.2","2","2","3","2.7","2.5","2.6","4","3","2.2","5","12","6.2"
"1120",="1713","國化","12/25","42.55","+0.05","+0.12","0.71","8.52","0.58","7.02","0.31","0.45","0.48","0.55","0.41","0.58","0.44","0.71","0.58","0.66","0.85","1"
"1121",="2049","上銀","12/25","235","+1.5","+0.64","9.68","116.1","3.51","42.1","5.5","2.7","2.7","3.2","2.1","1.6","3.5","7","1.8","2","4.5","5.5"
"1122",="00733","富邦臺灣中小","12/25","56.5","0","0","","","1.19","5.94","","","","","","","","0.96","0.36","2.09","1.22","1.31"
"1123",="3138","耀登","12/25","150.5","-0.5","-0.33","2.04","24.5","1.06","12.75","0","0","0","0.3","1.03","1","0.62","0.7","1","1.6","3","3.5"
"1124",="6585","鼎基","12/25","129","-3","-2.27","1.92","13.45","1.93","13.5","","","","","","1.5","1.5","1.5","1.5","1.5","3","3"
"1125",="2923","鼎固-KY","12/25","25.9","+0.65","+2.57","1.38","15.14","0.63","7.57","0","0.12","0.2","0.22","0.36","0.36","0.36","0.72","2.23","1.2","1.2","0.6"
"1126",="4768","晶呈科技","12/25","194.5","-0.5","-0.26","1.82","10.89","1.21","7.25","","","","","","","0.09","0.14","0.02","0.8","1.7","4.5"
"1127",="1762","中化生","12/25","56.2","-0.5","-0.88","2.87","34.4","1.09","13.1","1.5","1.5","1","0.5","1.5","0.5","0.5","1.2","0.8","1.5","1.3","1.3"
"1128","01002T","土銀國泰R1","12/25","17.24","-0.01","-0.06","","","0.44","5.26","0.47","0.48","0.51","0.52","0.47","0.45","0.44","0.42","0.4","0.34","0.37","0.4"
"1129",="1470","大統新創","12/25","19.5","+0.2","+1.04","0.44","5.25","0.47","5.62","0.2","0","0.3","0.6","0.6","0.55","0.5","0.4","0.8","0.42","0.8","0.45"
"1130",="5203","訊連","12/25","99.8","+6.1","+6.51","3.7","44.44","4.02","48.27","7","7","7","6.98","4","1.7","1.69","2.99","3.64","2.26","1.71","2.3"
"1131",="2059","川湖","12/25","868","+13","+1.52","17.73","212.8","8.73","104.8","4.5","5.94","7.5","9","10.1","8.25","5","9.5","8","6.12","10.88","20"
"1132",="8069","元太","12/25","197","0","0","2.57","30.85","1.76","21.09","3","0","0","0","0.48","1.5","1.64","2.09","2","2.69","3.2","4.5"
"1133",="4416","三圓","12/25","87.6","0","0","4.87","58.44","3.66","43.96","4.5","12","4.5","4.5","4.5","2","2","2","1","0","4.96","2"
"1134",="8423","保綠-KY","12/25","21.9","0","0","1.25","13.76","0.5","5.97","0.42","0.5","0.5","0.5","0.5","0.25","0.5","1","0.6","0.4","0.3","0.5"
"1135",="4133","亞諾法","12/25","35.1","-0.55","-1.54","0.95","11.43","0.81","9.76","2","1.2","1.1","1.03","0.67","0.4","0.8","0.6","0.1","0.6","0.46","0.8"
"1136",="6139","亞翔","12/25","154","-3","-1.91","2.34","28.11","1.68","20.11","3","2","1.5","0.8","0.88","1.43","1.5","1.5","1.5","1","1.5","3.5"
"1137",="6654","天正國際","12/25","44","0","0","3.59","25.14","2.33","16.3","","","","","","1.8","1","5.5","1","1.5","4.5","1"
"1138",="4939","亞電","12/25","21.15","+0.3","+1.44","0.8","9.61","0.53","6.35","0.42","0.15","0.7","0.7","0","0","0.5","0.5","0.25","1.25","1.4","0.48"
"1139",="2415","錩新","12/25","28.65","+0.05","+0.17","1.39","16.69","0.8","9.65","0.5","0.65","0.8","1","0.8","0.9","1","1.5","0.5","0.5","0.85","0.65"
"1140",="6418","詠昇","12/25","24.25","-0.2","-0.82","0.87","9.58","0.8","8.8","","2","0.3","0.45","0.8","1.6","1.3","1.1","0.5","0.2","0","0.55"
"1141",="2383","台光電","12/25","372","-3.5","-0.93","8.16","97.89","4.72","56.64","1.8","1.79","1.8","2.5","4.29","4.7","4.8","3.8","5.76","7","10","8.41"
"1142",="4123","晟德","12/25","43.95","-0.35","-0.79","2.97","35.59","0.86","10.26","0","0","0","0","0","0","2.41","1.5","1.43","1.5","2.43","0.99"
"1143",="8926","台汽電","12/25","39.85","+0.25","+0.63","1.68","20.16","1.42","17.05","1.5","1.2","1.2","1.6","1.3","1.2","1.3","1.5","1.7","1.9","1.75","0.9"
"1144","00831B","新光美債1-3","12/25","38.45","-0.07","-0.18","","","0.62","3.1","","","","","","","","0.26","0.89","0.4","0.68","0.86"
"1145",="3276","宇環","12/25","22.3","-0.05","-0.22","0.29","3.5","0.17","2","0","0","0","0.3","0.1","0.5","0.2","0","0","0","0.4","0.5"
"1146",="8255","朋程","12/25","178.5","-1.5","-0.83","6.23","74.76","4.82","57.8","4","3.5","5.5","6","6.5","6.5","6","5","4.5","2.3","4","4"
"1147",="6462","神盾","12/25","125","-4","-3.1","1.95","19.46","4.92","49.17","","","0","0","0","0","4.28","8.09","9","15","10","2.8"
"1148",="1440","南紡","12/25","15.65","+0.05","+0.32","0.6","7.14","0.34","4.05","0.2","0.15","0.3","0.17","0.45","0.32","0.36","0.4","0.2","0.35","0.8","0.35"
"1149",="2008","高興昌","12/25","23.55","-0.3","-1.26","0.53","6.32","0.04","0.53","0","0","0","0","0","0","0","0","0","0","0","0.53"
"1150",="6869","雲豹能源-創","12/25","89.6","-0.3","-0.33","3.16","6.33","1.1","2.2","","","","","","","","","","","0.2","2"
"1151",="1463","強盛","12/25","18","0","0","1.03","12.41","0.91","10.93","0","0","0.3","0.53","0.7","3.3","3","1.4","0.6","0.3","0.4","0.4"
"1152",="2706","第一店","12/25","15.75","+0.1","+0.64","0.8","9.65","0.23","2.77","0.11","0.15","0.14","0.18","0.18","0.2","0.28","0.45","0.45","0.15","0.14","0.35"
"1153",="8076","伍豐","12/25","31.5","+0.65","+2.11","0.86","10.37","0.51","6.06","0.2","0.2","0.28","0.5","0.72","0.7","0.7","1","0.26","0.5","0.3","0.7"
"1154",="3219","倚強科","12/25","46.45","-0.75","-1.59","-0.04","-0.52","0.29","3.53","0","0","0","0","0","0","0","0","0","0","2.5","1.03"
"1155",="5906","台南-KY","12/25","67.7","+0.4","+0.59","-1.66","-18.21","0.3","3.64","0.24","0","0","0","0","0","0","0","0","0.2","1.7","1.5"
"1156",="6142","友勁","12/25","9.96","-0.04","-0.4","-0.29","-3.54","0.14","1.73","0","0.55","0.4","0","0","0.56","0","0","0","0","0","0.22"
"1157",="2633","台灣高鐵","12/25","30.35","+0.2","+0.66","1.33","16.01","0.57","6.81","0","0","0","0","0.65","0.6","0.75","1.12","1.21","1.05","0.76","0.67"
"1158",="3652","精聯","12/25","30.55","+0.65","+2.17","0.63","7.54","0.53","6.41","0.93","0","0.5","0.8","0.7","0.7","0.7","0.7","0.14","0.15","0.41","0.67"
"1159",="2363","矽統","12/25","45.6","-0.45","-0.98","-0.43","-5.18","0.25","2.95","0","0","0","0","0","0","0","0","0.35","0.8","0.8","1"
"1160",="6187","萬潤","12/25","140","+6.5","+4.87","2.49","29.93","2.19","26.27","0","0","1.2","1.75","2.03","3","3.1","3.1","1.53","3","4.5","3.06"
"1161",="3290","東浦","12/25","26.1","0","0","0.85","10.16","0.57","6.87","0.5","0","1.5","0.5","1","0.3","0.3","1","0.5","0.2","0.5","0.57"
"1162",="3218","大學光","12/25","276","+8.5","+3.18","3.03","36.41","2.02","24.28","0.33","0","1","1.05","1.1","1.15","1.2","1.25","2","4.2","5","6"
"1163",="4706","大恭","12/25","27.6","0","0","1.25","15.01","0.93","11.2","1","1","1","1","0.9","1.3","1.1","1","0.6","0.8","0.9","0.6"
"1164",="2340","台亞","12/25","46.2","+0.1","+0.22","1.21","14.58","0.99","11.84","0.6","0.45","0.6","0.75","1","1.19","1.35","0.5","0","1.39","3","1"
"1165",="3232","昱捷","12/25","23.1","+0.05","+0.22","0.42","5.06","0.35","4.2","0","0","0.4","1.5","0.4","0","0.1","0.2","0.3","0.3","0.5","0.5"
"1166",="6129","普誠","12/25","30.05","+0.1","+0.33","-0.03","-0.3","0.11","1.35","0.5","0.2","0","0","0","0","0","0","0","0","0","0.65"
"1167",="1560","中砂","12/25","185","+11","+6.32","4.47","53.69","3.24","38.89","2.7","2.7","3.3","4.1","3.7","3","3.5","3.5","2.8","2.8","2.8","4"
"1168",="6841","長佳智能","12/25","92.6","-1","-1.07","0.46","0.93","1","2","","","","","","","","","","","0","2"
"1169",="3680","家登","12/25","369.5","-5","-1.34","3.33","39.93","2.09","25.02","0.5","0.5","0.5","0.5","0.51","0.37","0.25","0.25","2.03","4.86","6.8","7.95"
"1170",="2375","凱美","12/25","70","-0.1","-0.14","3.52","42.27","1.1","13.24","0","0","0.1","1.14","0","0","3","3","0.5","2","2","1.5"
"1171",="6417","韋僑","12/25","103","+1","+0.98","2.13","23.47","1.1","12.1","","0.7","0.2","0.8","1.5","1.5","0.7","0.6","1.1","1.3","1.5","2.2"
"1172",="1410","南染","12/25","37.65","+0.25","+0.67","1.23","14.73","1.14","13.65","0.9","1.2","0.9","1.2","1.3","1.45","1.4","1.3","1","0.9","1.3","0.8"
"1173",="9103","美德醫療-DR","12/25","8.35","-0.3","-3.47","","","0.15","1.6","0","0","0","0","0","0","0","0","0.25","1.17","0.18",""
"1174",="6510","精測","12/25","555","-4","-0.72","18.94","189.4","8.48","84.85","","","1.2","2.3","6","8","10","10","10","12","13.6","11.75"
"1175",="9946","三發地產","12/25","20.25","-0.05","-0.25","2.11","25.32","0.75","9.02","0","2.08","2.51","0","1","0.5","0.6","0.3","0.62","0.3","0.68","0.43"
"1176",="1240","茂生農經","12/25","47.5","-0.15","-0.31","3.79","26.5","1.93","13.5","","","","","","2.5","2.5","1.5","2","2","2","1"
"1177",="6477","安集","12/25","38","-0.25","-0.65","1.56","15.6","0.58","5.77","","","0","0.6","0.35","0.2","0.42","0.8","0.96","1.14","0.51","0.8"
"1178",="5452","佶優","12/25","23.8","+0.2","+0.85","0.52","6.21","0.3","3.55","0.36","0.15","0.22","0.15","0.2","0.15","0","0.2","0.22","0.6","0.8","0.5"
"1179",="4102","永日","12/25","38.35","+0.85","+2.27","-0.09","-1.06","0.28","3.4","1.8","0.3","0","0.3","0","0","0","0","0","0.1","0.1","0.8"
"1180",="4413","飛寶企業","12/25","24.1","+0.45","+1.9","0.24","2.83","0.04","0.5","0","0","0","0","0","0","0","0","0","0","0","0.5"
"1181",="2610","華航","12/25","22.2","+0.3","+1.37","0.25","2.97","0.18","2.18","0","0","0","0","0.46","0","0.22","0.21","0","0","0.83","0.46"
"1182",="5607","遠雄港","12/25","57.9","-0.1","-0.17","1.65","19.75","0.47","5.6","0","0","0","0","0","0","0.2","0.4","1","1.2","1.6","1.2"
"1183",="5272","笙科","12/25","34.05","-0.75","-2.16","1.36","16.28","1.28","15.37","2.07","2.31","3.01","2.5","1.02","1.4","1.5","0","0","0","0.86","0.71"
"1184",="8936","國統","12/25","48.55","-0.75","-1.52","1.68","20.12","0.72","8.62","1.25","1.2","1.5","2.1","0.5","0","0","0.09","0.23","0.25","0.5","1"
"1185",="3025","星通","12/25","48.65","-0.45","-0.92","0.38","4.5","0.36","4.37","0","0.6","0.24","0.15","0","0.27","0.13","0","0.58","1","0.4","1"
"1186",="4207","環泰","12/25","17.05","-0.05","-0.29","0.92","11.1","0.39","4.65","0","0.98","0.59","0.21","0","0","0.8","0.3","0.37","0.65","0.4","0.35"
"1187",="1203","味王","12/25","53.6","+0.2","+0.37","1.47","17.69","0.95","11.4","0.5","0.3","1","1","1","1","1.3","1","1","1.1","1.1","1.1"
"1188",="6104","創惟","12/25","122","+4","+3.39","2.2","26.35","2.14","25.66","0","0","0","4","3","3","1.3","2.36","2","3","4.5","2.5"
"1189",="1516","川飛","12/25","18.5","-0.05","-0.27","0.44","5.28","0.23","2.75","0","0","0","0","0","0.37","0","0","0.08","0.37","1.55","0.38"
"1190",="4561","健椿","12/25","34.4","-0.5","-1.43","1.56","12.5","0.6","4.84","","","","","0.2","0.2","0.69","1","0.25","0.9","0.9","0.7"
"1191",="2634","漢翔","12/25","53.3","+1","+1.91","1.62","19.41","0.71","8.57","0","0","0","0.92","1.36","1","1.13","1.34","1.19","0.2","0.35","1.08"
"1192",="2855","統一證","12/25","19.3","0","0","1.27","15.19","0.75","8.95","0","0.52","0.74","0.81","0.2","0","1.2","0.7","1","1.5","1.89","0.39"
"1193",="6021","美好證","12/25","14.85","+0.05","+0.34","0.32","3.85","0.22","2.7","0","0.35","0.7","0","0","0","0.35","1","0","0","0","0.3"
"1194",="3558","神準","12/25","248","+3","+1.22","10.7","128.4","6.1","73.25","3.01","3.98","6.07","9.49","13","8","6","6.5","5.2","4","3","5"
"1195",="1268","漢來美食","12/25","149","+0.5","+0.34","5.85","46.83","5.46","43.72","","","","","4.5","5.68","6.58","6.97","7","7","3","3"
"1196",="2468","華經","12/25","29.8","-0.1","-0.33","0.59","7.11","0.43","5.2","0.5","0.1","0.3","0.5","0.5","0.5","0.4","0.5","0.5","0.4","0.4","0.6"
"1197",="6870","騰雲","12/25","149","-1.5","-1","2.98","8.94","1.81","5.42","","","","","","","","","","0.2","2.22","3"
"1198",="1796","金穎生技","12/25","74.7","-1.5","-1.97","0.61","6.69","0.56","6.18","0","0","0","0","","2.1","1","0.5","0","0.08","1","1.5"
"1199",="2882","國泰金","12/25","44.85","+0.2","+0.45","4.14","49.71","1.8","21.6","0.5","0.7","1.5","2","2","2","2.5","1.5","2","2.5","3.5","0.9"
"1200",="6538","倉和","12/25","164.5","-2.5","-1.5","5.52","49.71","3.29","32.9","","","3.5","3.25","4.25","4.3","1.3","1","2.5","7","2.5","3.3"
"1201",="911608","明輝-DR","12/25","2.87","+0.01","+0.35","","","0.1","1.2","0.33","0.24","0.24","0.23","0","0","0","0","0","0.05","0.05","0.06"
"1202",="3260","威剛","12/25","100","-1","-0.99","4.27","51.19","2.91","34.9","0.3","2.35","7","2.52","0.5","4","6","0.2","1.41","3.18","5.43","2"
"1203",="6284","佳邦","12/25","85.2","+1.3","+1.55","1.48","17.74","0.75","9.06","0.5","0","0.44","1","1","0.46","0.46","0.8","0.5","1","1.2","1.7"
"1204",="3438","類比科","12/25","70.6","-0.4","-0.56","1.29","15.43","1.03","12.38","1.2","1.2","1.2","1.98","0.3","0","0","0","0","1.5","3.6","1.4"
"1205",="6111","大宇資","12/25","74.2","-5.8","-7.25","1.98","23.74","0.41","4.87","0","0","0","0","0","0","0","0","0.2","0.2","3","1.47"
"1206",="5206","坤悅","12/25","25.25","+0.15","+0.6","1.28","15.36","0.45","5.43","0","0","0","0","0.5","0.5","0.7","0.7","0.75","1.3","0.48","0.5"
"1207",="6679","鈺太","12/25","454.5","+11","+2.48","7.42","44.54","4.36","26.17","","","","","","","1","1.6","2.44","4.99","7.13","9"
"1208",="3489","森寶","12/25","15.2","-1","-6.17","0.21","2.51","0.18","2.2","0","0","0","0","0","0.5","0","0.3","0.3","0.3","0.5","0.3"
"1209",="3675","德微","12/25","274","+1","+0.37","2.69","32.25","1.85","22.15","0.36","0","0","0","0.63","3.46","2","2","1.3","2","5","5.4"
"1210",="2605","新興","12/25","25.55","-1.15","-4.31","1.26","15.06","0.82","9.85","1.5","1.25","1.1","1","1","0.7","0.6","0.2","0.5","0.5","1","0.5"
"1211",="1618","合機","12/25","30.8","-0.5","-1.6","0.52","6.2","0.35","4.15","0.5","0.5","0","0.2","0.35","0.3","0.3","0.3","0.3","0.3","0.5","0.6"
"1212",="2701","萬企","12/25","12.85","0","0","0.64","7.68","0.22","2.67","0.1","0.13","0.12","0.16","0.2","0.25","0.24","0.4","0.4","0.25","0.16","0.25"
"1213",="6703","軒郁","12/25","284","+1","+0.35","8.63","43.14","7.2","35.98","","","","","","","","8","8","7.25","7.2","5.52"
"1214",="1336","台翰","12/25","21.1","-0.05","-0.24","0.26","3.17","0.44","5.28","0.3","0","0.08","0","0","0","0.6","0.79","1.2","1.5","0.4","0.41"
"1215",="6752","叡揚","12/25","134","-2.5","-1.83","4.74","18.98","2.2","8.8","","","","","","","","","1.8","2.2","2.2","2.6"
"1216",="2492","華新科","12/25","124","+2","+1.64","7.95","95.37","3.42","41.04","0","0","0","0.3","0.75","1.21","4.02","16.33","5.5","6.01","4.51","2.4"
"1217","00694B","富邦美債1-3","12/25","39.77","-0.06","-0.15","","","0.66","3.98","","","","","","","0.63","0.77","0.84","0.43","0.55","0.77"
"1218",="1584","精剛","12/25","36.25","-0.15","-0.41","-0.33","-4.01","0.08","0.9","0","0","0","0","0","0","0","0","0","0","0.2","0.7"
"1219",="6877","鏵友益","12/25","36.5","-0.35","-0.95","2.44","4.88","0.52","1.04","","","","","","","","","","","0.34","0.7"
"1220",="6674","鋐寶科技","12/25","26.1","+0.15","+0.58","1.08","6.46","1.25","7.5","","","","","","","1.8","1.8","1.4","1","1","0.5"
"1221",="5880","合庫金","12/25","26.2","-0.05","-0.19","1.13","13.54","0.64","7.65","0.5","0.4","0.5","0.5","0.3","0.75","0.75","0.75","0.85","0.85","1","0.5"
"1222",="4162","智擎","12/25","105","+3.5","+3.45","2.27","27.2","1.35","16.23","0","0","0","1","2","2.5","2","1","0.5","2.53","2.7","2"
"1223",="4960","誠美材","12/25","13.4","+0.15","+1.13","0.96","11.57","0.65","7.8","1.8","1.75","0.5","2.5","0.5","0","0","0","0","0","0.5","0.25"
"1224",="2812","台中銀","12/25","15.8","+0.1","+0.64","1.12","13.48","0.29","3.44","0.05","0.1","0.19","0.25","0.5","0.55","0.45","0.28","0.28","0.24","0.25","0.3"
"1225",="6603","富強鑫","12/25","15.8","-0.15","-0.94","0.66","7.88","0.29","3.45","0.5","0.11","0.2","0.4","0.1","0.3","0.59","0.5","0.1","0.05","0.3","0.3"
"1226",="2947","振宇五金","12/25","79.1","0","0","5.57","22.26","3.28","13.1","","","","","","","","","3","3.6","5","1.5"
"1227",="5543","桓鼎-KY","12/25","40.05","-0.25","-0.62","0.41","3.28","0.97","8.71","","","","1.02","0.97","0.9","0.8","0.5","0.8","0.96","2","0.76"
"1228",="1608","華榮","12/25","21.25","-0.25","-1.16","0.61","7.36","0.45","5.39","0","0.7","0.7","0","0","0","0.73","0","0.66","0.7","1.5","0.4"
"1229",="3324","雙鴻","12/25","346","+7","+2.06","6.31","75.67","2.81","33.74","0.99","1","0.4","0.2","0.92","3.55","2.03","1.52","5.04","5.6","6","6.5"
"1230",="3520","華盈","12/25","16.05","-0.1","-0.62","-0.93","-11.19","0.02","0.3","0","0","0","0","0","0","0","0","0","0","0","0.3"
"1231",="3373","熱映","12/25","27","-2.6","-8.78","2.23","26.73","1.51","18.09","0.56","0","0.13","0.7","1.4","0.5","0.3","0.5","2","10","1.5","0.5"
"1232",="8354","冠好","12/25","16.2","-0.2","-1.22","1.93","23.15","0.53","6.4","0.4","0.4","0.4","0.8","0.7","0.5","0.5","0.6","0.7","0.3","0.8","0.3"
"1233",="3006","晶豪科","12/25","97.3","+0.2","+0.21","3.49","41.9","2.07","24.88","0.5","0.6","2","2.65","1.16","1.43","2.24","1.5","1","2","8","1.8"
"1234",="4754","國碳科","12/25","43.25","0","0","2.44","26.86","1.3","14.33","","0.49","0.04","1.3","2","2.6","2.6","1.5","1.5","0.5","1","0.8"
"1235",="2312","金寶","12/25","16.25","+0.1","+0.62","0.19","2.3","0.21","2.5","0.1","0.1","0","0","0.3","0.3","0.31","0.3","0.31","0.29","0.2","0.3"
"1236",="3577","泓格","12/25","81.5","-0.5","-0.61","2.21","26.46","1.26","15.1","1.7","1.5","1.5","1.5","1.3","1","1.5","0.7","0.7","0.7","1.5","1.5"
"1237",="3188","鑫龍騰","12/25","16.3","-0.05","-0.31","0.05","0.55","0.18","2.1","0","0","0","0","0","0","0","0.5","0.5","0.3","0.5","0.3"
"1238",="1231","聯華食","12/25","87.1","-0.3","-0.34","3.01","36.08","1.41","16.87","1.2","1.2","1","0.9","1.32","1.75","1.4","1.8","1.6","1.6","1.5","1.6"
"1239",="5213","亞昕","12/25","35.5","-0.35","-0.98","1.78","21.39","1.03","12.34","1.25","0.6","1.19","1.1","1.2","0.5","0.97","2","0","2","0.89","0.65"
"1240",="1760","寶齡富錦","12/25","109.5","-2","-1.79","0.95","11.36","0.93","11.15","0","0","0","0.15","0.8","0.9","1.5","1.8","1.8","0.7","1.5","2"
"1241",="1611","中電","12/25","16.55","-0.15","-0.9","0.2","2.44","0.43","5.15","1.2","0.2","0","0","0","0","1","0.15","1.2","0.3","0.8","0.3"
"1242",="1617","榮星","12/25","16.55","-0.05","-0.3","0.5","6.04","0.39","4.62","0","0","0","0.3","0.3","0.4","0.6","1","0.3","0.6","0.82","0.3"
"1243",="6708","天擎","12/25","49.7","-1.3","-2.55","0.82","4.08","0.47","2.35","","","","","","","","0.12","0.08","0.5","0.75","0.9"
"1244",="5222","全訊","12/25","166","+1.5","+0.91","1.56","18.72","0.96","11.5","0","0","0","0","0","0","0","0.5","3","1.5","3.5","3"
"1245",="1414","東和","12/25","17.75","+0.05","+0.28","0.73","8.79","0.31","3.7","0.3","0.38","0.5","0.3","0.2","0.2","0.32","0.2","0.2","0.25","0.54","0.32"
"1246",="2401","凌陽","12/25","33.3","-0.3","-0.89","0.06","0.74","0.54","6.48","0","0","0","0.6","0.89","0.5","0.7","0.36","0.3","0.53","2","0.6"
"1247",="1711","永光","12/25","19.45","-0.2","-1.02","0.9","10.85","0.45","5.45","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.3","0.3","0.5","0.35"
