"排名","代號","名稱","股價日期","成交","漲跌價","漲跌幅","EPS平均","EPS合計","股利平均","股利合計","2012發放年度","2013發放年度","2014發放年度","2015發放年度","2016發放年度","2017發放年度","2018發放年度","2019發放年度","2020發放年度","2021發放年度","2022發放年度","2023發放年度"
"945",="8917","欣泰","12/25","65.3","-0.4","-0.61","1.87","22.44","1.36","16.33","1.3","1.6","1","1","1","1.23","1.5","2.1","1","1.5","1.1","2"
"946",="2353","宏碁","12/25","49","+3.7","+8.17","-0.13","-1.6","0.71","8.53","0","0","0","0","0.5","0.5","0.7","0.77","0.78","1.5","2.28","1.5"
"947",="9941","裕融","12/25","183","+0.5","+0.27","7.76","93.17","4.68","56.12","2","2.95","4.84","5.1","4.72","4.81","5.9","5.5","4.5","4.7","5.5","5.6"
"948",="1309","台達化","12/25","16.4","-0.3","-1.8","1.19","14.32","0.43","5.2","0.2","0","0","0","0","0","0","0.2","0.3","2","2","0.5"
"949",="9937","全國","12/25","69.2","+0.2","+0.29","1.96","23.58","1.88","22.6","3","1.3","1.2","1.2","1.4","2","2","2","2","2.3","2.1","2.1"
"950","01004T","土銀富邦R2","12/25","13.23","-0.01","-0.08","","","0.39","4.63","0.37","0.37","0.39","0.4","0.4","0.38","0.38","0.36","0.39","0.4","0.39","0.4"
"951",="1464","得力","12/25","13.2","0","0","0.97","11.68","0.97","11.64","0.2","0.2","0","0.97","2.18","1.93","2.2","1.5","1.5","0.3","0.25","0.4"
"952",="1626","艾美特-KY","12/25","16.55","+0.05","+0.3","1.18","12.96","0.73","8.05","","2.5","2.55","0","0","1","0.1","0","0.8","0.6","0","0.5"
"953",="6895","宏碩系統","12/25","114.5","+1.5","+1.33","3.3","6.59","2.98","5.95","","","","","","","","","","","2.5","3.45"
"954",="4907","富宇","12/25","39.85","+0.1","+0.25","1.51","18.14","0.66","7.9","0","0","0","0","0","0","1.5","1.5","1.2","1.2","1.3","1.2"
"955",="6569","醫揚","12/25","166","-2.5","-1.48","7.5","67.49","4.98","49.82","","0.32","","3","6","7","6.5","6.5","6","5.5","4","5"
"956",="2885","元大金","12/25","26.6","-0.2","-0.75","1.5","17.97","0.7","8.43","0.2","0.55","0.65","0.62","0.36","0.45","0.56","0.9","0.65","1.2","1.5","0.8"
"957",="4945","陞達科技","12/25","90","+4.5","+5.26","1.56","9.34","1.83","11","0","","","","","","","2","1.5","1.6","3.2","2.7"
"958",="4205","中華食","12/25","100","+0.5","+0.5","2.95","35.45","2.23","26.8","2","1","2","1.5","2","1.5","3","2.8","3","2","3","3"
"959",="5438","東友","12/25","17","0","0","0.91","10.96","0.74","8.91","0.6","0.3","0.6","1","1.2","1.2","1.5","1.05","0.44","0.1","0.41","0.51"
"960",="8466","美吉吉-KY","12/25","50","-0.2","-0.4","5.33","42.66","3.94","31.5","","","","","6.2","7","6","3","4.1","3","0.7","1.5"
"961",="8436","大江","12/25","167.5","-1","-0.59","8.73","104.7","3.95","47.4","0.3","0.34","0.99","1","1.46","2.01","2.69","6.95","8.88","8.84","8.92","5.02"
"962",="9935","慶豐富","12/25","21.7","+0.45","+2.12","0.43","5.19","0.25","2.97","0","0","0","0","0","0","0","0.33","0.6","0.88","0.51","0.65"
"963",="6756","威鋒電子","12/25","250.5","+22.5","+9.87","8.24","32.94","6.57","26.28","","","","","","","","","3.3","4.5","10.99","7.49"
"964",="9136","巨騰-DR","12/25","6.49","-0.03","-0.46","","","0.41","4.87","0.3","0.46","0.58","0.59","0.62","0.38","0.3","0.39","0.38","0.36","0.3","0.19"
"965",="3032","偉訓","12/25","67.6","-0.3","-0.44","2.31","27.78","1.7","20.4","0","0.3","0.5","2","2","2.2","2","2.25","2.04","3.1","2","2.02"
"966",="2892","第一金","12/25","26.85","+0.1","+0.37","1.39","16.73","0.82","9.85","0.4","0.45","0.5","0.7","0.95","1.2","0.9","1","1.05","0.9","1","0.8"
"967",="8454","富邦媒","12/25","504","-1","-0.2","9.73","116.8","8.23","98.79","4.39","3.92","3.5","8.48","7","8","8","9","8.5","10","13","15"
"968",="1532","勤美","12/25","40.4","+0.2","+0.5","2.67","32.03","1.6","19.16","0.4","1","3","1.5","2.1","1.7","1.5","2.7","0.92","1.03","2.11","1.2"
"969","00779B","凱基美債25+","12/25","32.04","-0.17","-0.53","","","0.9","4.48","","","","","","","","0.74","0.95","0.95","0.9","0.95"
"970",="3669","圓展","12/25","48.3","0","0","2.02","24.23","1.27","15.2","1.5","0.48","0.2","0.41","0.2","0.88","0.4","0.4","0.5","5","3.8","1.43"
"971",="1734","杏輝","12/25","33.8","-0.05","-0.15","0.49","5.88","0.4","4.75","0.35","0.6","0.8","0.8","0.2","0.1","0.2","0.1","0.2","0.2","0.2","1"
"972",="6782","視陽","12/25","186","+3.5","+1.92","8.68","26.05","3.35","13.4","","","","","","","","","2.8","1.1","4","5.5"
"973",="4106","雃博","12/25","28.75","0","0","1.62","19.45","0.8","9.6","1.75","0.5","0.7","1","1","0.8","0.8","0.65","0.45","0.55","0.55","0.85"
"974",="4173","久裕","12/25","22","+0.05","+0.23","0.91","10.04","0.72","7.95","","1.5","1.16","0.81","0.3","0.54","0.3","1.04","0.6","0.56","0.5","0.65"
"975","00696B","富邦美債20年","12/25","32.61","-0.16","-0.49","","","1.05","6.28","","","","","","","0.74","1.4","1.18","1.02","0.98","0.96"
"976",="5230","雷笛克光學","12/25","27.1","+0.6","+2.26","2.02","24.25","1.23","14.74","1.15","1.97","2.46","1","1.1","1.2","1.8","1.22","0.64","0.6","0.8","0.8"
"977",="3406","玉晶光","12/25","407.5","+2.5","+0.62","10.1","121.2","4.21","50.47","2.5","2","0","0","0","0","3.5","3.5","8.99","9.99","7.99","12"
"978",="4966","譜瑞-KY","12/25","1210","+15","+1.26","31.82","350.1","13.16","157.9","3.47","3.4","2.8","4.98","4.94","8.88","12.22","12.31","15.07","21.74","32.48","35.59"
"979",="2506","太設","12/25","10.2","-0.2","-1.92","0.64","7.71","0.19","2.32","0.1","0.1","0.21","0.4","0.2","0.1","0.15","0.16","0","0.4","0.2","0.3"
"980",="2501","國建","12/25","17.05","+0.1","+0.59","1.48","17.71","0.99","11.9","1","1","1","1","0","1.5","1.2","2.1","1","1","0.6","0.5"
"981","01007T","兆豐國泰R2","12/25","16.44","+0.01","+0.06","","","0.44","5.28","0.43","0.43","0.43","0.45","0.43","0.44","0.43","0.43","0.43","0.45","0.47","0.48"
"982",="3050","鈺德","12/25","17.1","-0.1","-0.58","0.38","4.61","0.35","4.2","0","0","0","0","0.8","0.3","0.6","0.3","0.5","0.6","0.6","0.5"
"983",="00904","新光臺灣半導體30","12/25","15.07","+0.04","+0.27","","","0.32","0.65","","","","","","","","","","","0.21","0.44"
"984",="2495","普安","12/25","20.55","-0.1","-0.48","0.6","7.14","0.55","6.61","1","0.35","0.15","0.6","0.9","0.9","0.4","0.4","0.61","0.3","0.4","0.6"
"985",="6693","廣閎科","12/25","68.5","-1.5","-2.14","1.48","7.38","0.88","4.42","","","","","","","","0","0","0.2","2.22","2"
"986",="006208","富邦台50","12/25","76","+0.35","+0.46","","","1.64","19.74","1.84","0.63","1.21","0.84","0.04","2.65","2.65","1.8","1.62","1.96","2.28","2.21"
"987",="1735","日勝化","12/25","17.2","-0.2","-1.15","0.64","7.67","0.48","5.78","0.28","0.6","0.5","0.6","1","0.5","0.5","0.15","0.65","0.5","0","0.5"
"988",="2356","英業達","12/25","51.6","+1","+1.98","1.64","19.63","1.38","16.5","0.3","0.8","1.6","1.75","1.4","1.45","1.65","1.5","1.3","1.85","1.4","1.5"
"989",="3310","佳穎","12/25","104","-2.5","-2.35","1.24","14.93","1.41","16.88","0","0.19","0.2","0.3","0.5","0.5","1.5","5","2","1.5","2.17","3.02"
"990",="3164","景岳","12/25","24.1","-0.25","-1.03","-0.18","-2.21","0.53","6.31","1","0.5","0","0","0","0","0","1.5","0.81","0.7","1.1","0.7"
"991",="6177","達麗","12/25","34.55","+0.05","+0.14","2.93","35.16","1.74","20.88","1","0","0","4","2.98","1.99","4.42","0.5","2","0","3","1"
"992",="4538","大詠城","12/25","18.9","+0.2","+1.07","1.03","12.4","0.72","8.7","0.6","0.6","1.2","0.65","0.5","0.5","1.4","1.2","0.2","0.8","0.5","0.55"
"993",="6112","邁達特","12/25","69.5","-1.4","-1.97","2.61","31.31","2.04","24.5","2","2.5","2","2","1.5","1.5","1.5","1.5","3","2.5","2.5","2"
"994",="2887","台新金","12/25","17.8","+0.05","+0.28","1.19","14.23","0.44","5.27","0.22","0.22","0.43","0.1","0.48","0.53","0.54","0.51","0.57","0.56","0.6","0.51"
"995",="3023","信邦","12/25","295.5","+0.5","+0.17","6.05","72.59","4.27","51.22","1.69","2","2.5","2.75","3.1","3.7","4","4.48","5.3","6.29","6.96","8.46"
"996",="6125","廣運","12/25","56.6","-0.3","-0.53","-0.26","-3.13","0.81","9.74","0.2","0","0.5","0.5","0.5","0.5","0.3","0.51","2","1.5","1.61","1.62"
"997",="3088","艾訊","12/25","87.3","+0.5","+0.58","4.99","59.89","3.28","39.41","1.5","1.96","2.67","3.99","4.3","3.65","5.53","3.75","3.98","2.57","3.04","2.48"
"998",="3078","僑威","12/25","82.7","-0.3","-0.36","2.56","30.68","1.71","20.55","0.35","0.35","0.75","1.6","1.9","2.35","1.75","1.45","1.3","3.15","3.25","2.35"
"999",="4401","東隆興","12/25","24.65","+0.4","+1.65","3.09","37.05","2.33","28","2.2","2.2","3.7","3.5","3.6","3.6","3","2","1.2","1","1.3","0.7"
"1000",="6715","嘉基","12/25","157.5","0","0","5.06","25.29","2.21","11.07","","","","","","","","0.5","1.8","2.5","1.8","4.47"
"1001",="4138","曜亞","12/25","111","+1","+0.91","3.94","47.28","3.47","41.69","5","4.25","1.5","3.5","3.63","3.56","3.4","3.15","3.35","3.5","3.7","3.15"
"1002",="6629","泰金-KY","12/25","53","-0.3","-0.56","5.74","28.71","2.91","14.56","","","","","","","","1.5","3.1","6.69","1","2.27"
"1003",="2408","南亞科","12/25","75.4","-0.5","-0.66","5.21","62.57","2.13","25.54","0","0","0","2","2.8","1.5","3.51","7.11","1.5","1.3","3.7","2.13"
"1004",="020038","元大ESG配息N","12/25","6.34","+0.01","+0.16","","","0.18","0.18","","","","","","","","","","","","0.18"
"1005",="1513","中興電","12/25","117.5","+1.5","+1.29","2.06","24.68","1.46","17.51","1","1","0.8","1.2","1","1","1","1","1.2","2.2","2.8","3.31"
"1006",="2351","順德","12/25","113.5","0","0","3.26","39.17","2.06","24.7","0.3","1","1.6","2.2","2","2.5","2.5","2.8","1.8","1.8","3","3.2"
"1007",="3003","健和興","12/25","71.1","-0.5","-0.7","2.98","35.73","1.29","15.48","0.5","0.7","0.99","0.99","1","1.5","1.8","1.8","1","1.2","2","2"
"1008",="6515","穎崴","12/25","786","-24","-2.96","20.78","83.1","12.4","62.01","","","","4.05","","","","","12","12.98","10.98","22"
"1009",="2809","京城銀","12/25","39.35","+0.1","+0.25","3.6","43.16","1.33","16","0","1.5","1.5","1.5","0.5","1.5","1.5","1.5","1.5","1.8","2.1","1.1"
"1010",="6592","和潤企業","12/25","125.5","0","0","5.14","36","3.07","21.5","","","","","","1.5","2.4","3.3","3.1","3.5","4.2","3.5"
"1011",="6426","統新","12/25","71.8","-0.8","-1.1","2.4","26.42","1.59","17.5","","0.51","1","1.51","1.5","1.49","1.49","1.49","2","2.5","2","2"
"1012",="3663","鑫科","12/25","35.9","-0.25","-0.69","0.51","6.07","0.63","7.6","1","0.9","0","0.5","0","0.6","0.5","0.4","1","0.8","0.9","1"
"1013",="2382","廣達","12/25","215.5","+0.5","+0.23","5.77","69.24","4.3","51.55","4","4","3.8","4","3.8","3.5","3.4","3.55","3.7","5.2","6.6","6"
"1014",="6527","明達醫","12/25","86.2","+0.2","+0.23","2.91","26.23","1.51","13.57","","","","0.35","1.2","1","1.01","1.73","2.55","1.4","1.94","2.4"
"1015",="6561","是方","12/25","323.5","+4.5","+1.41","7.69","61.51","6.98","55.87","","","","","3.8","4.5","4.97","7.5","8","8.8","9.3","9"
"1016",="4737","華廣","12/25","75.5","+0.8","+1.07","1.95","23.45","2.3","27.55","3.6","0.8","1.78","0.94","2","4.14","4.14","2","1.99","2.06","2","2.1"
"1017","00721B","元大中國債3-5","12/25","44.61","0","0","","","1.27","7.63","","","","","","","0.55","1.55","1.35","1.42","1.52","1.24"
"1018",="1225","福懋油","12/25","54","+0.7","+1.31","1.22","14.63","0.97","11.62","0.3","0.38","0.24","0.25","1","1.25","1.25","1.15","1.3","1.4","1.6","1.5"
"1019",="6742","澤米","12/25","63","+1","+1.61","1.28","5.14","0.44","1.75","","","","","","","","","0","0","0","1.75"
"1020",="7556","意德士","12/25","108","0","0","4.52","18.09","2.38","9.5","","","","","","","","","2","2.1","2.4","3"
"1021",="1907","永豐餘","12/25","32.5","-0.75","-2.26","1.26","15.1","0.68","8.1","0.8","0.4","0.4","0.4","0.3","0","0.6","0.6","0.7","1.5","1.5","0.9"
"1022",="00702","國泰標普低波高息","12/25","21.36","-0.01","-0.05","","","0.56","3.35","","","","","","","0.55","0.73","0.44","0.46","0.58","0.59"
"1023",="6411","晶焱","12/25","119","-1","-0.83","5.12","61.41","3.14","37.72","2","1.5","1.5","1.5","1.8","1.8","3.2","4.17","4.8","5.03","7.16","3.27"
"1024",="3322","建舜電","12/25","21.85","+0.35","+1.63","0","-0.05","0.15","1.81","0","0","0","0.37","0","0","0","0.25","0","0","0.6","0.6"
"1025",="2395","研華","12/25","364","+4.5","+1.25","8.92","107.1","6.64","79.66","4.96","4.89","5.28","6","6","6.3","6.6","6.8","7.79","7.09","7.98","9.99"
"1026",="6811","宏碁資訊","12/25","273.5","-0.5","-0.18","8.5","25.49","5.5","16.5","","","","","","","","","","3.5","5.5","7.5"
"1027",="6669","緯穎","12/25","1825","-15","-0.82","44.32","265.9","25.01","150","","","","","","","4.04","16","23","32","25","50"
"1028",="5439","高技","12/25","120.5","-1","-0.82","2.72","32.66","2.22","26.61","2.2","1.5","1.5","1.6","1.5","1.81","2","2.8","2.3","2.5","3.6","3.3"
"1029",="2402","毅嘉","12/25","36.25","+0.55","+1.54","0.64","7.74","0.51","6.14","0","0.5","0.6","2.05","0","0","0","0.5","0.5","0.5","0.5","0.99"
"1030",="2849","安泰銀","12/25","14.65","+0.2","+1.38","1.36","16.32","0.65","7.79","0.6","0.6","0.6","0.6","0.6","0.6","0.6","1","0.73","0.73","0.73","0.4"
"1031",="3059","華晶科","12/25","36.65","-0.5","-1.35","0.53","6.36","0.75","8.98","1.5","0.99","0","1","1","0.8","0.49","0.5","0.52","0.5","0.69","1"
"1032",="6582","申豐","12/25","55.2","-1.2","-2.13","9.78","78.22","5.71","45.65","","","","","4","3.62","3.49","3.59","4.45","10","15","1.5"
"1033",="6781","AES-KY","12/25","701","-7","-0.99","27.34","82.02","13.1","39.3","","","","","","","","","","5.3","15","19"
"1034",="4153","鈺緯","12/25","37","-0.6","-1.6","0.86","10.32","0.97","11.65","0.5","0.48","1.97","2.59","3","0","0","1.48","0","0.26","0.37","1"
"1035","01001T","土銀富邦R1","12/25","14.8","+0.5","+3.5","","","0.45","5.45","0.51","0.43","0.58","0.64","0.45","0.41","0.41","0.4","0.37","0.39","0.48","0.4"
"1036",="1773","勝一","12/25","133.5","0","0","5.37","64.45","3.26","39.09","2.6","3","2","2.6","3","4","4.6","5","2.2","3.49","3","3.6"
"1037",="3231","緯創","12/25","96.6","+2.4","+2.55","2.5","29.96","1.73","20.81","2.2","1.5","1.8","1.23","1.2","1.18","1.17","1.49","2.04","2.2","2.2","2.6"
"1038",="5243","乙盛-KY","12/25","59.5","0","0","2.63","28.91","1.52","16.77","","0","1.5","2.57","1.2","1.5","2","1.5","1.8","1.7","1.4","1.6"
"1039",="2880","華南金","12/25","21.95","+0.05","+0.23","1.2","14.45","0.57","6.89","0.5","0.5","0.7","0.62","0.63","0.7","0.5","0.55","0.56","0.26","0.78","0.59"
"1040",="0053","元大電子","12/25","70.7","+0.4","+0.57","","","1.2","14.46","0.55","0.75","0.9","0.9","1","1.15","1.1","1.5","1.3","1.7","1.71","1.9"
"1041",="1536","和大","12/25","59.6","+0.7","+1.19","2.86","34.38","1.97","23.63","0","0.22","1.29","2.1","3.2","3.5","3.75","3.5","2","1.1","1.36","1.6"
"1042","00859B","群益0-1年美債","12/25","40.33","-0.07","-0.17","","","0.51","2.57","","","","","","","","0.1","0.53","0.36","0.5","1.08"
"1043",="1437","勤益控","12/25","29.9","0","0","1.11","13.31","0.42","5","0","0","0","0","0","0.5","0.5","0.5","1.1","0.7","0.9","0.8"
"1044",="1525","江申","12/25","78.5","-0.2","-0.25","5.09","61.11","1.88","22.6","1.7","1.6","1.6","1.4","1.4","2.3","2.4","1.8","2","2.2","2.1","2.1"
"1045",="8478","東哥遊艇","12/25","374","-5.5","-1.45","5.83","52.44","2.41","21.65","","","","0.19","0.21","0.65","2.07","2","0.51","1.02","5","10"
"1046",="3305","昇貿","12/25","74.6","-0.9","-1.19","2.42","29.04","1.74","20.94","2.84","1.82","1.96","2","1.04","2.36","1.03","1.03","1.01","1.36","2.5","1.99"
"1047",="2017","官田鋼","12/25","15","+0.1","+0.67","0.19","2.26","0.23","2.75","0.25","0","0","0","0","0.35","0.45","0.4","0","0.3","0.6","0.4"
"1048",="6526","達發","12/25","563","-2","-0.35","11.55","57.76","4.9","24.5","","","","3","4.5","2","","","","","0","15"
"1049",="3390","旭軟","12/25","25.55","-0.25","-0.97","1.43","17.18","1.54","18.52","3.5","3.97","3.4","2","0.8","1","1","1.1","0.5","0.2","0.38","0.68"
"1050",="6409","旭隼","12/25","1635","-5","-0.3","21.94","241.3","19.54","214.9","","7","7.3","10.8","15","20","20","21","23.21","23.5","23.55","43.51"
"1051",="3266","昇陽","12/25","18.8","+0.15","+0.8","0.84","10.1","0.27","3.3","0.8","0","0","1","0","0","0","0.5","0.5","0","0","0.5"
"1052",="3483","力致","12/25","150","-2","-1.32","2.01","24.12","1.08","12.96","0.5","1.2","0.15","0.15","0.1","0.9","0.41","0.1","0.47","2","3","3.98"
"1053",="3019","亞光","12/25","71.7","+3.3","+4.82","0.73","8.71","1.13","13.5","0","0","0","0","0","1","1.6","2.3","2","1","3.7","1.9"
"1054",="1256","鮮活果汁-KY","12/25","246.5","0","0","12.75","140.3","5.85","70.16","0.56","2","5","5.5","4","4.2","5","6.2","6.2","12","13","6.5"
"1055",="6683","雍智科技","12/25","285","+2","+0.71","10.17","61.03","4.96","29.76","","","","","","","2","3","4","5.5","7.76","7.5"
"1056",="6160","欣技","12/25","22.9","-0.2","-0.87","0.58","7.02","0.72","8.58","2.3","1","0.6","1","1","1","0","0.73","0","0","0.35","0.6"
"1057",="2331","精英","12/25","30.6","-0.2","-0.65","0.81","9.69","1.31","15.77","2.47","0.5","3","5","2","0","1","0","0","1","0","0.8"
"1058",="6435","大中","12/25","115","+4.5","+4.07","6.8","68.02","4.12","41.18","","","2.16","2.95","3","3","3.5","7.07","4.3","5","7.2","3"
"1059",="3094","聯傑","12/25","38.4","+0.05","+0.13","0.73","8.74","0.95","11.45","0.61","1","1.12","1.15","1.16","1.1","0.9","0.8","0.82","0.8","0.99","1"
"1060",="3141","晶宏","12/25","102.5","+1","+0.99","2.44","29.3","1","11.95","0","0","0.25","0.62","0.31","0.57","1","1.51","0.4","0.62","4","2.67"
"1061",="020036","元大金融配息N","12/25","5.42","+0.02","+0.37","","","0.14","0.14","","","","","","","","","","","","0.14"
"1062",="1210","大成","12/25","57.7","-1.3","-2.2","2.55","30.55","1.5","17.99","1.19","1.2","1","1","0.7","1.5","2","1.5","2.2","2.7","1.5","1.5"
"1063",="3008","大立光","12/25","2795","+145","+5.47","148.04","1777","61.14","733.7","17","17","28.5","51","63.5","63.5","72.5","68","79","91.5","109.66","72.5"
"1064",="3055","蔚華科","12/25","38.55","+0.1","+0.26","0.4","4.81","0.63","7.57","0.35","0.3","0.31","1.2","1","0.82","0.8","1","0.4","0.2","0.2","1"
"1065",="1219","福壽","12/25","19.3","-0.1","-0.52","0.7","8.41","0.41","4.88","0.5","0.1","0.15","0.18","0.25","0.3","0.3","0.1","0.4","1","1.1","0.5"
"1066",="8040","九暘","12/25","46.4","-0.65","-1.38","-0.4","-4.78","0.17","2","0","0","0","0","0","0","0","0","0.2","0","0.6","1.2"
"1067",="1614","三洋電","12/25","38.4","-0.25","-0.65","1.06","12.73","0.93","11.18","1.19","0.86","0.9","0.76","0.81","1.05","0.7","0.91","0.83","0.95","1.23","0.99"
"1068",="6224","聚鼎","12/25","58.1","+2.9","+5.25","4.62","55.48","3.83","45.9","3.91","4.1","4.1","4.2","4.3","4.55","3","3.75","4","4.25","4.25","1.5"
"1069",="6491","晶碩","12/25","387.5","-3.5","-0.9","8.7","78.3","3.17","28.5","","","","0","0","1","0","1.5","2.5","5","8.5","10"
"1070",="4129","聯合","12/25","88.5","-0.5","-0.56","1.42","17.01","1.1","13.24","1","0.4","0.45","1.21","1.6","1.39","1.26","2","0.82","0.84","0","2.28"
"1071",="1786","科妍","12/25","77.2","-0.5","-0.64","1.15","13.8","0.73","8.72","0","0","0.7","0","0.5","0","0.2","1.6","1.36","0.96","1.42","1.98"
"1072",="5516","雙喜","12/25","19.5","-0.3","-1.52","0.95","11.39","0.21","2.5","1","0","0","0","0","0","0","0","0.3","0.2","0.5","0.5"
"1073",="00927","群益半導體收益","12/25","17.21","+0.02","+0.12","","","0.44","0.44","","","","","","","","","","","","0.44"
"1074",="6568","宏觀","12/25","157.5","+1","+0.64","7.73","69.6","4.67","42","","","","3","3","5","5","5.9","6","5.06","5.02","4.02"
"1075",="4807","日成-KY","12/25","17.65","+0.1","+0.57","2.92","23.33","2.2","17.59","","","","","4.98","3","3","4","0","0.5","1.66","0.45"
"1076",="2206","三陽工業","12/25","70.7","+0.1","+0.14","1.83","21.96","0.86","10.37","0.45","0.45","0","0","1","1.03","1.02","1","1.01","1.31","1.3","1.8"
"1077",="4555","氣立","12/25","59.9","-0.1","-0.17","2.77","24.93","2.07","18.6","","","","3.5","3.1","2","2","2","1.2","1.5","1.78","1.52"
"1078",="5536","聖暉*","12/25","177","-0.5","-0.28","16.04","192.4","10.64","127.7","10","10","10","2","6","8.01","13","15","15","12","15","11.68"
"1079",="8930","青鋼","12/25","39.35","-0.15","-0.38","1.12","13.45","0.66","7.92","0.97","0.11","1.43","0.5","0","0.7","0.7","0.6","0.61","0.5","0.8","1"
"1080",="0055","元大MSCI金融","12/25","23.7","+0.02","+0.08","","","0.55","6.62","0.25","0.35","0.4","0.45","0.45","0.5","0.65","0.7","0.65","0.75","0.87","0.6"
"1081",="3178","公準","12/25","98.8","-1","-1","2.21","26.51","0.9","10.85","0","0","0","0.1","1","2.35","1","1","0.7","1.2","1","2.5"
"1082",="1727","中華化","12/25","28.9","-0.5","-1.7","0.86","10.32","0.46","5.58","0.43","0.4","0.5","0.5","0.5","0.6","0.6","0.6","0.2","0","0.52","0.73"
"1083",="6209","今國光","12/25","27.7","+0.1","+0.36","-0.01","-0.1","0.42","5.1","1.2","1.6","0.6","0","0","0.5","0","0","0","0","0.5","0.7"
"1084",="2723","美食-KY","12/25","99.3","+1.1","+1.12","6.96","76.53","3.71","44.5","4","5","1.3","1.2","2.5","5","6","5","3","4","5","2.5"
"1085",="2618","長榮航","12/25","31.75","-0.15","-0.47","0.69","8.3","0.24","2.84","0","0","0","0","0.3","0.2","0.2","0.5","0.25","0","0.59","0.8"
"1086",="3268","海德威","12/25","28","-0.7","-2.44","0.54","6.53","0.16","1.9","0","0","0","0.1","0","0","0","0","0","0.5","0.6","0.7"
"1087",="4510","高鋒","12/25","16.1","+0.05","+0.31","0.63","7.54","0.47","5.6","0.5","0.2","0.6","1.2","0.8","0.7","0.55","0.65","0","0","0","0.4"
"1088",="5292","華懋","12/25","121","-0.5","-0.41","4.24","21.21","1.76","8.8","","0.3","","","","","","","2","2","1.5","3"
"1089",="6173","信昌電","12/25","48.65","-0.25","-0.51","2.7","32.38","1.16","13.88","0","0","0","0.4","0.35","0.3","1.5","4.3","1.8","2.01","2.01","1.21"
"1090",="4543","萬在","12/25","48.45","-1.35","-2.71","1.44","14.36","0.56","6.21","","0.1","0.3","1","1.2","0.4","0.3","1","0.71","0","0","1.2"
"1091",="2421","建準","12/25","105","-1","-0.94","2.2","26.46","1.73","20.74","1.54","1","1","1.2","1.5","2","2.3","2","2","2.4","1.2","2.6"
"1092",="3617","碩天","12/25","202","-3","-1.46","7.02","84.28","4.33","51.93","3.59","3.8","4.01","4.23","4.5","4.75","5","5.3","5.35","5.4","1","5"
"1093",="2454","聯發科","12/25","995","+5","+0.51","28.57","342.8","24.25","291","9","9","15","22","11","9.5","10","9","10.5","37","73","76.01"
"1094",="6615","慧智","12/25","40.5","-0.35","-0.86","2.37","16.59","1.86","13","","","","","","2","2","2","2.6","1.4","2","1"
"1095",="9918","欣天然","12/25","40.55","+0.15","+0.37","1.4","16.78","1.25","15.05","1.2","1.2","1.2","1.1","1.2","1.15","1.2","1.15","1.35","1.6","1.7","1"
"1096",="3704","合勤控","12/25","50.3","-0.2","-0.4","0.73","8.78","0.33","4","1.1","0","0.3","0.15","0","0.2","0","0","0","0.5","0.51","1.24"
"1097",="6005","群益證","12/25","15.85","0","0","0.91","10.98","0.57","6.85","0.25","0.15","0.45","0.6","0.49","0.37","0.2","0.4","0.8","1.1","1.65","0.39"
"1098",="3533","嘉澤","12/25","1025","-25","-2.38","18.44","221.3","8.72","104.6","3.5","4.5","3.5","5.5","4.5","4","5.5","8.7","10.5","13.3","15.92","25.18"
"1099",="00714","群益道瓊美國地產","12/25","19.69","-0.02","-0.1","","","0.73","4.35","","","","","","","0.64","0.56","0.58","1","1.1","0.48"
"1100",="3491","昇達科","12/25","162","-0.5","-0.31","3.53","42.41","3.35","40.24","1.23","2.38","2.55","4.08","4.3","4","3.85","3.4","4","2.5","4","3.96"
"1101",="6613","朋億*","12/25","140.5","+1","+0.72","15.02","120.2","9.12","72.99","","","","","3.5","6","10","15","10","8","12","8.49"
"1102",="1233","天仁","12/25","35","+0.2","+0.57","1.81","21.73","1.73","20.8","2.3","2.3","2.3","2.1","2","1.6","2.25","1.9","1.6","0.8","0.8","0.85"
"1103",="3552","同致","12/25","144.5","0","0","4.87","58.49","2.7","32.44","2.2","1.65","3","3.4","5.23","7.47","2","0","0","1.5","2.5","3.5"
"1104",="6108","競國","12/25","20.65","-0.45","-2.13","1.66","19.91","1.18","14.1","1.2","1.4","0.9","1.1","0","2","1.35","2.5","1.6","0.5","1.05","0.5"
"1105",="1813","寶利徠","12/25","20.8","-0.1","-0.48","1.25","14.96","1.18","14.22","1.2","2.02","2","1","2","1","1","2","1","0","0.5","0.5"
"1106",="4747","強生","12/25","83.2","-0.5","-0.6","2.3","27.59","1.63","19.52","0.95","1.15","1","2.15","1.75","1.9","1.8","1.65","1.8","1.92","1.45","2"
"1107",="3374","精材","12/25","125","+0.5","+0.4","1.32","15.83","0.9","10.81","0.1","0.1","0.55","1.06","0.5","0","0","0","0","2.5","3","3"
"1108",="5284","jpp-KY","12/25","117","-1","-0.85","4.14","45.51","2.26","24.91","","0","2","2.4","3.08","2.56","3.17","2.6","1.9","2.1","2.3","2.8"
"1109",="910861","神州-DR","12/25","4.5","+0.2","+4.65","","","0.87","10.38","0.59","0.76","1.09","0.39","6.69","0","0","0.06","0.19","0.21","0.29","0.11"
"1110",="6690","安碁資訊","12/25","188.5","-1.5","-0.79","5.56","27.79","3.5","17.5","","","","","","","","3","3","3.3","3.7","4.5"
"1111",="4430","耀億","12/25","21.05","0","0","1.97","23.62","1.09","13.13","1.3","1.43","1.5","1.2","1.2","1","1","1.5","1.5","0.5","0.5","0.5"
